Aphrika	Afrika
Embera	Embera
P'utuqsi munisipyu	Municipio Potosí
Satipu pruwinsya	Provinz Satipo
Pandoja	Pandoja
Umurata	Humarata
Tomás Frías pruwinsya	Provinz Tomás Frías
Rafael Guízar Valencia	Rafael Guízar Valencia
Amasisa	Korallenbäume
Bongará pruwinsya	Provinz Bongará
Yawli pruwinsya	Provinz Yauli
Rimaq mayu	Río Rímac
Wayas mayu	Río Guayas
Killapampa pruwinsya	Provinz La Convención
Such'i mayu	Río Suches
Such'i qucha (Apulupampa)	Laguna Suches
Hutk'ucha k'allampa	Stielporlingsartige
Huchusuma mayu	Río Desaguadero (Bolivien)
Usa unquy	Pedikulose
Inka runchu	Peruanische Opossummaus
Lagarfljót	Lagarfljót
Yunka runashimi	Yunkay
Mayupura (Quchapampa)	Entre Ríos (Cochabamba)
Juan Gualberto Guevara	Juan Gualberto Guevara
Puquqwata	Pocoata (Cochabamba)
Kuru Kuru	Coro Coro
Wituq	Jenipapo
Limanchu	Peperomien
Wak'a	Wak'a
Muñecas pruwinsya	Provinz Muñecas
Uqa	Knolliger Sauerklee
Franz Tamayo pruwinsya	Provinz Franz Tamayo
Abel Iturralde pruwinsya	Provinz Abel Iturralde
Qarañawi pruwinsya	Provinz Caranavi
Pakaqi pruwinsya	Provinz Pacajes
Antikuna pruwinsya	Provinz Los Andes (Bolivien)
Taqna pruwinsya	Provinz Tacna
Inkawi pruwinsya	Provinz Ingavi
Juan Macías	Johannes Macias
Piruw suyup Rimana Wasin	Kongress der Republik Peru
Simón Rodríguez	Simón Rodríguez
Dionisio Herrera	José Dionisio de la Trinidad de Herrera y Díaz del Valle
Tampu Mach'ay	Tambo Machay
Mama Uqllu	Mama Ocllo
Antonio Quijarro pruwinsya	Provinz Antonio Quijarro
Urin Qaranqa pruwinsya	Provinz Sud Carangas
Chinchay Chichas pruwinsya	Provinz Nor Chichas
Bernardino Bilbao pruwinsya	Provinz Bernardino Bilbao
Enrique Baldivieso pruwinsya	Provinz Enrique Baldivieso
Rafael Bustillo pruwinsya	Provinz Rafael Bustillo
Alonso de Ibáñez pruwinsya	Provinz Alonso de Ibáñez
Narciso Campero pruwinsya	Provinz Campero
Santiago Wari pruwinsya	Provinz Sebastián Pagador
Kuélap	Kuelap
Roberto Porta	Roberto Porta
Jayupaya pruwinsya	Provinz Ayopaya
Kapinuta pruwinsya	Provinz Capinota
Rodríguez de Mendoza pruwinsya	Provinz Rodríguez de Mendoza
Pisqu pruwinsya	Provinz Pisco
T'utura pruwinsya	Provinz Carrasco
Arqi pruwinsya	Provinz Arque
Bagua pruwinsya	Provinz Bagua
Kallawaya	Kallawaya
Urqu chachakuma	Escallonia resinosa
T'asta	Escallonia myrtilloides
Ayawaka pruwinsya	Provinz Ayabaca
Waruchiri pruwinsya	Provinz Huarochirí
Iray	Dreschen
Yueqin	Yueqin
Punku kirma	Sturz (Architektur)
K'ullu	Bauholz
Alcides Mendoza	Alcides Mendoza Castro
Helmut Schön	Helmut Schön
Nehemia Maseribane	Sekhonyana Nehemia Maseribane
Pukuchu (yura)	Ballonrebe
Qhichwa Wikipidiya	Wikipedia:Enzyklopädie/Wikipedia auf Quechua
Qunqay	Vergessen
Evaristo Nugkuag Ikanan	Evaristo Nugkuag
Unku kaka	Usnea filipendula
Salvador Dalí ch'in pacha	Salvador-Dalí-Wüste
Rarqa	Acequia (Bewässerungskanal)
Liberia (Kustarika)	Liberia (Costa Rica)
Peret	Peret (Sänger)
Hiwaru rimaykuna	Jivaro-Sprachen
Roberto Fontanarrosa	Roberto Fontanarrosa
Alfredo Torero	Alfredo Torero
Francisco Bolognesi	Francisco Bolognesi
Julio Jaramillo	Julio Jaramillo
Julio César Tello	Julio Tello
Jorge Sanjinés	Jorge Sanjinés
Alcides Arguedas	Alcides Arguedas
Julio Ramón Ribeyro	Julio Ramón Ribeyro
Juan Seminario	Juan Seminario
Santiago Copello	Santiago Luis Copello
José Mauro de Vasconcelos	José Mauro de Vasconcelos
Pawllu Inka Tupaq	Paullu Inca
Néstor Guillén Olmos	Néstor Guillén
Leonidas Proaño	Leonidas Proaño
Joe Arroyo	Joe Arroyo
FENOCIN	Confederación Nacional de Organizaciones Campesinas, Indígenas y Negrass y Negras
Felipillo	Felipillo
Uywakunap mitan kamay raki huñukuna	Systematik der vielzelligen Tiere
Feliciano Ama	Feliciano Ama
Felipe Quispe	Felipe Quispe Huanca
Markina	Marquina (Quillacollo)
José María Avilés pruwinsya	Provinz José María Avilés
Qalaqutu munisipyu	Municipio Calacoto
Katiguriya:Qhari	Kategorie:Männer
Tarata pruwinsya (Piruw)	Provinz Tarata
Katiguriya:Warmi	Kategorie:Frau
Katiguriya:Alimanya	Kategorie:Deutschland
Katiguriya:Italya	Kategorie:Italien
Katiguriya:Hukllachasqa Amirika Suyukuna	Kategorie:Vereinigte Staaten
Katiguriya:Rusiya	Kategorie:Russland
Katiguriya:Kanada	Kategorie:Kanada
Katiguriya:Hukllachasqa Qhapaq Suyu	Kategorie:Vereinigtes Königreich
Katiguriya:Ispaña	Kategorie:Spanien
Katiguriya:Chunwa	Kategorie:China
Katiguriya:Nihun	Kategorie:Japan
Katiguriya:Awstralya	Kategorie:Australien
Katiguriya:Mishiku	Kategorie:Mexiko
Katiguriya:Indya	Kategorie:Indien
Katiguriya:Israyil	Kategorie:Israel
Katiguriya:Watikanu	Kategorie:Vatikan
Katiguriya:Turkiya	Kategorie:Türkei
Katiguriya:Urin Aphrika	Kategorie:Südafrika
Katiguriya:Iqiptu	Kategorie:Ägypten
Katiguriya:Iran	Kategorie:Iran
Katiguriya:Musuq Silanda	Kategorie:Neuseeland
Katiguriya:Arhintina	Kategorie:Argentinien
Kuskanachina tupu	Parameter (Mathematik)
0 watakuna	0er
20 watakuna	20er
José María Linares pruwinsya	Provinz José María Linares
Titira	Sandmücken
Skorradalsvatn	Skorradalsvatn
San Benito llaqta (Quchapampa)	San Benito (Punata)
Luis Calvo pruwinsya	Provinz Luis Calvo
Puwpu pruwinsya	Provinz Poopó
Puerto de Mejillones pruwinsya	Provinz Puerto de Mejillones
Urin Sinti pruwinsya	Provinz Sud Cinti
Pantaleón Dalence pruwinsya	Provinz Pantaléon Dalence
Ullawi	Ollagüe (Vulkan)
Oropeza pruwinsya	Provinz Oropeza
Juriqi	Juriques
Yampara pruwinsya	Provinz Yamparáez
Tumina pruwinsya	Provinz Tomina
Ladislao Cabrera pruwinsya	Provinz Ladislao Cabrera
Qaranqa pruwinsya	Provinz Carangas
Chinchay Sinti pruwinsya	Provinz Nor Cinti
Qahatanpu wamani	Provinz Cajatambo
Contralmirante Villar pruwinsya	Provinz Contralmirante Villar
Barranca pruwinsya	Provinz Barranca
Yawyu pruwinsya	Provinz Yauyos
Waral pruwinsya	Provinz Huaral
Kanta pruwinsya	Provinz Canta
Wankapanpa wamani	Provinz Huancabamba
Uyun pruwinsya	Provinz Oyón
Phú Quốc antanka pampa	Flughafen Phu Quoc-International
Klisa pruwinsya	Provinz Germán Jordán
José Ramón Loayza pruwinsya	Provinz Loayza
Punata pruwinsya	Provinz Punata
Newcastle upon Tyne	Newcastle upon Tyne
Sajama pruwinsya	Provinz Sajama
Urin Chichas pruwinsya	Provinz Sur Chichas
Sawaya pruwinsya	Provinz Atahuallpa
San Pedro de Totora pruwinsya	Provinz San Pedro de Totora
Sawkari pruwinsya	Provinz Saucarí
Chinchay Qaranqa pruwinsya	Provinz Nor Carangas
Ch'allapata pruwinsya	Provinz Eduardo Avaroa
Tutupaka nina urqu	Tutupaca
Misk'i pruwinsya	Provinz Mizque
Rumi sunkha	Flavocetraria nivalis
Wiru Wiru antanka pampa	Flughafen Viru Viru
Surat'a	Sorata
Mururata	Mururata
Awiwiti	Mexikanische Sumpfzypresse
Sara musk'uru	Maisbeulenbrand
Rodríguez Ballón antanka pampa	Flughafen Arequipa
Kashamarka pruwinsya	Provinz Cajamarca
Chuta pruwinsya	Provinz Chota
Celendín pruwinsya	Provinz Celendín
Kañiti pruwinsya	Provinz Cañete
Alejandro Velasco Astete antanka pampa	Flughafen Cuzco
Wawra pruwinsya	Provinz Huaura
Papil Pampa munisipyu	Municipio Papel Pampa
Chapari pruwinsya	Provinz Chapare
K'aspi	Stock (Stab)
Tuku rit'i urqu	Nevado de Tuco
1120 watakuna	1120er
680 watakuna	680er
Itunumas mayu	Río Itonomas
Katiguriya:Afganistan	Kategorie:Afghanistan
Katiguriya:Alhirya	Kategorie:Algerien
Katiguriya:Awstiriya	Kategorie:Österreich
Katiguriya:Banladish	Kategorie:Bangladesch
Katiguriya:Kungu Runakamaq Ripuwlika	Kategorie:Demokratische Republik Kongo
Katiguriya:Kuba	Kategorie:Kuba
Katiguriya:Ithiyupya	Kategorie:Äthiopien
Katiguriya:Indunisya	Kategorie:Indonesien
Katiguriya:Iraq	Kategorie:Irak
Katiguriya:Urasuyu	Kategorie:Niederlande
Katiguriya:Niqirya	Kategorie:Nigeria
Katiguriya:Pakistan	Kategorie:Pakistan
Katiguriya:Pulunya	Kategorie:Polen
Katiguriya:Purtugal	Kategorie:Portugal
Katiguriya:Singapur	Kategorie:Singapur
Katiguriya:Sudan	Kategorie:Sudan
Katiguriya:Suwisa	Kategorie:Schweiz
Katiguriya:Tansanya	Kategorie:Tansania
Katiguriya:Taylandya	Kategorie:Thailand
Katiguriya:Ukranya	Kategorie:Ukraine
Katiguriya:Witnam	Kategorie:Vietnam
Katiguriya:Allpa yaku kawsaq	Kategorie:Amphibien
Katiguriya:Pisqu	Kategorie:Vögel
Katiguriya:K'allampa	Kategorie:Pilze
Katiguriya:Añaki	Kategorie:Bakterien
Katiguriya:Yura	Kategorie:Pflanzen
Katiguriya:Pachaykamay	Kategorie:Physik
Kunturillu mayu	Río Rocha
Katiguriya:Kawsay yachay	Kategorie:Biologie
Katiguriya:Chaqllisinchi	Kategorie:Chemie
Katiguriya:Wiñay kawsay	Kategorie:Geschichte
Katiguriya:Allpamanta yachaykuna	Kategorie:Geographie
Katiguriya:Rikch'a kapchiy	Kategorie:Bildende Kunst
Katiguriya:Iñiy	Kategorie:Religion
Tonanitla	Municipio Tonanitla
Katiguriya:Allwiya	Kategorie:Technik
Katiguriya:Yachay	Kategorie:Wissenschaft
Katiguriya:Tukuy runakunap qhapaq kaynin	Kategorie:Welterbe
Katiguriya:Rimay	Kategorie:Sprache
Víktor Yanukóvich	Wiktor Janukowytsch
Víktor Yushchenko	Wiktor Juschtschenko
Umawa	Omagua (Regenwald)
Kaniru	Vandellia cirrhosa
Mulinupampa distritu	Distrikt Molinopampa (Chachapoyas)
Waywash rimay	Waywash
Leoncio Prado pruwinsya	Provinz Leoncio Prado
Wamp'uy rimay	Wampuy
Pususu distritu	Pozuzo (Distrikt)
Rupa-Rupa	Rupa-Rupa
Hanka	Janca
Abuná pruwinsya	Provinz Abuná
Pukarani	Pucarani
Nicolás Suárez pruwinsya	Provinz Nicolás Suárez
Federico Román pruwinsya	Provinz Federico Román
Eustaquio Méndez pruwinsya	Provinz Eustaquio Méndez
Manuripi pruwinsya	Provinz Manuripi
Simitiqsi	Functional Grammar
Chunta paqpa	Furcraea andina
Rogagua qucha	Rogagua-See
Leymebamba	Leymebamba
Portachuelo munisipyu	Municipio Portachuelo
Piluta Hayt'ay Pachantin Kupa 1934	Fußball-Weltmeisterschaft 1934
Hueypoxtla (munisipyu)	Municipio Hueypoxtla
Tupisa munisipyu	Municipio Tupiza
Ravelo munisipyu	Municipio Ravelo
Sarumilla pruwinsya	Provinz Zarumilla
Abuná mayu	Río Abuná
San Pawlu Lipis munisipyu	Municipio San Pablo de Lípez
Tumawi munisipyu	Municipio Tomave
Tawa munisipyu	Municipio Tahua
Puquqwata munisipyu	Municipio Pocoata
Sakaka munisipyu	Municipio Sacaca
Sinru qillqa: Urqu (Arhintina)	Liste der Berge in Argentinien
Atucha munisipyu	Municipio Atocha
Ismuruku munisipyu	Municipio San Antonio de Esmoruco
Azurduy pruwinsya	Provinz Azurduy
Betanzos munisipyu	Municipio Betanzos
Tinkipaya munisipyu	Municipio Tinguipaya
Akasyu munisipyu	Municipio Acasio
Arampampa munisipyu	Municipio Arampampa
Yuqalla munisipyu	Municipio Yocalla
Llika munisipyu	Municipio Llica
Qichuychakrayuqpaq llamk'ay mit'a	Mita (Inka)
Qhariphuyu munisipyu	Municipio Caripuyo
Hulusi	Hulusi
Uyuni munisipyu	Municipio Uyuni
Millma q'arachupa	Wollbeutelratten
Burnet O'Connor pruwinsya	Provinz Burnet O’Connor
Ulluku	Olluco
Sawaya munisipyu	Municipio Sabaya
Uruya distritu	La Oroya (Distrikt)
Inkapirka	Ingapirca
Urmiri munisipyu	Municipio Urmiri
Jarabe de Palo	Jarabe de Palo
Arhintinapi amachasqa sallqa suyukuna	Liste der Nationalparks in Argentinien
Tumpis pruwinsya	Provinz Tumbes
Mawlli	Río Maule
Tampu mayu (Hunin)	Río Tambo
Pau pukara	Schloss Pau
Tumarapi munisipyu	Municipio Waldo Ballivián
Charasani	Charazani
Jayupaya munisipyu	Municipio Ayopaya
Quyan	Pellin-Scheinbuche
Guadalupe kantun (Urin Lipis)	Kanton Guadalupe (Esmoruco)
Wayaramirin munisipyu	Municipio Guayaramerín
Salango wat'a	Isla Salango
La Banda	La Banda
Jisk'airumuqu	Jiskairumoko
Pasurapa munisipyu	Municipio Pasorapa
Parapiti mayu	Río Parapetí
Uru Uru pukllay	Karneval von Oruro
Qataqura munisipyu	Municipio Catacora
Titiqaqa mama llaqta risirwa	Reserva Nacional del Titicaca
Yapakani	Yapacaní
Hatun Siwla	Siula Grande
Madeinusa	Madeinusa
K'ita ch'illtu	Giftbeere
Machiqinqa	Machiguenga
Pukatampu	Tambo Colorado
Tata Sawaya	Tata Sabaya
Kjarkas	Los Kjarkas
Santa Rosa munisipyu	Municipio Santa Rosa de Yacuma
Takachi	Tacachi
Miskitu simi	Miskito (Sprache)
Rurrenabaque munisipyu	Municipio Rurrenabaque
Puerto Siles munisipyu	Municipio Puerto Siles
Reyes munisipyu	Municipio Reyes
T'iraqi munisipyu	Municipio Tiraque
Arbieto munisipyu	Municipio Arbieto
Ansaltu munisipyu	Municipio Anzaldo
Puqu munisipyu	Municipio Pojo
Qhatqi	Bitter
Hayaq	Geschmackliche Schärfe
Wapay mayu	Río Grande (Bolivien)
Sajama mamallaqta warikancha	Nationalpark Sajama
Puwpu munisipyu	Municipio Poopó
Wintu munisipyu	Municipio Vinto
Chimuriy munisipyu	Municipio Chimoré
Sipi Sipi munisipyu	Municipio Sipe Sipe
Sikaya munisipyu	Municipio Sicaya
Punata munisipyu	Municipio Punata
Puerto Villarroel munisipyu	Municipio Puerto Villarroel
Puquna munisipyu	Municipio Pocona
Aykili munisipyu	Municipio Aiquile
Sakawa munisipyu	Municipio Sacaba
Alalay munisipyu	Municipio Alalay
Muyla munisipyu	Municipio Villa Rivero
Umiriqi munisipyu	Municipio Omereque
Misk'i munisipyu	Municipio Mizque
Phukpu	Pustefix
Takachi munisipyu	Municipio Tacachi
Qullqapirwa munisipyu	Municipio Colcapirhua
Qulumi munisipyu	Municipio Colomi
San Benito munisipyu	Municipio San Benito
Arqi munisipyu	Municipio Arque
K'uchumuyla munisipyu	Municipio Cuchumuela
Likuma	Licoma
Itagüí	Itagüí
Uchuylla lagartu	Glattstirnkaimane
San Kristuwal kantun	Kanton San Cristóbal
San Javier munisipyu (Santa Krus)	Municipio San Javier (Santa Cruz)
Montero munisipyu	Municipio Montero
Witichi munisipyu	Municipio Vitichi
Sinru qillqa: Qillqaqkuna (Chunwa)	Liste chinesischer Schriftsteller
San Andrés munisipyu	Municipio San Andrés
Muruchata munisipyu	Municipio Morochata
Pallqa munisipyu	Municipio Palca
Utawalu runa	Otavalos
Mutkiy	Olfaktorische Wahrnehmung
Qumlik	Toba (Volk)
San Salwadur suyu	Departamento San Salvador (El Salvador)
Wiyacha munisipyu	Municipio Viacha
Killa Wak'a	Huaca de la Luna
Muqu Muqu munisipyu	Municipio Mocomoco
Waychu munisipyu	Municipio Puerto Acosta
Likuma Pampa munisipyu	Municipio Licoma Pampa
Pukañawi chul	Rotaugen-Moenkhausia
Charasani munisipyu	Municipio Charazani
Kurwa munisipyu	Municipio Curva
Ichuqa munisipyu	Municipio Ichoca
San Andrés Machaqa munisipyu	Municipio San Andrés de Machaca
Panu rimaykuna	Pano-Sprachen
Santiago de Machaca munisipyu	Municipio Santiago de Machaca
Qullqiri munisipyu	Municipio Colquiri
Ixiamas munisipyu	Municipio Ixiamas
Taraqu munisipyu	Municipio Taraco
Apulu munisipyu	Municipio Apolo
Pakaqi Nasa Q'ara munisipyu	Municipio Nazacara de Pacajes
Kurawara munisipyu	Municipio San Pedro de Curahuara
North York Moors mama llaqta parki	North York Moors
Kaqwata munisipyu	Municipio Cajuata
Ch'ililaya munisipyu	Municipio Puerto Pérez
Laja munisipyu	Municipio Laja
Ayata munisipyu	Municipio Ayata
Laja	Laja
Molotov	Molotov
Wanay munisipyu	Municipio Guanay
Yuraqk'aspi munisipyu	Municipio Palos Blancos
Miqapaka munisipyu	Municipio Mecapaca
Chuma munisipyu	Municipio Chuma
Irupana munisipyu	Municipio Irupana
Yaku munisipyu	Municipio Yaco
Taqura nina urqu	Tacora
Chulumani munisipyu	Municipio Chulumani
Achuqalla munisipyu	Municipio Achocalla
Quruyqu munisipyu	Municipio Coroico
Asunta munisipyu	Municipio La Asunta
Titu Yupanki munisipyu	Municipio Tito Yupanqui
K'ayruma munisipyu	Municipio Cairoma
Jach'ak'achi (Buliwya)	Achacachi
Killaqullu munisipyu	Municipio Quillacollo
Kitarawaqachiqpa mach'aynin	Guitarrero-Höhle
Lawriqucha mayu	Río Lauricocha
Siglo XX (Buliwya)	Siglo XX (Bergwerk)
Qaqa mayu	Río Mapiri
Amirika Llaqtakunapi Akllanakuspa Kamachinakunapaq Karta	Interamerikanische Demokratiecharta
Hage Geingob	Hage Geingob
Mbya	Mbyá
Waorani	Huaorani
Allin kawsay	Sumak kawsay
Independencia distritu (Waras)	Independencia (Distrikt in Peru)
Colonia	Colonia
Takakuma	Tacacoma
Padilla	Padilla (Bolivien)
Harakmbet simikuna	Harakmbut-Sprachen
Azurduy munisipyu	Municipio Azurduy
Awarawi walla	Serranía Aguaragüe
Mapiri munisipyu	Municipio Mapiri
Wiñay Wayna	Wiñay Wayna
Killawaya munisipyu	Municipio Quiabaya
Shinahuta munisipyu	Municipio Shinahota
Musuq Pacha qucha	Laguna Nuevo Mundo
Tipuani munisipyu	Municipio Tipuani
Pristu munisipyu	Municipio Presto
Qumpaya munisipyu	Municipio Combaya
Sirk'a unquy	Thrombus
Jatun Wila Qullu	Jatun Wila Kkollu
Aykili	Aiquile
Kastillanuchay	Hispanisierung
Hach'akalla	Holzkeulen
Portachuelo	Portachuelo
Thumana	Scheinbeeren
Amboró mamallaqta parki	Nationalpark Amboró
Inti Wak'a	Huaca del Sol
Waqachina qucha	Huacachina
Wamachuku	Huamachuco
Tullparahu	Huandoy
Wanuni	Huanuni
Waral distritu	Huaral (Bezirk)
Waytunas qucha	Huaytunas-See
Tiqri mayu	Río Tigre (Marañón)
Irriru	Schmied
Wila Quta (Taqna)	Laguna Vilacota
Panquwa distritu	Pangoa (Distrikt)
Kilutuwa	Quilotoa
Chapari mayu	Río Chapare
Pukusana distritu	Pucusana
Uru Uru qucha	Uru-Uru-See
Pikchu Pikchu	Picchu Picchu
Secure mayu	Río Secure
Yasuni mama llaqta parki	Nationalpark Yasuní
Qutuqa	Cotoca
Unsiya	Uncía (Potosí)
Mallku	Küken
Wak'as	Vacas
Camargo	Camargo (Chuquisaca)
Pagador kantun	Kanton Pagador
Qutapata mamallaqta parki	Cotapata-Nationalpark
Iñao mamallaqta parki	Nationalpark Serranía del Iñao
Isiboro Secure mamallaqta parki	Nationalpark und Indigenenschutzgebiet Isiboro-Secure
Tunari mamallaqta parki	Nationalpark Tunari
Carrasco mamallaqta parki	Nationalpark Carrasco
Nelly urqu	Cerro Nelly
Illat'aqu	Illataco
Supay	Supay
Impapura	Imbabura (Vulkan)
Sinru qillqa: Qillqakuna (Busna-Hirsiquwina)	Liste bosnischer Schriftsteller
Jayupaya llaqta	Independencia (Ayopaya)
Inkarrí	Inkarrí
Paytiti	Paititi
Puquqwata (P'utuqsi)	Pocoata (Potosí)
Puqu	Pojo (Cochabamba)
Suniqira kantun	Kanton Soniquera
Irpa Irpa	Irpa Irpa
Iskanwaya	Iskanwaya
Hatun Ninasuyu	Isla Grande de Tierra del Fuego
Tukumi chuntukuna	Pyramiden von Túcume
Sunchi mayu	Sonche
Jesus Machaqa	Jesús de Machaca
Pisiga Bolívar-Sucre kantun	Kanton Pisiga Bolívar Sucre
Tumi	Tumi
Yuraqqucha (Buliwya)	Laguna Blanca (Bolivien)
Magdalena munisipyu	Municipio Magdalena (Beni)
Rikuway	Recuay (Peru)
Santiago de Agencha kantun	Kanton Santiago de Agencha
Bernardo O'Higgins mama llaqta parki	Nationalpark Bernardo O’Higgins
Fray Jorge sach'a sach'a mama llaqta parki	Nationalpark Bosque de Fray Jorge
Laram Q'awani mamallaqta parki	Nationalpark Volcán Isluga
Yuyayyaku mama llaqta parki	Nationalpark Llullaillaco
Chiloé mama llaqta parki	Nationalpark Chiloé
San Rafael qucha mama llaqta parki	Nationalpark Laguna San Rafael
Jorge Isaacs	Jorge Isaacs
Katiguriya:Wañusqa 2012	Kategorie:Gestorben 2012
José Quiñones	José Abelardo Quiñones Gonzales
José Bernardo Alcedo	José Bernardo Alcedo
José Matías Delgado	José Matías Delgado y de León
Juan Jiménez Mayor	Juan Jiménez Mayor
Naska	Nazca (Stadt)
Charawa	Charagua
San Javier (Cercado)	San Javier (Beni)
Santiago kantun	Kanton Santiago
Qullasuyu kantun	Kanton Collasuyo
Qalasasaya	Kalasasaya
Sinru qillqa: Qillqaqkuna (Buliwya)	Liste bolivianischer Schriftsteller
Santiago-Kumayna risirwa suyu	Santiago-Comaina-Schutzgebiet
Ikwadurpa kitinkuna	Kanton (Ecuador)
Aluta kantun	Kanton Alota
Atulcha kantun	Kanton Atulcha
Ch'iyar Umani kantun	Kanton Chiarumani
Chukaya kantun	Kanton Chocaya
Quqani kantun	Kanton Cocani
Qulcha "K" kantun	Kanton Colcha „K“
Quruma kantun	Kanton Coroma
Iskuma kantun	Kanton Escoma
Wankani kantun (Antikuna)	Kanton Huancané (Batallas)
Llawika kantun	Kanton Llavica
Ch'allapata kantun (Chuqiyapu)	Kanton Península de Challapata
Hatunmayu kantun	Kanton Río Grande
Sawaya kantun	Kanton Sabaya
San Juan kantun	Kanton San Juan
Puni kantun	Kanton Villa Puni
Rusaryu kantun	Kanton Villa Rosario
Witalina kantun	Kanton Villa Vitalina
Wisk'achani kantun	Kanton Viscachani
Carajía	Karajia
Kapinuta munisipyu	Municipio Capinota
K'awchu waq'ayay	Kautschukboom
Kichwa	Kichwa
Suynay	Klang
Qallu yura rikch'aq ayllu	Wegerichgewächse
Plawtich	Plautdietsch
San Pidru Tikina	San Pedro de Tiquina
Willay pukyu	Primärquelle und Sekundärquelle
Supay chakra	Teufelsgarten
T'utura	Totora-Schilf
Rumiñawi urqu	Rumiñahui (Vulkan)
Caridad del Cobre Pallan	Virgen de la Caridad del Cobre
Alberto de Agostini mama llaqta parki	Nationalpark Alberto de Agostini
Sinru qillqa: Tusuy	Liste von Tänzen
Uruya llaqta	La Oroya
Tarma	Tarma (Stadt)
Pampa Awllaqa	Pampa Aullagas
Sinru qillqa: Urqu (Urin Awya Yala)	Liste der Berge oder Erhebungen in Südamerika
Sinru qillqa: Urqu (Grisya)	Liste von Bergen in Griechenland
Intika	Taquile
Puka luwichu	Großmazama
Sima	Kappler-Gürteltier
Chulumani	Chulumani
Mullku	Südliches Nacktschwanzgürteltier
Horta-Guinardó distritu	Horta-Guinardó
Q'iru	Q'ero
Pisqupanpa pruwinsya	Provinz Mariscal Luzuriaga
Sinru qillqa: Urqu (Awstralya)	Liste von Bergen und Erhebungen in Australien
Alfredo Ovando Candía	Alfredo Ovando Candía
Sarakuru runa	Saraguros
Muhiniti munisipyu	Municipio Mojinete
Uquri munisipyu	Municipio Ocurí
Chayanta munisipyu	Municipio Chayanta
Alberto Anrango	Alberto Anrango
Pachalluq'i	Ratanhia
Kulumbyapi mama llaqta parkikuna sallqa pachap risirwakunapas	Naturparks in Kolumbien
Sapamama	Kropfsalmler
Enanitos Verdes	Los Enanitos Verdes
Los Navegantes	Los Navegantes
Kunturwasi qhapana	Kunturhuasi
La Libertad	La Libertad
Star Perú	Star Perú
Asunta llaqta	La Asunta (La Paz)
Tiwlli waqachina	Saiteninstrument
La Joya llaqta (Uru Uru)	La Joya (Bolivien)
La Libertad (Ikwadur)	La Libertad (Ecuador)
Nino Benvenuti	Nino Benvenuti
Impakucha	Lago San Pablo
Sandoval qucha	Lago Sandoval
Kunuqucha	Laguna Conococha
Wakarpay	Laguna Huacarpay
Lang Ping	Lang Ping
Pallqaqucha	Palcacocha
Tapaqari	Tapacarí
Muray	Moray (Inka)
Baure munisipyu	Municipio Baures
Huacaraje munisipyu	Municipio Huacaraje
Wila Wila munisipyu	Municipio Vila Vila
Luritu munisipyu	Municipio Loreto (Bolivien)
Exaltación munisipyu	Municipio Exaltación
San Buenaventura munisipyu	Municipio San Buenaventura (Bolivien)
Kuru Kuru munisipyu	Municipio Coro Coro
Rumi challwa	Süßwasser-Umberfisch
Qhapaq Walla (Ikwadur)	Cordillera Real (Ecuador)
Jarani munisipyu	Municipio Arani
Tulata munisipyu	Municipio Tolata
Linqa	Lenga-Südbuche
Wak'as munisipyu	Municipio Vacas
San Pidru Tikina munisipyu	Municipio San Pedro de Tiquina
Q'imi munisipyu	Municipio Quime
Inkisiwi munisipyu	Municipio Inquisivi
Luriway munisipyu	Municipio Luribay
Santa Ana Yakumamanta	Santa Ana del Yacuma
Luqru	Locro
Monteagudo	Monteagudo (Bolivien)
Yampupata yaqa wat'a	Yampupata-Halbinsel
Wiñaymarka qucha	Wiñaymarka
Kitu Kara	Shyris
Jach'ak'achi munisipyu	Municipio Achacachi
Inkisiwi	Inquisivi
Sinru qillqa: Urqu (Kanada)	Liste der Berge in Kanada
Sinru qillqa: Urqu (Antartika)	Liste der Berge oder Erhebungen in Antarktika
Sinru qillqa: Urqu (Phinsuyu)	Liste von Bergen und Erhebungen in Finnland
Sinru qillqa: Urqu (Italya)	Liste von Bergen und Erhebungen in Italien
Sinru qillqa: Urqu (Iwrupa)	Liste der Berge oder Erhebungen in Europa
Martín Cárdenas Hermosa	Martín Cárdenas
Chikitanu simi	Chiquitano
Winisuylapi mama llaqta parkikuna	Liste der Nationalparks in Venezuela
Sinru qillqa: Yatawaki	Liste von Orchestern
Kutupaksi mama llaqta parki	Nationalpark Cotopaxi
Yapakani mayu	Río Yapacaní
San Vicente Kañitipi	San Vicente de Cañete
Surat'a munisipyu	Municipio Sorata
Ichilu mayu	Río Ichilo
Tarapuku munisipyu	Municipio Tarabuco
Tunari llaqta	Villa Tunari
Sanxian	Sanxian
Qullpasa kachi qucha	Salar de Coipasa
Lucho Barrios	Lucho Barrios
Takakuma munisipyu	Municipio Tacacoma
Sinru qillqa: Qillqaqkuna (Ispaña)	Liste spanischer Schriftsteller
Waychu llaqta	Puerto Acosta
Luis Concha Córdoba	Luis Concha Córdoba
Malla	Malla (La Paz)
Jatun Mundo Quri Warani	Nuevo Mundo (Vulkan)
Misk'i llaqta	Mizque
Mario Conejo Maldonado	Mario Conejo Maldonado
Iñapari	Iñapari
Rimayniyuq	Bachillerato
Marlon Santi	Marlon Santi
Rumiñawi	Rumiñahui
Maki illapa	Pistole
Asnaq qañiwa	Mauer-Gänsefuß
Mindo	Mindo
Muchik simi	Muchik
