阿非利加洲	Afrika
無錫市	Wuxi
湖州市	Huzhou
紹興市	Shaoxing
崑山市	Kunshan
寧波市	Ningbo
紙鳶	Drachen
前二〇一年	201 v. Chr.
前二〇二年	202 v. Chr.
哈爾濱市	Harbin
油	Öle
拓撲學	Topologie (Mathematik)
文身	Tätowierung
金融學	Finanzen
雲南省	Yunnan
多項式	Polynom
國立虎尾科技大學	Nationaluniversität Formosa
山東省	Shandong
中南半島	Indochina
天擇	Selektion (Evolution)
地質年代	Geologische Zeitskala
壟斷	Monopol
河南省	Henan
遼寧省	Liaoning
席德	El Cid
刳剔者傑克	Jack the Ripper
前一五六年	156 v. Chr.
列奧尼達一世	Leonidas I.
前一三九年	139 v. Chr.
前一二二年	122 v. Chr.
前二〇六年	206 v. Chr.
西爾門·拉什迪	Salman Rushdie
前二〇三年	203 v. Chr.
化學鍵	Chemische Bindung
槍	Speer
前一四一年	141 v. Chr.
僧院	Kloster
白堊紀	Kreide (Geologie)
前二〇九年	209 v. Chr.
皮薩羅	Francisco Pizarro
點	Punkt (Geometrie)
骰子	Spielwürfel
吉林省	Jilin
東海	Ostchinesisches Meer
前二三二年	232 v. Chr.
湖南省	Hunan
青海省	Qinghai
前一九七年	197 v. Chr.
前二〇七年	207 v. Chr.
前一八八年	188 v. Chr.
矢	Pfeil (Geschoss)
前二〇五年	205 v. Chr.
鮨	Sushi
前二〇八年	208 v. Chr.
湖北省	Hubei
山西省	Shanxi
魔方	Zauberwürfel
伊洛瓦底省	Irawadi-Division
貴州省	Guizhou
京都議定書	Kyoto-Protokoll
聯合國大會	Generalversammlung der Vereinten Nationen
乙酸	Essigsäure
安達曼海	Andamanensee
前二〇四年	204 v. Chr.
胡適	Hu Shi
莊子	Zhuangzi
清孝欽顯皇后	Cixi
陝西省	Shaanxi
Template:共享類	Vorlage:Commonscat
三八三年	383
德文維基大典	Deutschsprachige Wikipedia
拋物線	Parabel (Mathematik)
尿素	Harnstoff
平假名	Hiragana
波斯文維基大典	Persischsprachige Wikipedia
質數	Primzahl
五七二年	572
南北朝	Südliche und Nördliche Dynastien
劉宋	Frühere Song-Dynastie
吾世	Minecraft
罷工	Streik
李舜臣汝諧	I Sun-sin
泰國地方	Changwat
中華人民共和國地方	Administrative Gliederung der Volksrepublik China
日本都道府縣	Präfektur (Japan)
氧化物	Oxide
合數	Zusammengesetzte Zahl
因數	Teilbarkeit
口琴	Mundharmonika
朝鮮灣	Koreabucht
Template:Taxobox	Vorlage:Taxobox
繩文時代	Jōmon-Zeit
魔法少女小圓	Puella Magi Madoka Magica
太極	Taiji (chinesische Philosophie)
平行	Parallelität (Geometrie)
百家姓	Hundert Familiennamen (Song-Dynastie)
極品飛車	Need for Speed
海鳥	Meeresvogel
琉球語	Ryūkyū-Sprachen
閩語	Min (Sprache)
江西省	Jiangxi
阿卜杜拉·本·阿卜杜勒-阿齊茲·沙特	Abdullah ibn Abd al-Aziz
寧夏回族自治區	Ningxia
揚州市	Yangzhou
鎮江市	Zhenjiang
哈薩克文維基大典	Kasachischsprachige Wikipedia
嘉興市	Jiaxing
金華市	Jinhua
衢州市	Quzhou
台州市	Taizhou (Zhejiang)
舟山市	Zhoushan
石家莊市	Shijiazhuang
亞當與夏娃	Adam und Eva
珠海	Zhuhai
韶關市	Shaoguan
東莞市	Dongguan
俄羅斯正教會	Russisch-Orthodoxe Kirche
鯢	Chinesischer Riesensalamander
空師	Luftstreitkräfte
大名	Daimyō
南齊	Südliche Qi-Dynastie
苗栗縣	Landkreis Miaoli
色盲檢測圖	Ishihara-Farbtafel
威氏鷸	Wilsonbekassine
哈布斯堡氏	Habsburg
中央銀行	Zentralbank
福州市	Fuzhou
南平市	Nanping
莆田市	Putian
三明市	Sanming
泉州市	Quanzhou
廈門市	Xiamen
漳州市	Zhangzhou
龍岩市	Longyan
寧德市	Ningde
西寧市	Xining
西遊記	Die Reise nach Westen
三國演義	Die Geschichte der Drei Reiche
水滸傳	Die Räuber vom Liang-Schan-Moor
鄂州市	Ezhou
福島縣	Präfektur Fukushima
豬油	Schmalz
新竹縣	Landkreis Hsinchu
鞍山市	Anshan (Liaoning)
羅馬治世	Pax Romana
克羅內克	Leopold Kronecker
康托爾	Georg Cantor
戴德金	Richard Dedekind
寒武紀	Kambrium
十六元數	Sedenion
神聖羅馬皇帝腓特烈一世	Friedrich I. (HRR)
前三八七年	387 v. Chr.
盲文	Brailleschrift
千葉縣	Präfektur Chiba
賽珍珠	Pearl S. Buck
聯合國秘書長	Generalsekretär der Vereinten Nationen
龐加萊	Henri Poincaré
西北水道	Nordwestpassage
十進制	Dezimalsystem
烯烴	Alkene
皇祚	Kimi Ga Yo
氣壓	Luftdruck
箸	Essstäbchen
南投縣	Landkreis Nantou
標點符號	Interpunktion
英格蘭王表	Liste der Herrscher Englands
片假名	Katakana
民之旨	Jana Gana Mana
臺北一零一	Taipei 101
化學式	Chemische Formel
波斯	Perserreich
群 (代數)	Gruppe (Mathematik)
三十六計	36 Strategeme
天安門	Tor des Himmlischen Friedens
波蘭球	Polandball
水星領航員	Aqua (Manga)
三角函數	Trigonometrische Funktion
六四事件	Tian’anmen-Massaker
趙紫陽	Zhao Ziyang
胡耀邦	Hu Yaobang
安樂死	Sterbehilfe
姓氏	Familienname
醛	Aldehyde
規	Zirkel
物質之量	Stoffmenge
平安北道	P’yŏngan-pukto
咸鏡南道	Hamgyŏng-namdo
島國	Inselstaat
華山	Hua Shan
桃園市	Taoyuan
尺規作圖	Konstruktion mit Zirkel und Lineal
耶律楚材	Yelü Chucai
京都府	Präfektur Kyōto
絕對值	Betragsfunktion
羅賓漢	Robin Hood
表數法	Zahlensystem
大阪府	Präfektur Ōsaka
瑪瑙	Achat
愛媛縣	Präfektur Ehime
圓錐曲線	Kegelschnitt
海平面	Meeresspiegel
玄武	Schwarze Schildkröte
羅馬皇帝表	Liste der römischen Kaiser der Antike
矢量空間	Vektorraum
距	Abstand
臺灣海峽	Formosastraße
山口縣	Präfektur Yamaguchi
市盈率	Kurs-Gewinn-Verhältnis
神奈川縣	Präfektur Kanagawa
中國地方	Chūgoku
長野縣	Präfektur Nagano
殷商	Shang-Dynastie
色諾芬	Xenophon
兵庫縣	Präfektur Hyōgo
廣州恆大淘寶蹴鞠會	Guangzhou Evergrande FC
等價	Äquivalenzrelation
主格	Nominativ
泰國灣	Golf von Thailand
螳螂	Fangschrecken
維基大典:書海	Wikipedia:ISBN-Suche
征夷大將軍	Shōgun
春節	Chinesisches Neujahrsfest
切腹	Seppuku
色盲	Farbenfehlsichtigkeit
彰化縣	Landkreis Changhua
阿什莫爾島與卡捷島	Ashmore- und Cartierinseln
農曆	Chinesischer Kalender
可樂	Cola
高知縣	Präfektur Kōchi
道德經	Daodejing
萬有引力	Newtonsches Gravitationsgesetz
坐標幾何	Analytische Geometrie
芬瑟島	Fraser Island
蹴鞠	Cuju
臺南市	Tainan
阮籍	Ruan Ji
與格	Dativ
摩爾質量	Molare Masse
滿洲族	Mandschu
義大利半島	Apenninhalbinsel
袁枚	Yuan Mei
汽水	Erfrischungsgetränk
天象館	Planetarium
微積分	Infinitesimalrechnung
岳陽市	Yueyang
東寧	Königreich Tungning
李斯	Li Si
雲林縣	Landkreis Yunlin
碗	Schüssel
全等	Kongruenz (Geometrie)
維多利亞港	Victoria Harbour
義勇軍進行曲	Marsch der Freiwilligen
數理物理	Mathematische Physik
紅花	Färberdistel
庖人	Koch
大正天皇	Taishō
主義	-ismus
毛納洛峰	Mauna Loa
富牌國際機場	Flughafen Phu Bai
修道院	Abtei
符節	Passwort
環 (代數)	Ring (Algebra)
環球小姐	Miss Universe
香川縣	Präfektur Kagawa
曲線	Kurve (Mathematik)
白求恩	Norman Bethune
牽牛花	Blaue Prunkwinde
中日戰爭	Japanisch-Chinesischer Krieg
平面幾何	Euklidische Geometrie
葉問	Yip Man
基數	Kardinalzahl (Mathematik)
二元運算	Zweistellige Verknüpfung
餘弦定理	Kosinussatz
新幹線	Shinkansen
雙曲線	Hyperbel (Mathematik)
星際爭霸	StarCraft
反射	Reflexion (Physik)
嘉義縣	Landkreis Chiayi
形意拳	Xingyiquan
近視	Kurzsichtigkeit
代數數	Algebraische Zahl
笮融	Ze Rong
夏后氏	Xia-Dynastie
連續	Stetigkeit (Topologie)
教廷諸屬國	Kirchenstaat
濟南市	Jinan
十一月革命	Novemberrevolution
中國抗日戰爭	Zweiter Japanisch-Chinesischer Krieg
青島市	Qingdao
PSP	PlayStation Portable
葛利斯五八一丙	Gliese 581 c
官能團	Funktionelle Gruppe
世氣公會	World Meteorological Organization
見即所得	WYSIWYG
新西班牙代王領	Vizekönigreich Neuspanien
織田信長	Oda Nobunaga
向日葵	Sonnenblume
南昌市	Nanchang
中壢區	Zhongli
玫瑰之名	Der Name der Rose
幾何原本	Elemente (Euklid)
米高·哥連斯	Michael Collins (Irland)
金本位	Goldstandard
直積	Kartesisches Produkt
艾狄胥	Paul Erdős
四元數	Quaternion
泰學	Thaiistik
長沙市	Changsha
明治天皇	Meiji
源實朝	Minamoto no Sanetomo
蜉蝣	Eintagsfliegen
伊藤博文	Itō Hirobumi
絞刑	Erhängen
門:史	Portal:Geschichte
電極	Elektrode
股骨	Oberschenkelknochen
子集	Teilmenge
海東青	Gerfalke
日文維基大典	Japanischsprachige Wikipedia
甲午戰爭	Erster Japanisch-Chinesischer Krieg
哈丹格爾小提琴	Hardangerfiedel
克里希那穆提	Jiddu Krishnamurti
宦官	Eunuch
汀九橋	Ting-Kau-Brücke
選擇公理	Auswahlaxiom
行星環	Planetenring
青藏高原	Hochland von Tibet
拓撲空間	Topologischer Raum
古文書	Paläografie
數學符表	Liste mathematischer Symbole
錫克金廟	Harmandir Sahib
查良鏞	Jin Yong
袁安	Yuan An
卡奔塔利亞灣	Golf von Carpentaria
度量空間	Metrischer Raum
千分比	Promille
交換群	Abelsche Gruppe
高雄市	Kaohsiung
華盛頓歐文	Washington Irving
易經	I Ging
弩	Armbrust
渤海	Golf von Bohai
甑帶瘡	Herpes Zoster
西楚霸王	Xiang Yu
戰艦	Schlachtschiff
人魚	Meerjungfrau
海倫公式	Satz des Heron
昆明市	Kunming
天氣預報	Wettervorhersage
人蔘	Ginseng
回族	Hui-Chinesen
蘭州市	Lanzhou
期貨	Terminkontrakt
鰂	Sepien
十惡	Zehn Übel
林則徐	Lin Zexu
三國	Zeit der Drei Reiche
春秋時代	Zeit der Frühlings- und Herbstannalen
戰國	Zeit der Streitenden Reiche
名偵探柯南	Detektiv Conan
區間	Intervall (Mathematik)
清宣統帝	Puyi
併集	Vereinigungsmenge
簡化字	Kurzzeichen
合肥市	Hefei
交集	Schnittmenge
常染色體	Autosom
啓	Qi (Xia-Dynastie)
簡歷	Lebenslauf
中國時區	Zeitzonen in China
蝴蝶效應	Schmetterlingseffekt
豐臣秀吉	Toyotomi Hideyoshi
民律大全	Corpus iuris civilis
白鱀豚	Chinesischer Flussdelfin
弦	Sehne (Geometrie)
平昌郡	Pyeongchang
泰國國際航空	Thai Airways International
北九州市	Kitakyūshū
匈奴	Xiongnu
孟子	Mengzi
曾國藩	Zeng Guofan
桂林市	Guilin
海口市	Haikou
域 (代數)	Körper (Algebra)
海拔	Flughöhe
挪威廣播公司	Norsk rikskringkasting
中原	Zentralchinesische Ebene
道	Dao
世界語維基大典	Esperanto-Wikipedia
刺身	Sashimi
中泰國	Zentralthailand
高錳酸鉀	Kaliumpermanganat
鴉片戰爭	Erster Opiumkrieg
魔鬼之詩篇	Die satanischen Verse
有序對	Geordnetes Paar
金屬鍵	Metallische Bindung
書面挪威語維基大典	Norwegischsprachige Wikipedias
序數	Ordinalzahl
南京大屠殺	Massaker von Nanking
吳廷琰	Ngô Đình Diệm
複式記帳	Buchführung
麵	Nudel
路易斯安那購地案	Louisiana Purchase
扇	Fächer
平安時代	Heian-Zeit
旦	Sonnenaufgang
韓信點兵	Chinesischer Restsatz
梅涅勞斯定理	Satz von Menelaos
無窮小	Infinitesimalzahl
屏東縣	Landkreis Pingtung
彰化市	Changhua
單鏡筒反光相機	Spiegelreflexkamera
雙城子	Ussurijsk
章炳麟	Zhang Binglin
張飛	Zhang Fei
張郃	Zhang He
張紘	Zhang Hong
張角	Zhang Jiao
張衡	Zhang Heng
張居正	Zhang Juzheng
憲法十七條	17-Artikel-Verfassung
張遼	Zhang Liao
張騫	Zhang Qian
張三丰	Zhang Sanfeng
張載	Zhang Zai
張昭	Zhang Zhao
張仲景	Zhang Zhongjing
趙 (釋義)	Zhao
趙	Zhao (Staat)
趙雲	Zhao Yun
浙江大學	Zhejiang-Universität
鄭成功	Zheng Chenggong
鄭玄	Zheng Xuan
鎮海區	Zhenhai
鍾會	Zhong Hui
中和區	Zhonghe
周敦頤	Zhou Dunyi
周公亶父	Zhou Tai Wang
周泰	Zhou Tai
周瑜	Zhou Yu
周作人	Zhou Zuoren
朱治	Zhu Zhi
帝顓頊	Zhuanxu
諸葛誕	Zhuge Dan
諸葛瑾	Zhuge Jin
諸葛恪	Zhuge Ke
諸葛瞻	Zhuge Zhan
諸葛亮	Zhuge Liang
慶良間群島	Kerama-Inseln
大漢溪	Dahan (Fluss)
壯學	Zhuangologie
烏克蘭語維基大典	Ukrainischsprachige Wikipedia
阿拉伯文維基大典	Arabischsprachige Wikipedia
金孟加拉	Amar Shonar Bangla
洞里薩湖	Tonle Sap (See)
賈姆謝德布爾	Jamshedpur
越南文維基大典	Vietnamesischsprachige Wikipedia
負數	Negative Zahl
中醫	Traditionelle chinesische Medizin
高松市	Takamatsu
中華人民共和國憲法	Verfassung der Volksrepublik China
王粲	Wang Can
提格兰二世	Tigranes II.
珠江	Perlfluss
泰西格致史	Wissenschaftsgeschichte
五帝	Urkaiser Chinas
瑪格麗特一世	Margarethe I.
日本國會	Kokkai
先哥倫布	Präkolumbisch
英聯邦王國	Commonwealth Realm
彼得一世島	Peter-I.-Insel
紫荊關	Zijingguan
墓碑	Grabstein
十二銅表法	Zwölftafelgesetz
李商隱	Li Shangyin
漢魏武王	Cao Cao
牛窗町	Ushimado (Okayama)
連江縣	Lianjiang (Fuzhou)
斬首	Enthauptung
垂直	Lot (Mathematik)
無窮集合	Unendliche Menge
冪集	Potenzmenge
魚鉤	Angelhaken
齊齊哈爾市	Qiqihar
椰蟹	Palmendieb
俄文維基大典	Russischsprachige Wikipedia
平行公理	Parallelenaxiom
資治通鑒	Zizhi Tongjian
春武里府	Chon Buri (Provinz)
西線無戰事	Im Westen nichts Neues
嘧啶	Pyrimidin
泰王國歌	Phleng Chat
中國中央電視臺	China Central Television
圖蘭朵	Turandot (Oper)
巴列維王朝	Pahlavi (Dynastie)
天皇	Tennō
袁世凱	Yuan Shikai
北海市	Beihai (Guangxi)
袋鼠島	Känguru-Insel
阮世祖	Gia Long
君士坦丁堡普世宗主教區	Ökumenisches Patriarchat von Konstantinopel
辛普生沙漠	Simpsonwüste
雷曼兄弟公司	Lehman Brothers
娜塔莎·北鼎斐	Natasha Bedingfield
開集	Offene Menge
測地線	Geodäte
塞瓦定理	Satz von Ceva
健陀羅	Gandhara
愛爾蘭共和國總統	Präsident von Irland
內積空間	Prähilbertraum
金奎植	Kim Kyu-sik
江戶	Edo
金九	Kim Gu
泰山	Tai Shan
荀況	Xunzi
九江市	Jiujiang
反氫	Antiwasserstoff
占婆	Champa
倒數	Kehrwert
黃道兇賊	Zodiac-Killer
陰陽五行	Fünf-Elemente-Lehre
盧溝橋事變	Zwischenfall an der Marco-Polo-Brücke
關羽	Guan Yu
龜	Schildkröten
阮福晪	Bảo Đại
元 (釋義)	Yuan
空集	Leere Menge
祖茂	Zu Mao
祖沖之	Zu Chongzhi
羅馬 (釋義)	Roma (Begriffsklärung)
左氏春秋	Zuozhuan
連通	Zusammenhang (Graphentheorie)
瀨戶內海	Seto-Inlandsee
自由民主黨	Liberaldemokratische Partei (Japan)
環	Loop
利瑪竇	Matteo Ricci
原富	Der Wohlstand der Nationen
技術分析	Technische Analyse
哆啦A夢	Doraemon
宋卡府	Songkhla (Provinz)
甲米府	Krabi (Provinz)
拉廊府	Ranong (Provinz)
伏羲	Fu Xi
宜蘭縣	Landkreis Yilan
法家	Legalismus
九龍	Kowloon
瑪麗·安·尼科爾斯	Mary Ann Nichols
素叻府	Surat Thani (Provinz)
成本	Kosten
桐艾府	Trat (Provinz)
五代	Fünf Dynastien und Zehn Reiche
瑪麗·簡·凱利	Mary Jane Kelly
森理世	Riyo Mori
補集	Komplement (Mengenlehre)
靖國神社	Yasukuni-Schrein
博他侖府	Phatthalung (Provinz)
鹽田	Saline
班武里府	Prachuap Khiri Khan (Provinz)
洛坤府	Nakhon Si Thammarat (Provinz)
春蓬府	Chumphon (Provinz)
新北市	Neu-Taipeh
臺中市	Taichung
漢昭烈皇帝	Liu Bei
干支	60-Jahre-Zyklus
三國志	Chroniken der Drei Reiche
邁克學搖滾	Michael Learns to Rock
花蓮縣	Landkreis Hualien
金門縣	Kinmen
臺東縣	Landkreis Taitung
新竹市	Hsinchu
嘉義市	Chiayi
基隆市	Keelung
副省級市	Unterprovinzstadt
從眾	Argumentum ad populum
牢不可破之聯盟	Hymne der Sowjetunion
相似	Ähnlichkeit (Geometrie)
年號	Regierungsdevise
分離 (拓撲)	Getrennte Mengen
大韓高宗	Gojong
語序	Wortstellung
摩托羅拉	Motorola
丁汝昌	Ding Ruchang
賢哲賽義巴巴	Sai Baba (Shirdi)
雪景球	Schneekugel
淨土宗	Amitabha-Buddhismus
伊麗莎白·史泰德	Elizabeth Stride
安妮·查普曼	Annie Chapman
聖德太子	Shōtoku
沈括	Shen Kuo
懿德天皇	Itoku
史記	Shiji
早稻田大學	Waseda-Universität
孫吳	Wu-Dynastie
論語	Gespräche des Konfuzius
泰華農民銀行	Kasikorn Bank
姜維	Jiang Wei
平清盛	Taira no Kiyomori
澳洲聯邦銀行	Commonwealth Bank of Australia
海寧市	Haining
拉臘·杜塔	Lara Dutta
小野田寬郎	Onoda Hirō
清太宗	Huang Taiji
漢高皇后	Lü Zhi
楊貴妃	Yang Guifei
蔡琰	Cai Wenji
推古天皇	Suiko
漢孝成班婕妤	Ban Jieyu
清德宗	Guangxu
鎖國	Isolationismus
戈登	Charles George Gordon
清世祖	Shunzhi
清太祖	Nurhaci
進數	P-adische Zahl
卡拉卡拉敕令	Constitutio Antoniniana
明智光秀	Akechi Mitsuhide
綏靖天皇	Suizei
阮攸	Nguyễn Du
白居易	Bai Juyi
吳大帝	Sun Quan
屈原	Qu Yuan
魏世祖文皇帝	Cao Pi
神農	Shennong
小淵惠三	Keizō Obuchi
帝舜	Shun (Kaiser)
安寧天皇	Annei
發勃耳	Jean-Henri Fabre
張國榮	Leslie Cheung
蔣經國	Chiang Ching-kuo
王維	Wang Wei
後醍醐天皇	Go-Daigo
陶潛	Tao Yuanming
桓武天皇	Kammu
林彪	Lin Biao
清世宗	Yongzheng
呂布	Lü Bu
鴨脷洲	Ap Lei Chau
清穆宗	Tongzhi
韓愈	Han Yu
王安石	Wang Anshi
德川吉宗	Tokugawa Yoshimune
米芾	Mi Fu
拓撲閉包	Abgeschlossene Hülle
閉集	Abgeschlossene Menge
閉開集	Abgeschlossene offene Menge
曹魏	Wei-Dynastie
作格	Ergativ
尖竹汶府	Chanthaburi (Provinz)
陳省身	Shiing-Shen Chern
第十五屆亞洲運動會	Asienspiele 2006
基斯孔哈拉斯	Kiskunhalas
覆蓋	Überdeckung (Mathematik)
竭澤而漁	Überfischung
廢藩置縣	Abschaffung der Han
通格	Absolutiv
清仁宗	Jiaqing
正親町天皇	Ōgimachi
董卓	Dong Zhuo
林語堂	Lin Yutang
孫臏	Sun Bin
杜牧	Du Mu
孫堅	Sun Jian
石田三成	Ishida Mitsunari
大韓純宗	Sunjong
婆羅多舞	Bharatanatyam
朝鮮世祖	Sejo
歐陽脩	Ouyang Xiu
清宣宗	Daoguang
岳飛	Yue Fei
清文宗	Xianfeng
北柳府	Chachoengsao (Provinz)
羅勇府	Rayong (Provinz)
袁紹	Yuan Shao
柳宗元	Liu Zongyuan
包拯	Bao Zheng
新店區	Xindian (Neu-Taipeh)
八音	Acht Klänge
八議	Acht Privilegien
阮景宗	Đồng Khánh
司馬懿	Sima Yi
福澤諭吉	Fukuzawa Yukichi
安慶市	Anqing
安祿山	An Lushan
六安市	Lu’an
呂不韋	Lü Buwei
武丁	Wu Ding
陳獨秀	Chen Duxiu
蒂邁歐篇	Timaios
土城區	Tucheng (Neu-Taipeh)
魏 (釋義)	Wei
崇明島	Chongming Dao
魏徵	Wei Zheng
藤原定家	Fujiwara no Sadaie
夏侯惇	Xiahou Dun
曹仁	Cao Ren
坂本龍馬	Sakamoto Ryōma
王守仁	Wang Shouren
魏烈祖明皇帝	Cao Rui
朝鮮太祖	Taejo
陸遜	Lu Xun (Drei Reiche)
東明聖王	Dongmyeong von Goguryeo
夏侯淵	Xiahou Yuan
李鴻章	Li Hongzhang
南唐後主	Li Houzhu
魏延	Wei Yan
黃忠	Huang Zhong
顧愷之	Gu Kaizhi
王羲之	Wang Xizhi
康托爾悖論	Cantorsche Antinomie
中秋	Mondfest
李珥	Yi I
光中帝	Nguyễn Huệ
梁啟超	Liang Qichao
尹鑴	Yun Hyu
霍去病	Huo Qubing
孫策	Sun Ce
范仲淹	Fan Zhongyan
墓	Grabmal
沙繳府	Sa Kaeo (Provinz)
緊集	Kompakter Raum
依善	Isan
龐統	Pang Tong
冒頓單于	Mao-tun
高順	Gao Shun
海上花	Hai shang hua
成都雙流國際機場	Flughafen Chengdu-Shuangliu
發翔羽	Handschwinge
赤腹蠑螈	Japanischer Feuerbauchmolch
南陽市	Nanyang
南投	Nantou (Begriffsklärung)
秋葉原	Akihabara
徐光啟	Xu Guangqi
虹吸	Heber (Gerät)
南充市	Nanchong
北條時宗	Hōjō Tokimune
藤原道長	Fujiwara no Michinaga
阮聖祖	Minh Mạng
戚繼光	Qi Jiguang
董仲舒	Dong Zhongshu
阮出帝	Hàm Nghi
托勒密定理	Satz von Ptolemäus
丸龜市	Marugame
盧照鄰	Lu Zhaolin
中山慶子	Nakayama Yoshiko
鄧麗君	Teresa Teng
孫破虜吳夫人	Wu (Sun Jian)
吳末帝滕皇后	Teng (Kaiserin)
北條政子	Hōjō Masako
吳昭獻皇后	Kaiserinmutter He
吳大帝潘夫人	Pan (China)
漢光烈皇后	Yin Lihua
李清照	Li Qingzhao
明成皇后	Myeongseong
殷墟	Yinxu
阮福昭	Thành Thái
夏帝履癸	Jie (Xia-Dynastie)
詩經	Buch der Lieder (China)
阮福晃	Duy Tân
秋瑾	Qiu Jin
阮簡宗	Kiến Phúc
阮福昇	Hiệp Hòa
自斷	Autotomie
足利義量	Ashikaga Yoshikazu
戈公省	Koh Kong (Provinz)
效用	Nutzenfunktion
阮翼宗	Tự Đức
大月氏	Yuezhi
吳三桂	Wu Sangui
甘寧	Gan Ning
元稹	Yuan Zhen
嵇康	Xi Kang
陳納德	Claire Lee Chennault
于禁	Yu Jin
典韋	Dian Wei
龐德	Pang De
馬超	Ma Chao
周公旦	Herzog von Zhou
太史慈	Taishi Ci
阮弘宗	Khải Định
徐晃	Xu Huang
吳景帝	Sun Xiu
淩統	Ling Tong
漢後主	Liu Shan
陳壽	Chen Shou
山口二矢	Otoya Yamaguchi
興宣獻懿大院君	Daewon-gun
吳末帝	Sun Hao
吳會稽王亮	Sun Liang
商帝辛	Di Xin
呂蒙	Lü Meng
潘清簡	Phan Thanh Gian
齊桓公	Huan von Qi
劉表	Liu Biao
商湯	Cheng Tang
噌汁	Miso-Suppe
樂進	Yue Jin
北港鎮	Beigang (Yunlin)
康托爾定理	Satz von Cantor
長島區	Amphoe Ko Yao
新山一國際機場	Flughafen Tan-Son-Nhat
安重根	An Chung-gun
朝鮮半島	Koreanische Halbinsel
和服	Kimono
遜尼派	Sunniten
白翎島	Baengnyeong-Insel
哥德巴赫猜想	Goldbachsche Vermutung
韓國銀行	Bank von Korea
三國遺事	Samguk Yusa
坤輿萬國全圖	Kunyu Wanguo Quantu
三國史記	Samguk Sagi
朝鮮漢字	Hanja
李埈鎔	Youngsun-gun
趙光祖	Jo Gwang-jo
李滉	Yi Hwang
國會議員	Abgeordneter
摩爾體積	Molares Volumen
傲遊瀏覽器	Maxthon Browser
矢圖	Köcher (Mathematik)
竹島 (鬱陵郡)	Jukdo (Insel)
復旦大學	Fudan-Universität
箕子	Gija
獎忠體育館	Jangchung-Sporthalle
西海岸高速道路	Expressway 15 (Südkorea)
萌	Moe (Slang)
韓國放送公社	Korean Broadcasting System
涼宮春日系列	Suzumiya Haruhi no Yūutsu
直轄市	Munizipalität
莎阿南	Shah Alam
玉山	Yu Shan
大嶼山	Lantau Island
楚	Chu (Staat)
梅爾維爾島	Melville Island (Australien)
新	Xin-Dynastie
北太平洋露脊鯨	Pazifischer Nordkaper
海北藏族自治州	Haibei
蒼龍	Blauer Drache
鶯歌區	Yingge
中庸	Mitte und Maß
西單民主牆	Mauer der Demokratie
中國禮儀之爭	Ritenstreit
鳳凰	Fenghuang
宋教仁	Song Jiaoren
阮恭宗	Dục Đức
中正紀念堂	Nationale Chiang-Kai-shek-Gedächtnishalle
阮憲祖	Thiệu Trị
吳清源	Go Seigen
塔如濤群島	Nationalpark Tarutao
真言宗	Shingon-shū
初音未來	Miku Hatsune
餛飩	Wan Tan
星期四島	Thursday Island
教會羅馬字	Pe̍h-ōe-jī
滿寵	Man Chong
超濾法	Ultrafiltration
賈詡	Jia Xu
曹真	Cao Zhen
馬騰	Ma Teng
黃蓋	Huang Gai
許慎	Xu Shen
孔融	Kong Rong
許褚	Xu Chu
司馬相如	Sima Xiangru
魯肅	Lu Su
吉田松陰	Yoshida Shōin
錢鍾書	Qian Zhongshu
嚴復	Yan Fu
沈約	Shen Yue
帕覺柯	José Emilio Pacheco
蘇通長江大橋	Sutong-Brücke
包頭市	Baotou
板橋區	Banqiao
大化革新	Taika-Reform
平溪區	Pingxi
瑞芳區	Ruifang
三重區	Sanchong
三峽區	Sanxia (Neu-Taipeh)
樹林區	Shulin
永和區	Yonghe (Neu-Taipeh)
呂正操	Lü Zhengcao
壬辰倭亂	Imjin-Krieg
魏鄧哀王	Cao Chong
軍曹	Sgt. Frog
出雲國	Provinz Izumo
太平御覽	Taiping yulan
梁羽生	Liang Yusheng
徐盛	Xu Sheng
花崗岩島	Granite Island
新界	New Territories
武漢天河國際機場	Flughafen Wuhan
三字經	Drei-Zeichen-Klassiker
香港浸會大學	Hong Kong Baptist University
午餐肉	Frühstücksfleisch
草書	Grasschrift
呂底亞	Lydien
自焚	Selbstverbrennung
廬山	Lu Shan
老撾之歌	Pheng Xat Lao
夏禹	Yu der Große
藤原氏	Fujiwara (Familie)
漢 (釋義)	Han
衡山	Heng Shan (Hunan)
杭思朗	Armstrong
馬步芳	Ma Bufang
香港語言學學會粵語拼音方案	Jyutping
刀	Dao (Säbel)
水龍頭	Wasserhahn
子拓撲	Teilraumtopologie
廣州地鐵	Guangzhou Metro
車裂	Vierteilung
嘉定區	Jiading
金山區	Jinshan
性染色體	Gonosom
斗六市	Douliu
存活期	Time to Live
稠密	Dichte Teilmenge
崑曲	Kunqu
流亡政府	Exilregierung
古魯特島	Groote Eylandt
中文數字	Chinesische Zahlschrift
天主教輔仁大學	Katholische Fu-Jen-Universität
武器貿易條約	Vertrag über den Waffenhandel
Habanera	Habanera (Arie)
內田蝲蛄	Signalkrebs
龜船	Schildkrötenschiff
永樂大典	Yongle Dadian
諡	Postumer Titel
大東諸島	Daitō-Inseln
曹休	Cao Xiu
中央廣播電臺	Radio Taiwan International
東沙	Dongsha-Inseln
杜月笙	Du Yuesheng
曹爽	Cao Shuang
曹彰	Cao Zhang
杭州灣	Hangzhou-Bucht
