Африк	Afrika
Карим Беллараби	Karim Bellarabi
Гильермо Перес	Guillermo Pérez
Дэлхийн Уйгуруудын Хуралдай	Weltkongress der Uiguren
Монголчууд Солонгосыг эзэлсэн нь	Mongoleninvasionen in Korea
Ник Янг	Nick Young
Эмиль Иёнссон	Emil Jönsson
Алексис Родригес	Alexis Rodríguez Valera
Арсен Фазаев	Arsen Suleimanowitsch Fadsajew
Ван Япин	Wang Yaping
Ван Ифү	Wang Yifu
Мохигийн тулалдаан	Schlacht bei Muhi
Ом Юнь-чол	Om Yun-chol
Аллан Макгрегор	Allan McGregor
Артёмовск	Artemiwsk
Дрю Даути	Drew Doughty
Шеппартон	Shepparton
Жереми Уотерспун	Jeremy Wotherspoon
Марко Русс	Marco Russ
Локийдийн хэрэг	Lockheed-Skandal
C гепатитын вирус	Hepatitis-C-Virus
Alors on danse	Alors on danse
Артурын Шинэ жил	Arthur Weihnachtsmann
Де-факто	De jure/de facto
Крис Мартин	Chris Martin
Санта Изабель арал	Santa Isabel (Insel)
Түмэн хот	Tumen (Yanbian)
Эртний Угжо аймаг	Okjeo
Федерико Фернандес	Federico Fernández (Fußballspieler)
Уилфрид Заха	Wilfried Zaha
Душан Тадич	Dušan Tadić
Берам Кайал	Biram Kayal
Уилсон Чендлер	Wilson Chandler
Натаниэл Клайн	Nathaniel Clyne
Торган Азар	Thorgan Hazard
Лука Россеттини	Luca Rossettini
Ираклий Цирекидзе	Irakli Zirekidse
Зөв олон өнцөгт	Regelmäßiges Polygon
Артур Дмитриев	Artur Walerjewitsch Dmitrijew
Альберт Демченко	Albert Michailowitsch Demtschenko
Энес Кантер	Enes Kanter
Донатас Мотеюнас	Donatas Motiejūnas
Сирым	Ssireum
Буйр нуур	Buir Nur
Халх гол	Chalcha (Fluss)
Кими ни Тодокэ	Nah bei dir – Kimi ni Todoke
Муурын нүд	Ein Supertrio
Чолла	Jeolla-do
Чен Лонцан	Chen Longcan
Жэмо арал	Jemo
Хиагтын гэрээ (1727 он)	Vertrag von Kjachta (1727)
Донис Эскобер	Donis Escober
Иман Шамперт	Iman Shumpert
Реми Кабелла	Rémy Cabella
Ди Жей Огастин	D. J. Augustin
Арын хошуу	Arun-Banner
Боян Богданович	Bojan Bogdanović
Сагид Муртазалиев	Sagid Magomedowitsch Murtasalijew
Дмитрий Малышко	Dmitri Wladimirowitsch Malyschko
Эйвери Брэдли	Avery Bradley
Арвайхээр	Arwaicheer
Рашаан хот	Arxan
Крис Андерсен	Chris Andersen
Вацлав Кадлец	Václav Kadlec
Дэвид Уэст	David West
Панайотис Тахцидис	Panagiotis Tachtsidis
Ондржей Моравец	Ondřej Moravec
Шинэ Гвинейн бүргэд	Papuaadler
Чой Чол-Сү	Choi Chol-su
ЕХБХ-ны Аваргуудын Чуулганы 2012 оны шигшээ тоглолт	UEFA-Champions-League-Finale 2012
Вьентьян аймаг	Provinz Vientiane
Мартелл Уэбстер	Martell Webster
Ибраима Траоре	Ibrahima Traoré
Дилан Армстронг	Dylan Armstrong
Кэри Прайс	Carey Price
Үндэсний их баяр наадам	Naadam
Асхат Житкеев	Aschat Schitkejew
Данкан Кит	Duncan Keith
Юрис Шицс	Juris Šics
Ярослав Соукуп	Jaroslav Soukup (Biathlet)
Жей Боумистер	Jay Bouwmeester
Жеральд Грин	Gerald Green (Basketballspieler)
Дильшод Мансуров	Dilshod Mansurov
Еню Вылчев	Enju Waltschew Dimow
Асим Триведи	Aseem Trivedi
Ли Гриффитс	Leigh Griffiths
Давид Кобеньо	David Cobeño
Катунь	Katun
Жоффрей Кондогбья	Geoffrey Kondogbia
Луис Фернандо Суарес	Luis Fernando Suárez
Роберт Хеффернан	Robert Heffernan
Rich Internet Application	Rich Internet Application
Давид Дуйе	David Douillet
Мөнгөлөг хэлтэг	Giebel (Fisch)
2010-11 оны Францын хөлбөмбөгийн лиг	Ligue 1 2010/11
Орос улсын хөлбөмбөгийн шигшээ баг	Russische Fußballnationalmannschaft
Хосин Солтани	Hocine Soltani
Зовлон	Dukkha
Майкл Уманья	Michael Umaña
Microkernel	Microkernel
Математикийн мянганы шагналт бодлогууд	Millennium-Probleme
Найман	Naimanen
Орос улс Олимпод	Liste der olympischen Medaillengewinner aus Russland
Филипп Канделоро	Philippe Candeloro
Gears of War 2	Gears of War 2
Буле	Bule
1990 оны Азийн наадам	Asienspiele 1990
Як-27	Jakowlew Jak-27
Минусын хотгор	Minussinsker Becken
Вольф Мэссинг	Wolf Messing
Александр Эссвайн	Alexander Esswein
Ховд (хот)	Chowd (Stadt)
Сүүн өнгөт өрөвтас	Milchstorch
Тэнгисийн цэргийн хүчин	Meeresselbstverteidigungsstreitkräfte
Дуг Макдермотт	Doug McDermott
Нийтлэл	Publikation
Гөлгөржүүлсэн эгэл хэсгийн гидродинамик	Smoothed Particle Hydrodynamics
Киётакэ Хироши	Hiroshi Kiyotake
Олон улсын сурагчдын байгалийн шинжлэх ухааны олимпиад	Internationale JuniorScienceOlympiade
2011 оны жүдогийн дэлхийн аварга шалгаруулах тэмцээн	Judo-Weltmeisterschaften 2011
Шинаногава	Shinano (Fluss)
Туркийн сагсан бөмбөгийн үндэсний шигшээ баг	Türkische Basketballnationalmannschaft
Инносент Эгбунике	Innocent Egbunike
Уолт Беллами	Walt Bellamy
Альфред Гилберт	Alfred Gilbert
Жанибег	Dschani Beg
Стив Бауэр	Steve Bauer
Кото-Оошү Кацүнори	Kotoōshū Katsunori
Мигель Кабрера	Miguel Cabrera (Baseballspieler)
Гавриил Попов	Gawriil Charitonowitsch Popow
Эдвин Барклэй	Edwin Barclay
Эдди Жонс	Eddie Jones (Basketballspieler)
Ён Люнггрен	John Ljunggren
Пүрэвдоржийн Сэрдамба	Pürewdordschiin Serdamba
Даваанямын Бямбадорж	Harumafuji Kōhei
Норман Рид	Norman Read (Leichtathlet)
Тагүчи Нобүтака	Nobutaka Taguchi
Торгейр Брандцег	Torgeir Brandtzæg
Эгил Даниэлсен	Egil Danielsen
Огивара Кэнжи	Kenji Ogiwara
Сергей Тетюхин	Sergei Jurjewitsch Tetjuchin
Тодд Рожерс	Todd Rogers
Намик Абдуллаев	Namig Abdullajew
Занабазар	Dsanabadsar
Монтгомери Вилсон	Montgomery Wilson
Баир Бадёнов	Bair Dorschijewitsch Badjonow
Хашбаатарын Цагаанбаатар	Chaschbaataryn Tsagaanbaatar
Тим Форсайт	Tim Forsyth
Хорлоогийн Баянмөнх	Chorloogiin Bajanmönch
Валерий Васильев	Waleri Iwanowitsch Wassiljew
Шимизү Хироясү	Hiroyasu Shimizu
Хесус Мариа Лакрус	Jesús María Lacruz
Умберто Де Морпурго	Umberto De Morpurgo
Даллас Лонг	Dallas Long
Дон Брагг	Don Bragg
Марк Ледук	Mark Leduc
Бисмак Бийомбо	Bismack Biyombo
Хадны боршуу	Steinsperling
Гэри Нил	Gary Neal
Рой Хибберт	Roy Hibbert
Увс нуурын ай сав	Uws-Nuur-Becken
Занхгар зангалай	Rosenbauch-Schneegimpel
2008 оны уран гулгалтын дэлхийн аварга шалгаруулах тэмцээн	Eiskunstlauf-Weltmeisterschaft 2008
Хималайн зангалай	Waldschneegimpel
Кашгар тойрог	Kaxgar
Калат ал-Бахрейн	Qalʿat al-Bahrain
Хазор	Hazor
НҮБ-ын Хүүхдийн Сан	UNICEF
Карагандын Шахтёр	Schachtjor Qaraghandy
Ухаа шумбуур	Baerente
Бөөр шилжүүлэн суулгах	Nierentransplantation
Өөрийгөө жолооддог машин	Selbstfahrendes Kraftfahrzeug
Мавретан хөлөг онгоц	RMS Mauretania
2009 оны бөхийн төрлүүдийн дэлхийн аварга шалгаруулах тэмцээн	Ringer-Weltmeisterschaften 2009
Мулан	Hua Mulan
Эрдэнэбаатар хунтайж	Khungtaidschi Batur
Аюуш	Ayuki
Форвард гэрээ	Forward (Wirtschaft)
Цэнэгийн нягт	Ladungsdichte
Network attached storage	Network Attached Storage
Крис Коммонс	Kris Commons
Бухарын эмирт улс	Emirat Buchara
Миний зүүн хөл (кино)	Mein linker Fuß
Дуслын усалгаа	Tröpfchenbewässerung
Чонон бороо	Wolf’s Rain
Бүжимч чогчиго	Isabell-Steinschmätzer
Мормоны шашин	Mormonentum
Анкетын асуулга	Fragebogen
Хүзүүвчит ягаандай	Rosenmöwe
Африк хар бүргэд	Kaffernadler
Halo Wars	Halo Wars
Хангайн нуруу	Changai-Gebirge
1980-81 оны УЕФА-гийн цом	UEFA-Pokal 1980/81
Hibernate (Java)	Hibernate (Framework)
Вилландра нуурын бүс	Willandra-Seenregion
Луангпхабанг аймаг	Provinz Luang Prabang
Батдамбан	Battambang
Хэнтийн нуруу	Chentii-Gebirge
Энэтхэг-Хятадын нэгдүгээр дайн	Indochinakrieg
Марокко улс Олимпод	Olympische Geschichte Marokkos
Малайз улс Олимпод	Olympische Geschichte Malaysias
Тажикийн хот суурин	Liste der Städte in Tadschikistan
Дуншян ястан	Dongxiang
Олимпийн тэшүүрийн тэмцээн	Eisschnelllauf bei den Olympischen Spielen
Тольт дунхай	Isabellwürger
Зүрчид	Jurchen
Алдарт Дөрвөн Зохиол	Vier klassische Romane
Узбек улсын арван том хот	Liste der Städte in Usbekistan
2000 оны олимпийн барилдаан	Olympische Sommerspiele 2000/Ringen
2004 оны олимпийн бөх	Olympische Sommerspiele 2004/Ringen
Хадны тагтаа	Klippentaube
Ауаса	Awassa
Шугаман биш оптик	Nichtlineare Optik
Як-28	Jakowlew Jak-28
Хятадын хөлбөмбөгийн эмэгтэйчүүдийн үндэсний шигшээ баг	Chinesische Fußballnationalmannschaft der Frauen
Мавритий улс Олимпод	Olympische Geschichte von Mauritius
ИЛ-4	Iljuschin Il-4
Нигери улс Олимпод	Olympische Geschichte Nigerias
Македон улс Олимпод	Olympische Geschichte Georgiens
Олимпийн олс таталтын тэмцээн	Tauziehen bei den Olympischen Spielen
1996-97 оны УЕФА-гийн цом	UEFA-Pokal 1996/97
1992 оны олимпийн бөх	Olympische Sommerspiele 1992/Ringen
1984-85 оны УЕФА-гийн цом	UEFA-Pokal 1984/85
Цагаан зээр	Mongolische Gazelle
Канарын арлын нарс	Kanarische Kiefer
Роботууд	Robots
Монгол Улсын Ерөнхийлөгч	Liste der Staatspräsidenten der Mongolei
Крым	Autonome Republik Krim
Антигуа ба Барбуда улс Олимпод	Olympische Geschichte Antiguas und Barbudas
Панам улс Олимпод	Olympische Geschichte Panamas
Канад улс Олимпод	Liste der olympischen Medaillengewinner aus Kanada
Узбекистан улс Олимпод	Olympische Geschichte Usbekistans
Испани улс Олимпод	Olympische Geschichte Spaniens
Румын улс Олимпод	Liste der olympischen Medaillengewinner aus Rumänien
Семиплатинскийн цөмийн туршилтын талбай	Atomwaffentestgelände Semipalatinsk
Аудун Бойсен	Audun Boysen
Санаин хийд	Sanahin
Уулын арвас хошуут	Leistenschnabeltukan
Хакан Чалханоглу	Hakan Çalhanoğlu
Леонид Брежнев	Leonid Iljitsch Breschnew
Агаарын тээвэр	Luftfahrt
Лерой Сэмс	LeRoy Samse
Өзгөн	Ösgön
Евгений Гараничев	Jewgeni Alexandrowitsch Garanitschew
Итгэлийн Дашдорж	Daschi-Dorscho Itigelow
Ясин Брахими	Yacine Brahimi
Гаяа хиймэл дагуул	Gaia (Raumsonde)
Монголын түүх	Geschichte der Mongolei
Томас Робинсон (сагсан бөмбөгчин)	Thomas Robinson (Basketballspieler)
Өмнө Ази	Südasien
Габриэла Соукалова	Gabriela Soukalová
2006 оны сагсан бөмбөгийн эмэгтэйчүүдийн дэлхийн аварга шалгаруулах тэмцээн	Basketball-Weltmeisterschaft der Damen 2006
Нэнси Ажрам	Nancy Ajram
Америкийн хөвөн сүүлт	Florida-Waldkaninchen
Алтан титэмт сарьсан багваахай	Goldkronen-Flughund
Алтай тойрог	Altay (Regierungsbezirk)
Клейпеда	Klaipėda
Подунай аймаг	Okrug Podunavlje
Гүйцээлтийн файл	Ausführbare Datei
Марзан Шарав	Mardsan Scharaw
Розавөлгий Иштван	István Rózsavölgyi
Орхигдсон ертөнц	Die fast vergessene Welt
Шереф Эроглу	Şeref Eroğlu
Остин Риверс	Austin Rivers
Дархан Муумянган холбоот хошуу	Vereinigtes Darhan-Muminggan-Banner
Барилгын типологи	Bautypologie
Сансрын нисэгчийн эхнэр	The Astronaut’s Wife – Das Böse hat ein neues Gesicht
Оливье Дешахт	Olivier Deschacht
Халимаг улсын их сургууль	Kalmückische Staatliche Universität
Свинбүрнь Технологийн Их Сургууль	Swinburne University of Technology
Хонкон хотын их сургууль	City University of Hong Kong
Байонетта	Bayonetta
Авдат	Awdat-Nationalpark
Аянлех Сулейман	Ayanleh Souleiman
Алессио Романьоли	Alessio Romagnoli
Сьерра-Леоны иргэний дайн	Bürgerkrieg in Sierra Leone
БА-10	BA-10
1946-1947 оны БАА-гийн улирал	BAA 1946/47
1947-1948 оны НБА-гийн улирал	BAA 1947/48
Насер Шадли	Nacer Chadli
Лерой Фер	Leroy Fer
Алаг дунхай	Schachwürger
Цээжмэгт галсүүлт	Riesenrotschwanz
Улбар галсүүлт	Sprosserrotschwanz
BMW i3	BMW i3
Санах ойн сегментчлэл	Segmentierung (Speicherverwaltung)
Рэй (кино)	Ray (Film)
Крускалын алгоритм	Algorithmus von Kruskal
Алаг үрс (кино)	Babys (Film)
Инжаннаш	Injannasi
Багдарин суурин	Bagdarin
Багератын лалын сүм хот	Bagerhat
Баянгол	Bajangol (Distrikt)
Баяраагийн Наранбаатар	Bajaraagiin Naranbaatar
Баянхонгор (хот)	Bajanchongor
Бухан дунхай	Büffelkopfwürger
Благоевград аймаг	Oblast Blagoewgrad
Бэллимена	Ballymena
Балагч	Balyktschy
Бархөл шянь	Barkol
Цангинаа дуучшувуу	Bartlaubsänger
Баруун-Урт	Baruun-Urt
2014 оны сагсан бөмбөгийн ДАШТ	Basketball-Weltmeisterschaft 2014
Батолит	Batholith
Баукау	Baucau
Байгаа барилгын арга хэмжээ	Bauen im Bestand
Барилгын салбарын судалгаа	Bauforschung
