ఆఫ్రికా	Afrika
ఫిబ్రవరి 2006	Februar 2006
అవిశ్వాస తీర్మానం	Misstrauensvotum
అభయపత్రం	Gewährleistung
వ్యాసుడు	Vyasa
రక్త పింజరి	Kettenviper
డ్రాగన్ హార్ట్	Dragonheart
భారతీయ వాయుసేన	Indische Luftstreitkräfte
అసౌష్ఠవత	Schiefe (Statistik)
ఫెర్మాట్ సూత్రం	Fermatsches Prinzip
ధనుష్	Dhanush
లార్డ్స్ క్రికెట్ స్టేడియం	Lord’s Cricket Ground
టాటా గ్రూప్	Tata-Gruppe
వయసుపైబడుట	Altern
శంకర దయాళ్ శర్మ	Shankar Dayal Sharma
తలంబ్రాలు చెట్టు	Wandelröschen
రంజిత్ సింగ్	Ranjit Singh
ఫిరాయింపు	Überläufer (Nachrichtendienst)
సరస్సు కొంగ	Saruskranich
వారియర్ (మల్లయోధుడు)	Warrior (Wrestler)
ఫరీద్ జకారియ	Fareed Zakaria
చార్‌ల్స్ విల్సన్ (రాజకీయవేత్త)	Charlie Wilson (Politiker, 1933)
అమ్రీష్ పురి	Amrish Puri
రాజా రవివర్మ	Raja Ravi Varma
విల్ డ్యురాంట్	William James Durant
బెస్సేమర్ పద్ధతి	Bessemerbirne
SAT	SAT (Test)
మెర్రిల్ లించ్	Merrill Lynch
ప్రపంచ జన్మస్థానం (చిత్రపటం)	Der Ursprung der Welt
జిహ్వ గ్రసని నాడి	Nervus glossopharyngeus
ఫాసియోలా హిపాటికా	Großer Leberegel
భరతనాట్యం	Bharatanatyam
రవాణా విధానం	Verkehrsmittel
మోర్గాన్ స్టాన్లీ	Morgan Stanley
ఆర్.కే. నారాయణ్	R. K. Narayan
చంద్రశేఖర్ సింగ్	Chandra Shekhar
దేవమాత	Muttergöttin
అక్టోబర్ 2005	Oktober 2005
స్టొరీబోర్డ్	Storyboard
అబుల్ ఫజల్ ఇబ్న్ ముబారక్	Abu 'l-Fazl
పెప్సికో	PepsiCo
ఖాజీ నజ్రుల్ ఇస్లాం	Kazi Nazrul Islam
షమ్మీ కపూర్	Shammi Kapoor
జ్ఞాని జైల్ సింగ్	Giani Zail Singh
అబూబక్ర్	Abū Bakr
మసనోబు ఫుకుఒక	Masanobu Fukuoka
జయదేవ	Jayadeva
భర్తృహరి	Bhartrihari
రాహుల్ బోస్	Rahul Bose
రామ్మోహన్ రాయ్	Ram Mohan Roy
సౌర స్థిరాంకం	Solarkonstante
జ్యోతిబసు	Jyoti Basu
గురు రాందాస్	Ram Das
మధ్వాచార్యుడు	Madhva
నీలం సంజీవరెడ్డి	Neelam Sanjiva Reddy
గడ్డివాము	Heu
గిర్ అభయారణ్యం	Gir-Nationalpark
తటస్థీకరణం	Neutralisation (Chemie)
నిజాయితీ	Ehrlichkeit
రాజపుత్రులు	Rajputen
HIV పరీక్ష	HIV-Test
టాంగో (నృత్యం)	Tango (Standardtanz)
రోసిడ్స్	Rosiden
గాడ్జెట్	Gadget
క్రిస్	Chris
హిప్పీ	Hippie
అజిత్ కుమార్	Ajith Kumar
మైలాదుత్తురై	Mayiladuthurai
ప్రైవేట్	Private
అక్క్యూట్ రెస్పిరేటరీ డిస్ట్రెస్ సిండ్రోం	Acute Respiratory Distress Syndrome
ఆడమ్ గిల్‌క్రిస్ట్	Adam Gilchrist
షట్టరు వేగం	Verschlusszeit
జాతీయ ఆదాయం	Volkswirtschaftliche Gesamtrechnung
ద్రవీకృత పెట్రోలియం వాయువు	Flüssiggas
ఓపెన్	Open
తృప్తి	Zufriedenheit
చరిత్రలో ఘోర విమాన ప్రమాదాలు	Liste der schwersten Unfälle der Luftfahrt
లీ డి ఫారెస్ట్	Lee De Forest
చిణువు	Pixel
మెహమూద్	Mehmood
నారు	Pikieren
ఎడినోకార్సినోమా	Adenokarzinom
ఆదిబుద్ధుడు	Adibuddha
ద్వాదశాదిత్యులు	Adityas
ఆదివాసి	Adivasi
గడ్డపార	Strahlstock
నికొనార్‌ పారా	Nicanor Parra
మౌంట్	Mount
ఆప్టికల్ మౌస్	Optische Maus
డేవిడ్ ఎడ్వర్డ్ హ్యుస్	David Edward Hughes
అడూర్ గోపాలక్రిష్ణన్	Adoor Gopalakrishnan
ఇంటి శతపాదులు	Spinnenläufer
డేటా మోడలింగ్	Datenmodellierung
ఆంగ్లో ఇండియన్	Anglo-Inder
మీనన్	Menon (Begriffsklärung)
ఆరు ఎ లు	Fragetechnik
మినుములు	Urdbohne
బెండ్ ఇట్ లైక్ బెక్హాం	Kick it like Beckham
క్షవరం	Rasur
ఇబ్న్ కసీర్	Ibn Kathīr
ఘసన్ కనాఫానీ	Ghassan Kanafani
చేతన్ ఆనంద్	Chetan Anand Buradagunta
సైరస్ సాహుకార్	Cyrus Sahukar
విక్టర్ కేసినోలు	Wiktor Michailowitsch Kosin
నవంబర్ 2005	November 2005
గురు అంగద్ దేవ్	Angad Dev
ప్యాసింజర్ నేమ్ రికార్డు	Passenger Name Record
ముహమ్మద్ హమీద్ అన్సారి	Mohammad Hamid Ansari
సంజ్ఞ	Gestik
గబూన్ పాము	Gabunviper
ఒరిపిడి పదార్థాలు	Schleifmittel
రాయ్‌పుర్	Raipur
బహుమనీ సామ్రాజ్యము	Bahmani-Sultanat
మిత్సుబిషి పజెరో	Mitsubishi Pajero
యోగ్యతా పత్ర ప్రదానం	Zertifizierung
చిట్టగాంగ్	Chittagong
కొత్తగా పారిశ్రామికీకరణ చెందుతున్న దేశం	Schwellenland
పి. చిదంబరం	P. Chidambaram
సీనాయి పర్వతం	Sinai (Berg)
దిలీప్ కుమార్	Dilip Kumar
భగత్ సింగ్	Bhagat Singh
హెచ్.డి.దేవెగౌడ	H. D. Deve Gowda
బంకించంద్ర ఛటర్జీ	Bankim Chandra Chattopadhyay
మేఘనాధ్ సాహా	Meghnad Saha
ఆవశ్యక కొవ్వు ఆమ్లం	Vitamin F
సుశీల్ కుమార్ సోలంకి	Sushil Kumar
చక్రవర్తి రాజగోపాలాచారి	C. Rajagopalachari
తథాగత్ అవతార్ తులసి	Tathagat Avatar Tulsi
వట్టివేరు	Vetiver
సనత్ జయసూర్య	Sanath Jayasuriya
శశి కపూర్	Shashi Kapoor
వాయు నియమాలు	Gasgesetze
2008 ఇండియన్ ప్రీమియర్ లీగ్	Indian Premier League 2008
ఏకస్వామ్యపు పోటీ	Monopolistische Konkurrenz
మిధున్ చక్రవర్తి	Mithun Chakraborty
రాజధాని ఎక్స్‌ప్రెస్	Rajdhani Express
ఉస్తాద్ బిస్మిల్లాఖాన్	Bismillah Khan
ముత్తయ్య మురళీధరన్	Muttiah Muralitharan
శతాబ్ది ఎక్స్‌ప్రెస్	Shatabdi Express
చిక్కుడు	Bohne
అద్వైత	Adwaita
ఎంటిరోబాక్టీరియేసి	Enterobakterien
బీజకోశం	Samenanlage
వృత్తి చికిత్స	Ergotherapie
భారతదేశంలోని ప్రాచ్య పరిశోధనా సంస్థలు	Adyar Library
మోతీలాల్ నెహ్రూ	Motilal Nehru
బెంటొనైట్	Bentonit
అజీమ్ ప్రేమ్‌జీ	Azim Premji
వాత్స్యాయన మహర్షి	Vatsyayana Mallanaga
పశుపతినాథ్	Pashupatinath
హారూన్ ప్రవక్త	Hārūn
కార్పొరేట్ పాలన	Corporate Governance
సేంద్రీయ ఆహారం	Bio-Lebensmittel
షణ్ముఖుడు	Skanda
ఫాస్ట్ అండ్ ఫ్యూరియస్	Fast & Furious – Neues Modell. Originalteile.
సంపూర్ణ నాణ్యతా నిర్వహణ	Total-Quality-Management
ప్రతిజ్ఞ	Eid
ధ్యాన్ చంద్	Dhyan Chand
జల్లెడ	Sieb
అనుభవజ్ఞుడు	Experte
ఇస్రా మరియు మేరాజ్	Himmelfahrt Mohammeds
సెమోలినా	Grieß
ఇబ్న్ మాజా	Ibn Madscha
క్రిస్ గార్డనర్	Chris Gardner
వికాస్ స్వరూప్	Vikas Swarup
కమల్ హాసన్	Kamal Haasan
గాలి ద్వారా వ్యాపించు వ్యాధులు	Aerogene Übertragung
ముహమ్మద్ బిన్ తుగ్లక్	Muhammad bin Tughluq
సమాధి	Grabmal
ఆవాలు	Schwarzer Senf
మంగళ్ పాండే	Mangal Pandey
శుశృతుడు	Sushruta
దేశాల జాబితా – ఎగుమతుల క్రమంలో	Welthandel/Tabellen und Grafiken
సముద్రపాల	Hawaiianische Holzrose
విద్యుత్తు ఉత్పత్తి	Stromerzeugung
ఇజ్రాయిల్ సంస్కృతి	Israelische Kultur
నిర్మాణము	Bauausführung
కురుక్షేత్ర సంగ్రామం	Schlacht zu Kurukshetra
నేతాజీ సుభాష్ చంద్రబోస్ అంతర్జాతీయ విమానాశ్రయం	Flughafen Kolkata
స్వాత్ లోయ	Swat (Distrikt)
గీత గోవిందం	Gitagovinda
గుండె రక్తనాళాల వ్యాధి	Herz-Kreislauf-Erkrankung
పాటలీపుత్ర	Pataliputra
అగస్త్య మహర్షి	Agastya
కుమార్ మంగళం బిర్లా	Kumar Mangalam Birla
బుల్లెట్‌ప్రూఫ్ జాకెట్	Beschusshemmende Weste
దుప్పటి	Bettwäsche
ఆగా ఖాన్	Aga Khan (Titel)
జైడ్రునాస్ సావికాస్	Žydrūnas Savickas
అగ్ని (దేవుడు)	Agni
అగ్ని (అయోమయ నివృత్తి)	Agni (Begriffsklärung)
ఇండియన్ ప్రీమియర్ లీగ్	Indian Premier League
తొట్టి	TUB
అహ్మద్ జాన్ తిరఖ్వా	Ahmed Jan Thirakwa
అహ్మదాబాద్	Ahmedabad (Distrikt)
అహ్మద్‌నగర్ జిల్లా	Ahmednagar (Distrikt)
స్లమ్‌డాగ్ మిల్లియనీర్	Millionaire (Begriffsklärung)
ఆపరేషన్ బ్లూస్టార్	Ahornsirupkrankheit
దుంపరాష్ట్రము	Thai-Ingwer
ఆర్యభట్ట II	Aryabhata II.
కార్గిల్ యుద్ధము	Kargil-Krieg
శరత్ చంద్ర చటోపాధ్యాయ్	Sharat Chandra Chattopadhyay
ముంబయి విశ్వవిద్యాలయం	University of Mumbai
థియోఫిలిన్	Theophyllin
ఏయిర్ ఇండియా ఎక్స్ ప్రెస్	Air India Express
లినొలిక్ ఆమ్లం	Linolsäure
ఖైటోసాన్	Chitosan
బస్తా	Sack (Begriffsklärung)
మిథైల్ ఆరెంజ్	Methylorange
డైఇథైల్‌కార్బమజిన్	Diethylcarbamazin
బెంజిడిన్	Benzidin
ఫెనైటోయిన్	Phenytoin
ఏంఫోటెరిసిన్ బి	Amphotericin B
పామిటొలిక్ ఆమ్లం	Palmitoleinsäure
అజ్మీర్ జిల్లా	Ajmer (Distrikt)
వాము	Ajowan
ఇరూసిక్ ఆమ్లం	Erucasäure
క్లోట్రిమజోల్	Clotrimazol
పొటాషియం సిట్రేట్	Kaliumcitrat
మోనజైట్	Monazit
డిగాక్సిన్	Digoxin
డాప్సోన్	Dapson
క్లోరోక్విన్	Chloroquin
జెంటామైసిన్	Gentamicin
లొపినవిర్	Lopinavir
బెహెనిక్ ఆమ్లం	Behensäure
కాప్రోయిక్ ఆమ్లం	Capronsäure
ఎంట్రిసిటబిన్	Emtricitabin
డిడనొసిన్	Didanosin
కాప్రిక్ ఆమ్లం	Caprinsäure
రిటనోవిర్	Ritonavir
లారిక్ ఆమ్లం	Laurinsäure
లామివుడిన్	Lamivudin
లిగ్నోసెరిక్ ఆమ్లం	Lignocerinsäure
క్రోమిక్ ఆమ్లం	Chromsäure
ఎఫావిరెంజ్	Efavirenz
జీవాణుపుంజం (బయోపాలిమర్)	Biopolymer
రిఫాంపిసిన్	Rifampicin
సాక్వినవిర్	Saquinavir
మిరిస్టిక్ ఆమ్లం	Myristinsäure
నీలిమందు	Indigo
ప్రొపియోనిక్ ఆమ్లం	Propionsäure
నియోమైసిన్	Neomycin
బిబిసి వరల్డ్ సర్వీస్	BBC World Service
నెల్పినవిర్	Nelfinavir
అటాజనవిర్	Atazanavir
ఉప్పులూరి గోపాలకృష్ణ మూర్తి	U. G. Krishnamurti
స్టావుడిన్	Stavudin
రిసినోలిక్ ఆమ్లం	Ricinolsäure
అల్ అక్సా మస్జిద్	Al-Aqsa-Moschee
ఇండినవిర్	Indinavir
ఛానల్	Channel
ఆంథోని బౌర్డెన్	Anthony Bourdain
సైఫన్	Heber (Gerät)
పెపె జీన్స్	Pepe Jeans London
కంప్యూటర్ ఇంజనీరింగ్	Technische Informatik
కాకర	Bittermelone
మస్జిదుల్ హరామ్	Al-Haram-Moschee (Mekka)
బళ్లారి	Bellary
సాంగ్లీ	Sangli
నూనె యొక్క సపొనిఫికెసను విలువ	Verseifungszahl
లక్క	Schellack
కృష్ణాష్టమి	Janmashtami
నల్లపాముల గద్ద	Schlangenweihe
అలనా ఇవాన్స్	Alana Evans
మూస	Template
నికొలో డా కాంటి	Niccolo di Conti
గుత్తా జ్వాల	Jwala Gutta
ఆళ్వారులు	Alvar (Hinduismus)
పి.వి. సింధు	P. V. Sindhu
ఆల్వార్ జిల్లా	Alwar (Distrikt)
చంద్రశేఖర్	Chandrasekhar
గూగుల్ అప్ ఇంజిన్	Google App Engine
అమర్నాథ్	Amarnath
రాయితీ నగదు ప్రవాహం	Discounted Cash-Flow
బుద్ధులు	Liste von Buddhas
మైసూర్ రాజభవనం	Amba Vilas
అంబాలా	Ambala
అంబర్ కోట	Amber (Indien)
వెస్ట్‌మిన్‌స్టర్ వంతెన	Westminster Bridge
హస్తినాపురం	Hastinapur
మధురం	Süßkraft
స్కేల	Scala (Programmiersprache)
డార్జిలింగ్ హిమాలయన్ రైల్వే	Darjeeling Himalayan Railway
దలేర్ మెహంది	Daler Mehndi
డిసెంబర్ 2005	Dezember 2005
సైనా నెహ్వాల్	Saina Nehwal
అనీ బిసెంట్	Annie Besant
ఈద్-ఉల్-ఫితర్	Fest des Fastenbrechens
షీలా దీక్షిత్	Sheila Dikshit
జయ బచ్చన్	Jaya Bachchan
నోర్టెల్	Nortel
ప్రపంచ ఆహార దినోత్సవం	Welternährungstag
దివ్యభారతి	Divya Bharti
డెస్పెరాడో (చిత్రం)	Desperado (Film)
నాన్సీ ఫ్రైడే	Nancy Friday
జయలలిత జయరాం	J. Jayalalithaa
రుక్మిణీదేవి అరండేల్	Rukmini Devi Arundale
ఫూలన్ దేవి	Phoolan Devi
గోదాదేవి	Andal
అపర్ణా పోపట్	Aparna Popat
మమతా బెనర్జీ	Mamata Banerjee
విజయలక్ష్మి పండిట్	Vijaya Lakshmi Pandit
లక్ష్మీ సెహగల్	Lakshmi Sahgal
అంజు బాబీ జార్జ్	Anju Bobby George
తూర్పు కనుమలు	Ostghats
దేవికారాణి	Devika Rani
పి.లీల	P. Leela
ఎం.ఎస్. సుబ్బలక్ష్మి	M. S. Subbulakshmi
మాతా అమృతానందమయి	Amritanandamayi
రజియా సుల్తానా	Raziah
అమెరికన్ ఇన్స్టిట్యూట్ ఆఫ్ ఏరోనాటిక్స్ అండ్ ఏస్ట్రోనాటిక్స్	American Institute of Aeronautics and Astronautics
జుంపా లహరి	Jhumpa Lahiri
అనుష్క శర్మ	Anushka Sharma
రేఖ	Rekha
వహీదా రెహమాన్	Waheeda Rehman
షబానా అజ్మీ	Shabana Azmi
దియా మిర్జా	Diya Mirza
రీబాక్	Reebok
మీరాబాయి	Mirabai
మహాదేవి వర్మ	Mahadevi Varma
అమెరికన్ సైకో	American Psycho
హొయసల సామ్రాజ్యం	Hoysala
పల్లవ	Pallava
రామన్ ఎఫెక్ట్	Raman-Streuung
అమెరికన్ సొసైటీ ఆఫ్ మెకానికల్ ఇంజనీర్స్	American Society of Mechanical Engineers
మీరా కుమార్	Meira Kumar
అరుణా అసఫ్ అలీ	Aruna Asaf Ali
కిరణ్ మజుందార్-షా	Kiran Mazumdar-Shaw
కవితా కృష్ణమూర్తి	Kavita Krishnamurti
మేధా పాట్కర్	Medha Patkar
కరణం మల్లేశ్వరి	Karnam Malleswari
నఫీసా జోసెఫ్	Nafisa Joseph
ప్రతిభ	Hochbegabung
మనోరమ (నటి)	Manorama (tamilische Schauspielerin)
కేంద్రపాలిత ప్రాంతము	Unionsterritorium
సుహాసిని	Suhasini
వైజయంతిమాల	Vyjayantimala
మీర్ ఉస్మాన్ అలీ ఖాన్	Asaf Jah VII.
లాల్ కృష్ణ అద్వానీ	Lal Krishna Advani
జె.ఆర్.డి.టాటా	Jehangir Ratanji Dadabhoy Tata
గుల్జార్	Gulzar
తుకారాం	Tukaram
ధీరుభాయ్ అంబానీ	Dhirajlal Hirachand Ambani
లింబారాం	Limba Ram
శ్రీ శ్రీ రవి శంకర్	Sri Sri Ravi Shankar
రక్తపుగడ్డ	Hämatom
శివ లింగము	Linga
స్నేహా ఉల్లాల్	Sneha Ullal
గుడ్లగూబ కోతి	Nachtaffen
తాన్‌సేన్	Tansen (Musiker)
భైరాన్‌సింగ్ షెకావత్	Bhairon Singh Shekhawat
మురళీధర్ దేవదాస్ ఆమ్టే	Murlidhar Devidas Amte
ఆసిన్	Asin Thottumkal
గీతా దత్	Geeta Dutt
అంతర్జాతీయ స్త్రీ హింసా వ్యతిరేక దినము	Internationaler Tag zur Beseitigung von Gewalt gegen Frauen
బెణుకు	Verstauchung
రాహుల్ ద్రవిడ్	Rahul Dravid
మహేంద్రసింగ్ ధోని	Mahendra Singh Dhoni
ఎం.కరుణానిధి	M. Karunanidhi
విజయేందర్ సింగ్	Vijender Kumar
మొదటి భాస్కరుడు	Bhaskara I.
సల్మాన్ అమిన్ ఖాన్	Salman Khan (Pädagoge)
కిషోర్ కుమార్	Kishore Kumar
అసాధారణ పరిస్థితి నిర్వహణ	Ausnahmebehandlung
మొగిలి	Schraubenbäume
రికీ పాంటింగ్	Ricky Ponting
సీతాఫలం	Netzannone
భద్ర నది	Bhadra
ఉల్బం	Amnion
ప్రపంచ ఆర్థిక వ్యవస్థ	Weltwirtschaft
ది క్రానికల్స్ ఆఫ్ నార్నియా: ది వాయేజ్ ఆఫ్ ది డాన్ ట్రీడెర్	Die Chroniken von Narnia: Die Reise auf der Morgenröte
దాహము	Durst
సంతులిత ఆహారం (పోషకాహారం)	Diät
పద్మాసనము	Lotossitz
నౌకానిర్మాణం	Schiffbau
స్టాక్ మార్కెట్	Aktienmarkt
కార్తీకమాసము	Kartik
ప్రపంచ ఆరోగ్య దినం	Weltgesundheitstag
కూర్మావతారము	Kurma
కల్క్యావతారము	Kalki
పల్లకి	Sänfte
విశ్వకర్మ	Vishvakarman
భారత రాజ్యాంగం	Verfassung Indiens
శారీరక భాష	Körpersprache
చిత్రము	Abbild
ఏమీ ఆడమ్స్	Amy Adams
షరియా	Scharia
గజము (పొడవు)	Yard
పారాచూట్	Fallschirm
వెన్నెముక	Wirbelsäule
బ్రయాన్ ఆడమ్స్	Bryan Adams
విండోస్ 98	Microsoft Windows 98
వికీమానియా	Wikimania
కళా ప్రక్రియ	Genre
ది క్రానికల్స్ ఆఫ్ నార్నియా	Die Chroniken von Narnia
రియో ఫెర్డినాండ్	Rio Ferdinand
ఆసియా క్రీడలు	Asienspiele
కళాకారుడు	Künstler
వాల్-మార్ట్	Walmart
అలన్ షేరర్	Alan Shearer
క్లౌడ్ కంప్యూటింగ్	Cloud Computing
సున్నీ ఇస్లాం	Sunniten
సత్య సాయి బాబా	Sathya Sai Baba
షిండ్లర్స్ లిస్ట్	Schindlers Liste
పేపాల్	PayPal
ముహమ్మద్ ఇక్బాల్	Muhammad Iqbal
ఫిఖహ్	Fiqh
అలిస్ ఇన్ చెయిన్స్	Alice in Chains
గురువు	Guru
నాయకత్వం	Menschenführung
ఉపరితలం	Fläche (Mathematik)
కులం	Kaste
పెసలు	Mungbohne
బమియాన్ బుద్ధ విగ్రహాలు	Buddha-Statuen von Bamiyan
ఇ-కామర్స్	Elektronischer Handel
వాసన	Geruch
సినిమాస్కోప్	Cinemascope
ఔరంగజేబు	Aurangzeb
రెడ్ హ్యాట్	Red Hat
వికీమీడియా కామన్స్	Customer-Relationship-Management
ఆనంద్(గుజరాత్)	Anand (Distrikt)
క్షారం	Alkalien
చికెన్ పులావ్	Pilaw
అనంగరంగ	Ananga Ranga
పొడవైన నదుల జాబితా	Liste der längsten Flüsse der Erde
మస్జిదె నబవి	Prophetenmoschee
హుమాయూన్	Humayun
ఇస్లామోఫోబియా	Islamfeindlichkeit
కేంబ్రిడ్జ్ డ్యూక్ ప్రిన్స్ విలియమ్స్ మరియు కేథరీన్ మిడిల్టన్ ల వివాహం	Hochzeit von William Mountbatten-Windsor und Catherine Middleton
పార్లమెంటు సభ్యుడు	Abgeordneter
భారత జాతీయ చలనచిత్ర పురస్కారాలు - ఉత్తమ సమైక్యత సినిమా	Nargis Dutt Award
ప్రైస్‌వాటర్‌హౌస్‌కూపర్స్	PricewaterhouseCoopers International
నీలి చిత్రాల నటులు	Pornodarsteller
మ్యాక్‌బుక్ ఎయిర్	MacBook Air
ఎర్నెస్ట్	Ernst & Young
భారత జాతీయ చలనచిత్ర పురస్కారాలు - ఉత్తమ నటి	National Film Award/Beste Hauptdarstellerin
ఇజ్రాయీల్	Azrael
చిక్-ఫిల్ ఎ	Chick-fil-A
సమోసా	Samosa
డెలాయిట్	Deloitte
రజస్వల	Menarche
వైద్య కళాశాల	Medizinische Fakultät
వజ్ర సూత్రం	Diamant-Sutra
ఆదిలాబాద్	Adilabad
ప్రత్యేక ఆర్థిక మండలి	Sonderwirtschaftszone
శామ్‌సంగ్ గాలక్సీ ఏస్	Samsung Galaxy Ace
దాగలి	Amboss (Anatomie)
పుష్పక విమానము	Vimana
నోకియా 1100	Nokia 1100
అలసంద	Augenbohne
కర్ణాంతరాస్థి	Steigbügel (Anatomie)
సైక్లోస్టొమేటా	Rundmäuler
ద్విపాత్రాభినయం	Doppelrolle
పరిమార్జన్ నేగి	Parimarjan Negi
లోగానియేసి	Brechnussgewächse
కంపెనీ ఆఫ్ హీరోస్	Company of Heroes
తాటి ముంజలు	Palmyrapalme
కాలింపాంగ్	Kalimpong
మధ్య చెవి	Mittelohr
రిషికేశ్	Rishikesh
జానీ వాకర్	Johnnie Walker
చెన్నై అంతర్జాతీయ విమానాశ్రయం	Flughafen Chennai
మృదులాస్థి	Knorpel
అ	Fast offener Zentralvokal
కెంపెగౌడ అంతర్జాతీయ విమానాశ్రయం	Bengaluru International Airport
స్పిగ్మోమానోమీటరు	Blutdruckmessgerät
ఛత్రపతి శివాజీ అంతర్జాతీయ విమానాశ్రయం	Flughafen Mumbai
ది కామెడీ ఆఫ్ ఎర్రర్స్	Die Komödie der Irrungen
మానస్ జాతీయ అభయారణ్యం	Manas-Nationalpark
భక్తి	Bhakti
అపాచే టాంక్యాట్	Apache Tomcat
ఔషధ తయారీ సంస్థలు	Pharmaunternehmen
ఈక్విలిబ్రియమ్(చిత్రం)	Equilibrium (Film)
ఇంటర్నల్ రేట్ అఫ్ రిటర్న్	Interner Zinsfuß
కల్ హో న హో	Lebe und denke nicht an morgen
అర్హీనియస్ ఆమ్ల క్షార సిద్ధాంతము	Arrhenius-Gleichung
ఆండ్రూ స్ట్రాస్‌	Andrew Strauss
నెస్టోరిని	Nestorpapageien
జంతర్ మంతర్ వేధశాల	Jantar Mantar
ఆలమ్నీ	Alumni
హృదయగతిప్రేరకం	Atrioventrikularknoten
గూగుల్ యాప్స్	Google Apps
సంజయ్ గుప్తా	Sanjay Gupta
టెలివిజన్ స్టూడియో	Fernsehstudio
నీలగిరి తైలం	Eukalyptusöl
ఓపెన్ ఆఫీస్	OpenOffice.org
ఖవ్వాలి	Qawwali
దాదాసాహెబ్ ఫాల్కే	Dhundiraj Govind Phalke
లింగమార్పిడి	Geschlechtsumwandlung
బ్రాండ్ ధర్మం (బ్రాండ్ ఈక్విటీ)	Markenwert
టిబ్కో	TIBCO
ఈదుల్ అజ్ హా	Islamisches Opferfest
ప్రేమ పక్షులు	Unzertrennliche
ద్రవ్య మార్పిడి	Währungsswap
బ్రహ్మచారి	Junggeselle
కశేరుక ధమని	Arteria vertebralis
జి స్పాట్	Gräfenberg-Zone
వరాహావతారము	Varaha
షార్ప్‌విల్లే మారణకాండ	Massaker von Sharpeville
దావణగెరె	Davanagere
అకోలా జిల్లా	Akola (Distrikt)
బాగల్‌కోట్	Bagalkot
ఆకు ఆకృతి	Blattform
కె.కామరాజ్	K. Kamaraj
గదగ్	Gadag-Betageri
లీష్మానియా	Leishmanien
ఎర్ర జిల్లేడు	Kronenblume
ముడి	Knoten (Knüpfen)
నీలం ఎరుపు లోరీ	Diademlori
రొనాల్డో	Ronaldo
ఆసనాస్థి	Sitzbein
పగడము	Edelkoralle
ప్సిట్టెయుటెలస్	Grünloris
ఴ	Stimmhafter retroflexer Approximant
మక్కా మసీదు (హైదరాబాదు)	Mekka-Moschee
విక్టోరియా	Victoria
గుండెలో మంట	Sodbrennen
కింగ్స్ XI పంజాబ్	Kings XI Punjab
చందా కొచ్చర్	Chanda Kochhar
శోభా డే	Shobha De
యాంజియోప్లాస్టి	Angioplastie
ఎస్.వరలక్ష్మి	S. Varalakshmi
అంగిరో మహర్షి	Angiras
ICD-10 అధ్యాయము 12: చర్మవ్యాధులు	Liste der Krankheiten der Haut und der Unterhaut nach ICD-10
కుంజరని దేవి	N. Kunjarani Devi
పేషన్స్ కూపర్	Patience Cooper
జి.వరలక్ష్మి	G. Varalakshmi
ఎం. కె. అళగిరి	M. K. Alagiri
జాస్మిన్ బైర్న్	Jasmine Byrne
రేణుకా చౌదరి	Renuka Chowdhury
ఎం. ఎల్. వసంతకుమారి	M. L. Vasanthakumari
నటరాజు	Nataraja
పాముల బుర్ర	Pungi
ఇమేజ్ ఎడిటింగ్	Bildbearbeitung
చెదలు	Termiten
శ్రీవిద్య (నటి)	Srividya
హుగ్లీ	Hugli (Distrikt)
వేరికోసిల్	Varikozele
మల్చింగ్‌	Mulchen
ఫైర్‌ఫాక్స్ ఓయస్	Firefox OS
తీగ	Draht
చైన్ (యూనిట్)	Chain
SAP AG	SAP
దావూద్ ఇబ్రాహీం	Dawood Ibrahim
క్రైస్తవులపై అకృత్యాలు	Christenverfolgung
పెండ్యాల హరికృష్ణ	P. Harikrishna
షేన్ వార్న్	Shane Warne
బసప్ప దానప్పజత్తి	B. D. Jatti
వీరప్పన్	K. M. Veerappan
బి. కె. ఎస్. అయ్యంగార్	B. K. S. Iyengar
మహమ్మద్ హిదయతుల్లా	Muhammad Hidayat Ullah
సునీల్ గవాస్కర్	Sunil Gavaskar
కపిల్ దేవ్	Kapil Dev
మానెక్‌షా	Sam Manekshaw
పృథ్వీరాజ్ చౌహాన్	Prithviraj III. Chauhan
ఎం.ఎఫ్. హుసేన్	Maqbul Fida Husain
ముసేలిమాహ్	Musailima
ఉదయ్ చోప్రా	Uday Chopra
చిత్తరంజన్ దాస్	Chittaranjan Das
పృథ్వీరాజ్ కపూర్	Prithviraj Kapoor
అన్నా చక్వతడ్జే	Anna Dschambulilowna Tschakwetadse
ఆంగ్ల వ్యాకరణము	Englische Grammatik
దత్తాత్రేయ రామచంద్ర కప్రేకర్	Dattathreya Ramachandra Kaprekar
పి.సి.మహలనోబిస్	Prasanta Chandra Mahalanobis
సౌరవ్ గంగూలీ	Sourav Ganguly
లాలూ ప్రసాద్ యాదవ్	Lalu Prasad Yadav
బిక్సేసి	Annattogewächse
సయాటికా	Ischialgie
టీనియా సోలియమ్	Schweinebandwurm
జర్స్‌ర్గుడా	Jharsuguda (Distrikt)
జలాంతర ఛాయాచిత్రకళ	Unterwasserfotografie
నల్ల తల లోరీ	Frauenlori
తెలుగు లిపి	Telugu-Schrift
శుక్రాచార్యుడు	Shukra
హెర్బాలైఫ్‌	Herbalife
జోధా అక్బర్	Jodhaa Akbar
కపిల మహర్షి	Kapila
గూగుల్ గ్లాసెస్	Google Glass
రక్తపోటు మందు	Antihypertensivum
