ܐܦܪܝܩܐ	Afrika
ܨܠܐܚ ܐܠܕܝܢ (ܗܘܦܪܟܝܐ)	Salah ad-Din (Gouvernement)
ܟܢܘܫܝܐ ܕܠܫܢܐ ܥܒܪܝܐ	Akademie für die hebräische Sprache
ܥܘܕ	Oud
ܒܓܕܐܕ (ܗܘܦܪܟܝܐ)	Bagdad (Gouvernement)
ܣܪܓܐ	Reitsattel
ܒܨܪܐ (ܨܒܥܐ)	Ringfinger
ܩܛܝܣܦܘܢ	Seleukia-Ktesiphon
ܟܒܘܫܐ	Albtraum
ܢܓܦ (ܗܘܦܪܟܝܐ)	Nadschaf (Gouvernement)
ܟܪܟ ܣܠܘܟ (ܗܘܦܪܟܝܐ)	Kirkuk (Gouvernement)
ܕܢܚܐ ܕܫܡܫܐ	Sonnenaufgang
ܬܐܪܬܐ	Gewissen
ܒܨܪܐ (ܗܘܦܪܟܝܐ)	Basra (Gouvernement)
ܡܫܚܐ ܕܟܪܝܗܐ	Krankensalbung
ܦܠܫܬ	Philister
ܐܠܥܐ (ܝܘܠܦܢ ܨܪܘܝܘܬܐ)	Rippe
ܥܕܬܐ ܐܝܓܘܦܛܝܬܐ	Koptische Kirche
ܐܢܛܝܘܟܝܐ	Antiochia am Orontes
ܐܦܪܝܡ ܣܘܪܝܝܐ	Ephräm der Syrer
ܐܝܙܝܕܝܐ	Jesiden
ܪܝܫܘܢ ܠܬܣܝܘܢ	Rischon LeZion
ܟܢܪܐ	Lyra (Zupfinstrument)
ܥܕܬܐ ܕܡܕܢܚܐ ܕܐܬܘܪܝܐ	Assyrische Kirche des Ostens
ܬܠܐ ܕܚܕ ܐܝܠܢ	One Tree Hill
ܡܘܪܐ	Myrrhe
ܦܕܪܠܝܐ	Föderalismus
ܐܠܝܫܥ	Elischa (Prophet)
ܗܟܐܪܝ (ܡܕܝܢܬܐ)	Hakkâri
ܣܢܚܪܝܒ	Sîn-aḫḫe-eriba
ܩܘܪܝܐܠܝܣܘܢ	Kyrie eleison
ܟܢܘܫܝܐ ܕܐܣܪܐܝܠ ܕܝܘܠܦܢܐ ܘܐܢܫܝܬܐ	Israelische Akademie der Wissenschaften
ܣܘܟܢܐ	Ruder
ܥܕܬܐ ܣܘܪܝܝܬܐ ܐܪܬܘܕܟܣܝܬܐ	Syrisch-Orthodoxe Kirche von Antiochien
ܟܣܬܐ	Futtermittel
ܩܡܫܠܝ	Qamischli
ܡܘܬܢܐ (ܗܘܦܪܟܝܐ)	Al-Muthanna (Gouvernement)
ܡܝܫܢ (ܗܘܦܪܟܝܐ)	Maisan (Gouvernement)
ܣܘܠܝܡܐܢܝܐ (ܗܘܦܪܟܝܐ)	As-Sulaimaniyya (Gouvernement)
ܐܪܒܝܠ (ܗܘܦܪܟܝܐ)	Erbil (Gouvernement)
ܚܠܒ (ܗܘܦܪܟܝܐ)	Gouvernement Aleppo
ܟܪܒܠܐܐ (ܗܘܦܪܟܝܐ)	Kerbela (Gouvernement)
ܦܪܨܘܦܐ	Person
ܕܝ ܩܐܪ (ܗܘܦܪܟܝܐ)	Dhi Qar (Gouvernement)
ܐܢܕܪܢܝܩ ܡܐܪܓܐܪܝܐܢ	Andranik Markarjan
ܡܡܠܠܘܬ ܐܠܗܘܬܐ	Christliche Theologie
ܓܘܙܐ	Walnussgewächse
ܕܝܐܠܐ (ܗܘܦܪܟܝܐ)	Diyala
ܟܒܒ	Khabab
ش	Schin (Arabischer Buchstabe)
ܩܪܫܬܐ	Decke (Bauteil)
ص	Sad (Arabischer Buchstabe)
ض	Dad (Arabischer Buchstabe)
ظ	Za (Arabischer Buchstabe)
ع	Ain (Arabischer Buchstabe)
غ	Ghain (Arabischer Buchstabe)
ف	Fa (Arabischer Buchstabe)
ق	Qaf
ܚܨܪܐ	Kleiner Finger
ܐܡܬܐ (ܝܘܠܦܢ ܨܪܘܝܘܬܐ)	Unterarm
ܣܝܢܝ	Sinai
ܬܐܘܡܐ	Thomas (Begriffsklärung)
ܐܝܒܪܝܐ	Iberia
ܚܡܬ (ܗܘܦܪܟܝܐ)	Gouvernement Hama
ܟܢܘܢܬܐ ܕܐܝܕܐ	Handwurzelknochen
ܐܝܣܪܐܝܠ (ܬܘܚܡܐ ܐܚܪܢܐ)	Israel (Begriffsklärung)
ܡܠܐܟܐ	Engel
ܫܢܬܐ ܦܫܝܛܬܐ	Gemeinjahr
ܡܣܘܪܩܐ ܕܐܝܕܐ	Mittelhandknochen
ܡܠܟܘܬܐ ܕܒܝܬ ܥܣܪ ܥܝܢܐ	Osrhoene
ܕܪܥܐ (ܡܕܝܢܬܐ)	Darʿā
ܨܕܥܐ	Schläfe
ܣܘܣܝܐ ܐܝܣܠܢܕܝܐ	Islandpferd
ܩܠܐ	Note (Musik)
ܛܘܘܝܐ	Grillen
ܓܪܡܐ	Knochen
ܒܪܝܐܢܝ	Biryani
ܠܒܠܒܬܐ	Uvula
ܙܓܐ ܕܣܦܝܢܬܐ	Schiffsglocke
ك	Kaf (Arabischer Buchstabe)
ل	Lam (Arabischer Buchstabe)
م	Mim (Arabischer Buchstabe)
ن	Nun (Arabischer Buchstabe)
ه	Ha (Arabischer Buchstabe)
و	Waw (Arabischer Buchstabe)
ي	Ya (Arabischer Buchstabe)
ܥܪܒܝܐ	Arab
ܓܝܕܐ ܕܓܢܫܝܐ	Ischiasnerv
ܚܣܟܗ (ܡܕܝܢܬܐ)	Al-Hasaka
ܒܝܬ ܢܗܪܝܢ ܥܠܝܬܐ	Al-Dschazira (Mesopotamien)
ܛܐܪܩ ܥܙܝܙ	Tariq Aziz
ܡܣܘܪܩܐ ܕܪܓܠܐ	Mittelfußknochen
ܥܪܩ	Arak (Spirituose)
ܫܠܦܐ	Klinge
ܛܘܪ ܠܒܢܢ	Libanon (Gebirge)
ܐܙܟ	İdil
ܐܘܛܪܝܟܛ	Utrecht (Begriffsklärung)
ܩܪܕܘܝܐ	Kurdisch
ܟܝܢܐ	Nature (Begriffsklärung)
ܡܪܝ ܐܕܝ ܬܪܝܢܐ	Addai II.
ܪܗܘܡܐ	Rum (Begriffsklärung)
ܓܐܝܘܣ	Gaius
ܩܝܒܩ	Quebec (Begriffsklärung)
ܩܕܠܐ	Nacken
ܥܡܐ ܐܬܘܪܝܐ/ܣܘܪܝܝܐ	Assyrer (Gegenwart)
ܛܘܪܐ ܕܣܝܢܝ	Sinai (Berg)
ܬܐܘܡܐ ܐܘܕܘ	Thomas Audo
ܦܘܪܬܥܢܐ	Flöhe
ܫܡܣܕܝܢ	Şemdinli
ܟܪܘܙܘܬܐ ܕܡܬܝ	Evangelium nach Matthäus
ܡܕܝܢܬܐ ܡܝܬܬܐ	Tote Städte
ܐܬܘܪܝܐ	Assyrisch
ܐܓܪܬܐ ܕܠܘܬ ܐܦܣܝܐ	Brief des Paulus an die Epheser
ܚܡܬ	Hama
ܒܢܦܫܐ	Violett
ܢܨܪܬ	Nazareth
ܥܕܬܐ ܥܬܝܩܬܐ ܕܡܕܢܚܐ	Alte Kirche des Ostens
ܟܬܒܐ ܕܡܘܪܡܘܢ	Buch Mormon
ܠܝܢܕܐ ܓܘܪܓ	Linda George
ܐܝܓܢܐܛܝܘܣ ܡܘܫܐ ܩܕܡܝܐ ܕܐܘܕ	Ignatius Moussa I. Daoud
ܒܫܐܪܐ ܦܛܪܘܣ ܐܠܪܐܥܝ	Béchara Pierre Raï
ܡܪܝ ܦܘܠܝܩܪܦܘܣ ܐܘܓܝܢ ܐܝܕܝܢ	Polycarpus Augin Aydın
ܥܡܢܘܐܝܠ ܬܠܝܬܝܐ ܕܠܝ	Emmanuel III. Delly
ܥܡܘ ܒܒܐ	Ammo Baba
ܥܡܘܕܐ ܦܩܪܝܐ	Wirbelsäule
ܒܝܬ ܫܥܝܐ	Stadion
ܓܘܕ ܫܪܠܘܛ	Good Charlotte
ܒܪ ܨܘܪܐ	Kragen (Kleidung)
ܚܣܚܘܣܐ	Knorpel
ܛܘܪ ܥܒܕܝܢ	Tur Abdin
ܡܪܝ ܩܘܪܝܩܘܣ ܣܗܕܐ ܘܕܝܘܠܝܛܐ ܝܡܗ	Quiricus und Julitta
ܐܝܣܛܢܒܘܠ (ܗܘܦܪܟܝܐ)	Istanbul (Provinz)
ܝܘܢܝܐ	Griechen
ܥܢܟܒܐ	Ankawa
ܓܗܢܐ	Gehinnom
ܝܥܩܘܒ ܒܘܪܕܥܢܐ	Jakob Baradai
ܐܓܢܛܝܘܣ ܝܘܣܦ ܬܠܝܬܝܐ ܝܘܢܢ	Ignatius Joseph III. Younan
ܡܪܝ ܕܢܚܐ ܪܒܝܥܝܐ	Dinkha IV.
ܬܠܫܝܬܐ ܕܩܛܠܐ ܕܐܕܘܠܦ ܗܝܛܠܪ	Liste der Attentate auf Adolf Hitler
ܬܐܓܘܪܬܐ	Handel
ܡܛܟܣܬܐ ܐܬܘܪܝܬܐ ܕܝܡܩܪܛܝܬܐ	Assyrische Demokratische Organisation
ܡܪܝ ܐܦܪܝܡ	Aprem Mooken
ܐܪܕܢ	Aradin
ܡܬܐ	Heimat
ܫܝܪܢܐܟ (ܗܘܦܪܟܝܐ)	Şırnak (Provinz)
ܥܘܩܣܐ	Giftstachel
ܟܗܢܘܬܐ	Weihesakrament
ܚܒܘܪ	Chabur
ܗܕܡܐ ܓܘܝܐ	Organ (Biologie)
ܚܡܬܐ (ܒܝܬܝܘܬܐ)	Schwiegermutter
ܡܥܠܘܠܐ	Maalula
ܐܘܪܘܦܐ	Europa (Begriffsklärung)
ܡܕܝܕ	Midyat
ܙܘܥܐ ܕܝܡܘܩܪܛܝܐ ܐܬܘܪܝܐ	Assyrische Demokratische Bewegung
ܐܣܝܪܝܣܩܐ	Assyriska Föreningen
ܥܕܬܐ ܣܘܪܝܝܬܐ ܩܬܘܠܝܩܝܬܐ	Syrisch-katholische Kirche
ܡܘܕܟܐ	Würzen
ܐܘܣܛܪܠܝܐ	Australia
ܡܦܩܬܐ ܦܫܝܛܬܐ	Peschitta
ܐܪܚܘܬܐ	Gastfreundschaft
ܫܪܓܐ ܕܢܦܛܐ	Öllampe
ܩܛܠܥܡܐ ܐܬܘܪܝܐ	Völkermord an den Assyrern und Aramäern
ܒܝܬ ܟܬܒܐ ܕܐܫܘܪ ܒܢܐܦܠ	Bibliothek des Aššurbanipal
ܣܪܦܝܘܢ	Serapion von Thmuis
ܒܕܘܩܐ	Pfadfinder
ܥܘܕܪܢܐ:ܚܒܝܫܬ̈ܐ	Hilfe:Übersicht
ܓܦܬܐ	Kletterpflanze
ܡܝܟܐܝܠ	Michael (Begriffsklärung)
ܙܒܐ	Kleiner Zab
ܐܝܓܢܐܛܝܘܣ ܙܟܝ ܩܕܡܝܐ ܥܝܘܐܨ	Ignatius Zakka I. Iwas
ܐܣܛܘܡܟܐ	Magen
ܓܢܬܐ	Garten
ܕܪܓܘܫܬܐ	Wiege
ܒܪܐ (ܐܠܗܐ)	Gott der Sohn
ܚܝܠܐ ܠܒܢܝܐ	Forces Libanaises
ܐܠܩܘܫ	Alqosh
ܢܩܘܫܐ	Semantron
ܘܝܩܝܦܕܝܐ:ܐܝܙܓܕܘܬܐ	Wikipedia:Botschaft
ܫܠܝܬܐ	Plazenta
ܕܘܢܝ ܓܘܪܓ ܝܘܚܢܢ	Donny George Youkhanna
ܒܝܬ ܛܘܣܐ	Flughafen
ܒܝܬ ܫܡܪܝܐ	Samarien
ܐܓܢܣ ܡܘ	Agnes Monica
ܡܪܝ ܝܘܣܦ ܚܢܢܝܫܘܥ	Yosip Khnanisho
ܪܘܦܐܝܠ ܩܕܡܝܐ ܒܝܬ ܕܘܝܕ	Raphael I. Bidawid
ܦܪܢܣܘ ܗܪܝܪܝ	Franso Hariri
ܣܕܪܐ:ܓܪܡܢ	Kategorie:Deutschland
ܣܕܪܐ:ܐܝܛܠܝܐ	Kategorie:Italien
ܣܕܪܐ:ܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Kategorie:Vereinigte Staaten
ܣܕܪܐ:ܪܘܣܝܐ	Kategorie:Russland
ܣܕܪܐ:ܩܢܕܐ	Kategorie:Kanada
ܣܕܪܐ:ܐܝܣܪܐܝܠ	Kategorie:Israel
ܣܕܪܐ:ܛܘܪܩܝܐ	Kategorie:Türkei
ܣܕܪܐ:ܡܨܪܝܢ	Kategorie:Ägypten
ܣܕܪܐ:ܐܝܪܐܢ	Kategorie:Iran
ܕܝܪܐ ܕܡܪܝ ܓܒܪܐܝܠ	Kloster Mor Gabriel
ܥܐܕܐ	Feiertag
ܣܕܪܐ:ܥܝܪܐܩ	Kategorie:Irak
ܣܕܪܐ:ܗܘܠܢܕܐ	Kategorie:Niederlande
ܣܕܪܐ:ܦܘܠܢܕ	Kategorie:Polen
ܣܕܪܐ:ܛܝܪܐ	Kategorie:Vögel
ܣܕܪܐ:ܝܥܝܬܐ	Kategorie:Pflanzen
ܣܕܪܐ:ܬܘܕܝܬܐ	Kategorie:Religion
ܣܕܪܐ:ܝܕܥܬܐ	Kategorie:Wissenschaft
ܩܘܠ ܬܘܪܗ	Kol Torah
ܦܪܡܬܐ ܕܣܡܠܐ	Massaker von Semile
ܓܪܫܘܢܝ	Garschuni
ܕܝܢܐ (ܡܬܐ)	Soran
ܨܘܒܐ	Nusaybin
ܕܪܥܐ (ܗܘܦܪܟܝܐ)	Gouvernement Darʿā
ܢܥܘܡ ܦܐܝܩ	Naum Faiq
ܣܕܪܐ ܕܦܛܪܝܪܟܐ ܕܥܕܬܐ ܕܡܕܢܚܐ	Liste der Patriarchen der Assyrischen Kirche des Ostens
ܕܝܪܐ ܕܟܘܪܟܡܐ	Kloster Zafaran
ܚܝܠܐ	Kraft (Sport)
ܡܪܝ ܢܪܣܝ ܕܒܙ	Mar Narsai De Baz
ܡܪܝܡ (ܚܬܗ ܕܡܘܫܐ)	Mirjam (Prophetin)
ܨܡܘܪܬܐ	Fangzahn
ܡܪܝ ܬܐܘܡܐ ܕܪܡܘ	Thomas Darmo
ܣܕܪܐ:ܬܘܚܡܐ ܐܚܪܢܐ	Kategorie:Begriffsklärung
ܣܕܪܐ:ܡܫܝܚܝܘܬܐ	Kategorie:Christentum
ܣܕܪܐ:ܐܣܠܐܡ	Kategorie:Islam
ܣܕܪܐ:ܝܗܘܕܝܘܬܐ	Kategorie:Judentum
ܦܩܥܬܐ ܕܢܝܢܘܐ	Ninive-Ebene
ܠܩܐ ܕܣܦܝܢܬܐ	Riemen (Schifffahrt)
ܝܘܚܢܢ ܕܘܠܒܢܝ	Philoxenos Yuhanon Dolabani
ܫܡܥܘܢ ܒܪܨܒܥܐ	Simon bar Sabbae
ܫܩܠܒܕ	Schaqlawa
ܐܢܩܪܐ (ܗܘܦܪܟܝܐ)	Ankara (Provinz)
ܐܢܕܪܐܘܣ	Andre
ܐܝܪܠܢܕ	Irland (Begriffsklärung)
ܬܠ ܟܐܦܐ	Tel Keppe
ܐܨܪܐ	Würzmittel
ܕܝܪܝܟ	Al-Malikiya
ܐܓܐ ܦܛܪܘܣ	Agha Petros
ܫܘܫܡܬܐ	Sesam
ܣܕܪܐ:ܘܝܩܝܦܕܝܐ	Kategorie:Kategorie:
ܣܕܪܐ:ܝܒܫܬܐ	Kategorie:Kontinent
ܒܓܕܝܕܐ	Bakhdida
ܝܙܦܬܐ	Schulden
ܟܠܕܝܐ	Chaldo-Assyrer
ܦܨܝܕܐ	Teich
ܐܪܓܘܢܐ	Purpur (Farbe)
ܢܘܪܢܝܐ	Pyramide (Geometrie)
ܘܝܩܝܦܕܝܐ:HotCat	Wikipedia:Helferlein/HotCat
ܗܝܟܠܐ ܕܫܠܝܡܘܢ	Jerusalemer Tempel
ܠܘܝܣ ܪܘܦܐܝܠ ܩܕܡܝܐ ܣܟܘ	Louis Raphaël I. Sako
ܩܠܒܐ:ܓܕܫܐ ܗܫܝܐ	Wikipedia:Hauptseite/Aktuelles
ܘܝܩܝܦܕܝܐ:ܡܕܒܪܢܐ	Wikipedia:Administratoren
ܣܕܪܐ:ܫܕܬܐ	Kategorie:Beruf
ܘܝܩܝܦܕܝܐ:ܒܘܬ̈ܐ	Wikipedia:Bots
ܣܕܪܐ:ܙܒܢܐ	Kategorie:Zeit
ܣܕܪܐ:ܝܘܠܦܢ ܨܪܘܝܘܬܐ	Kategorie:Anatomie
ܣܕܪܐ:ܐܣܝܘܬܐ	Kategorie:Medizin
ܫܡܥܘܢ (ܫܡܐ)	Simon (Vorname)
ܓܒܪܐܝܠ ܐܣܥܕ	Gabriel Asaad
ܡܨܪܝܢ	Ägypten
ܩܠܒܐ:Bot	Vorlage:Bot
ܩܢܕܐ	Kanada
ܣܕܪܐ:ܝܘܢ	Kategorie:Griechenland
ܣܕܪܐ:ܣܘܝܕ	Kategorie:Schweden
ܐܡܪܐ	Lamm
ܩܠܒܐ:ܐܫܛܪܘܬܐ	Vorlage:Dokumentation
ܣܕܪܐ:User languages	Kategorie:Benutzer:nach Sprache
ܐܫܘܪ ܝܘܣܦ	Ashour Yousef
ܦܘܠܚܢܐ	Unternehmen
ܩܠܒܐ:Softredirect	Vorlage:Interwiki redirect
ܩܠܒܐ:Delete	Vorlage:Löschen
ܡܓܕܠܐ (ܩܪܝܬܐ)	Migdal
ܣܕܪܐ:ܛܟܢܘܠܘܓܝܐ	Kategorie:Technologie
ܓܒܪܐܝܠ (ܫܡܐ)	Gabriel (Name)
ܡܝܟܐܝܠ (ܫܡܐ)	Michael
ܣܕܪܐ:ܠܫܢܐ	Kategorie:Einzelsprache als Thema
ܣܕܪܐ:ܩܢܘܢܐ ܕܠܥܙܐ	Kategorie:Grammatik
ܘܝܩܝܦܕܝܐ:General disclaimer	Wikipedia:Impressum
ܘܝܩܝܦܕܝܐ:ܕܘܒܪܐ	Wikipedia:Formatierung
ܩܠܒܐ:Navbox	Vorlage:Erweiterte Navigationsleiste
ܐܝܓܢܐܛܝܘܣ ܐܦܪܝܡ ܬܪܝܢܐ	Ignatius Ephrem II. Karim
ܩܠܒܐ:Clear	Vorlage:Absatz
ܘܝܩܝܦܕܝܐ:ܡܟܬܒܘܬܐ ܕܡܓܠܐ ܠܟܠ ܘܝܩܝܦܕܝܐ	Wikipedia:Artikel, die es in allen Wikipedias geben sollte
ܣܕܪܐ:ܐܠܝܩܛܪܘܢܝܘܬܐ	Kategorie:Elektronik
ܣܕܪܐ:ܝܪܚܐ ܕܫܢܬܐ	Kategorie:Monat
ܩܠܒܐ:Babel	Vorlage:Babel
ܩܠܒܐ:Commons	Vorlage:Commons
ܩܠܒܐ:User ar-1	Vorlage:User ar-1
ܩܠܒܐ:User az	Vorlage:User az
ܩܠܒܐ:See also	Vorlage:Siehe auch
ܩܠܒܐ:User de	Vorlage:User de
ܩܠܒܐ:User es	Vorlage:User es
ܩܠܒܐ:User en-3	Vorlage:User en-3
ܩܠܒܐ:User en-1	Vorlage:User en-1
ܩܠܒܐ:User en-2	Vorlage:User en-2
ܩܠܒܐ:User en-4	Vorlage:User en-4
ܩܠܒܐ:User en-0	Vorlage:User en-0
ܩܠܒܐ:User en	Vorlage:User en
ܩܠܒܐ:User fa	Vorlage:User fa
ܩܠܒܐ:User fr-1	Vorlage:User fr-1
ܩܠܒܐ:User he-2	Vorlage:User he-2
ܩܠܒܐ:User he-1	Vorlage:User he-1
ܩܠܒܐ:User sk	Vorlage:User sk
ܩܠܒܐ:User tr	Vorlage:User tr
ܩܠܒܐ:User ja	Vorlage:User ja
ܩܠܒܐ:User fr	Vorlage:User fr
ܩܠܒܐ:User he	Vorlage:User he
ܣܕܪܐ:ܐܣܝܐ	Kategorie:Asien
ܣܕܪܐ:ܕܪܐ ܕܥܣܪܝܢ ܘܚܕ	Kategorie:21. Jahrhundert
ܩܠܒܐ:Mod	Vorlage:Modulo
ܩܠܒܐ:User sv	Vorlage:User sv
ܩܠܒܐ:User it	Vorlage:User it
ܣܕܪܐ:ܝܘܡܐ ܕܫܒܘܥܐ	Kategorie:Wochentag
ܣܕܪܐ:ܐܨܪܐ	Kategorie:Würzmittel
ܩܠܒܐ:Edit	Vorlage:Bearbeiten
ܩܠܒܐ:Sidebar	Vorlage:Seitenleiste
ܩܠܒܐ:ܐܬܪܐ	Vorlage:Infobox Staat
ܩܠܒܐ:/box-header	Portal:Box-header
ܣܕܪܐ:User en	Kategorie:User en
ܣܕܪܐ:User zh	Kategorie:User zh
ܩܠܒܐ:ܐܠܦܒܝܬ ܥܪܒܝܐ	Vorlage:Navigationsleiste Arabisches Alphabet
ܣܕܪܐ:User zh-N	Kategorie:User zh-M
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ2	Vorlage:Infobox
ܩܠܒܐ:User zh	Vorlage:User zh
ܣܕܪܐ:ܦܐܦܐ	Kategorie:Papst
ܩܠܒܐ:User nl-1	Vorlage:User nl-1
ܩܠܒܐ:User nl-2	Vorlage:User nl-2
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ	Kategorie:Staatspräsident
ܩܠܒܐ:User ru	Vorlage:User ru
ܩܠܒܐ:IPA	Vorlage:IPA-Text
ܣܕܪܐ:ܗܪܘܡܐ	Kategorie:Gewürz
ܣܕܪܐ:ܦܠܫܬ	Kategorie:Palästina
ܣܕܪܐ:ܡܠܐܟܐ	Kategorie:Angelologie
ܣܕܪܐ:ܢܒܝܐ	Kategorie:Prophet
ܩܠܒܐ:Sortname	Vorlage:SortKeyName
ܩܠܒܐ:GUA	Vorlage:GTM
ܩܠܒܐ:User nl	Vorlage:User nl
ܩܠܒܐ:ܡܣܦܩ ܩܐܫ	Vorlage:Purge
ܩܠܒܐ:ܡܦܠܚܢܐ	Vorlage:Benutzer
ܣܕܪܐ:ܬܘܢܣ	Kategorie:Tunesien
ܩܠܒܐ:Oppose	Vorlage:Kontra
ܩܠܒܐ:COL	Vorlage:COL
ܩܠܒܐ:PER	Vorlage:PER
ܩܠܒܐ:ܨܢܕܘܩ ܡܕܥܐ ܕܝܒܫܬܐ	Vorlage:Infobox Kontinent
ܩܠܒܐ:User ar-2	Vorlage:User ar-2
ܩܠܒܐ:User ar-3	Vorlage:User ar-3
ܩܠܒܐ:User ar	Vorlage:User ar
ܩܠܒܐ:ܝܘܡܐ ܕܫܒܘܥܐ	Vorlage:Navigationsleiste Wochentage
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܘܚܕܢܐ ܡܚܝܕܐ	Kategorie:Ort in den Vereinigten Staaten
ܩܠܒܐ:ܬ.ܐ.	Vorlage:Begriffsklärung
ܩܠܒܐ:No	Vorlage:Nein-Feld
ܣܕܪܐ:ܩܠܒܐ ܨܢܕܘܩܐ	Kategorie:Vorlage:Infobox
ܩܠܒܐ:Partial	Vorlage:Teilweise-Feld
ܩܠܒܐ:ܩܘܕܝܟܘܣ ܕܣܕܪܐ	Vorlage:TOC Kategorie
ܩܠܒܐ:?	Vorlage:?
ܣܕܪܐ:User yue	Kategorie:User zh-yue
ܣܕܪܐ:User az	Kategorie:User az
ܣܕܪܐ:User sk	Kategorie:User sk
ܣܕܪܐ:User fr	Kategorie:User fr
ܣܕܪܐ:User ja	Kategorie:User ja
ܣܕܪܐ:User la	Kategorie:User la
ܣܕܪܐ:User pt	Kategorie:User pt
ܣܕܪܐ:User ro	Kategorie:User ro
ܣܕܪܐ:User sv	Kategorie:User sv
ܣܕܪܐ:User ko-N	Kategorie:User ko-M
ܩܠܒܐ:User yue	Vorlage:User zh-yue
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Kategorie:Irakisches Gouvernement
ܣܕܪܐ:User ar	Kategorie:User ar
ܣܕܪܐ:User da	Kategorie:User da
ܣܕܪܐ:User sk-N	Kategorie:User sk-M
ܣܕܪܐ:User de	Kategorie:User de
ܣܕܪܐ:User el	Kategorie:User el
ܣܕܪܐ:User en-N	Kategorie:User en-M
ܣܕܪܐ:User es	Kategorie:User es
ܣܕܪܐ:User fa	Kategorie:User fa
ܣܕܪܐ:User fi	Kategorie:User fi
ܣܕܪܐ:User he	Kategorie:User he
ܩܠܒܐ:N/a	Vorlage:N/A-Feld
ܣܕܪܐ:User hy	Kategorie:User hy
ܣܕܪܐ:ܠܫܢܐ ܥܒܪܝܐ	Kategorie:Hebräisch
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܝܣܪܐܝܠ	Kategorie:Ort in Israel
ܣܕܪܐ:User it	Kategorie:User it
ܣܕܪܐ:User ko	Kategorie:User ko
ܣܕܪܐ:ܒܬܫܪܝܢ ܐܚܪܝ	Kategorie:November
ܣܕܪܐ:ܝܡܡܐ	Kategorie:Meer
ܩܠܒܐ:ܐܠܦܒܝܬ ܝܘܢܝܐ	Vorlage:Infobox Griechischer Buchstabe
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܣܘܪܝܝܬܐ ܩܬܘܠܝܩܝܬܐ	Kategorie:Syrisch-katholischer Patriarch
ܩܠܒܐ:ܡܢܝܢܐ ܕܡܡܪܐ ܦܪܝܫܐ	Vorlage:EA-Anzahl
ܣܕܪܐ:ܒܝܬܝܘܬܐ	Kategorie:Verwandtschaft
ܬܪܥܐ:ܬܘܕܝܬܐ	Portal:Religion
ܣܕܪܐ:User ru	Kategorie:User ru
ܣܕܪܐ:User ru-3	Kategorie:User ru-3
ܣܕܪܐ:User tl	Kategorie:User tl
ܣܕܪܐ:User tr	Kategorie:User tr
ܣܕܪܐ:ܙܡܪܐ	Kategorie:Musiker
ܩܠܒܐ:Lang	Vorlage:Lang
ܣܕܪܐ:ܪܫܘܡܐ	Kategorie:Maler
ܩܠܒܐ:ܫܠܝܚܐ ܕܡܫܝܚܐ	Vorlage:Navigationsleiste Jünger Jesu und Apostel
ܩܠܒܐ:ܚܡܫܐ ܐܘܩܝܢܘ	Vorlage:Navigationsleiste Ozeane
ܩܠܒܐ:CHI	Vorlage:CHL
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܢܓܠܢܕ	Kategorie:Ort in England
ܣܕܪܐ:ܢܝܓܪ	Kategorie:Niger
ܣܕܪܐ:ܝܘܠܦܢ ܩܢܘܢܝܐ	Kategorie:Rechtswissenschaft
ܣܕܪܐ:ܣܥܪܐ	Kategorie:Frisur
ܩܠܒܐ:User ar-4	Vorlage:User ar-4
ܣܕܪܐ:ܢܗܪܘܬܐ	Kategorie:Fluss
ܩܠܒܐ:User he-3	Vorlage:User he-3
ܩܠܒܐ:User he-4	Vorlage:User he-4
ܩܠܒܐ:User ko	Vorlage:User ko
ܩܠܒܐ:User pt	Vorlage:User pt
ܣܕܪܐ:User nl	Kategorie:User nl
ܣܕܪܐ:User no	Kategorie:User no
ܣܕܪܐ:ܣܘܪܝܐ	Kategorie:Syrien
ܣܕܪܐ:ܕܪܐ ܩܕܡܝܐ	Kategorie:1. Jahrhundert
ܣܕܪܐ:ܓܙܪܬܐ ܝܒܫܢܝܬܐ	Kategorie:Halbinsel
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܗܘܠܢܕܐ	Kategorie:Niederländische Provinz
ܣܕܪܐ:ܡܢܝܢܐ	Kategorie:Ganze Zahl
ܣܕܪܐ:ܡܕܝܢܬܐ ܕܥܝܪܐܩ	Kategorie:Ort im Irak
ܣܕܪܐ:ܥܝܢܐ (ܨܪܘܝܘܬܐ)	Kategorie:Auge
ܣܕܪܐ:ܓܘܪܓܝܐ	Kategorie:Georgien
ܣܕܪܐ:ܟܘܘܝܬ	Kategorie:Kuwait
ܣܕܪܐ:ܠܒܢܢ	Kategorie:Libanon
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ ܕܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Kategorie:Präsident der Vereinigten Staaten
