אפריקע	Afrika
דאטשע	Datsche
אסיפ צאדקין	Ossip Zadkine
טערעזנשטאט	KZ Theresienstadt
האס	Hass
אוניווערסיטעט פון עדינבורג	University of Edinburgh
פראספער מערימע	Prosper Mérimée
קאליקסט דער דריטער	Kalixt III. (Papst)
פרעצל	Brezel
מישעל באקמאן	Michele Bachmann
וואלדיוויא	Valdivia
וואלס מיט באשיר	Waltz with Bashir
שרויפן-ציער	Schraubendreher
מאנסטער פרוכט	Köstliches Fensterblatt
קרעדיט קארטל	Kreditkarte
קיבוץ	Kibbuz
מגן דוד	Davidstern
קאלעג צו קאלעג	Peer-to-Peer
היסטאריע פון רוסלאנד	Geschichte Russlands
אקעאנוס	Okeanos
אפטאלמאלאגיע	Augenheilkunde
צירונג	Schmuck
שעפעטיווקע	Schepetiwka
כוואסטוב	Fastiw
מילכווילף	Seidenpflanzen
קויציע	Kaution
אנקאלאגיע	Onkologie
אולטראשאל	Ultraschall
אקאדעמיע	Akademie
זען	Visuelle Wahrnehmung
מאזשינא ליניע	Maginot-Linie
אורי צבי גרינבערג	Uri Zvi Greenberg
נגב	Negev
זיגל	Siegel
פעטראלאגיע	Petrologie
צידון	Sidon
דרוזן	Drusen
העלענע	Helena (Mythologie)
לעמבערגער גובערניע	Oblast Lwiw
מוזיקאלאגיע	Musikwissenschaft
בינארישע אפעראציע	Zweistellige Verknüpfung
שינקאנסען	Shinkansen
אונגארישע רעוואלוציע	Ungarischer Volksaufstand
איבערלעבונג	Erfahrung
קארי	Curry (Gericht)
מאכאמעד אמין על כוסייני	Mohammed Amin al-Husseini
וואל סטריט זשורנאל	The Wall Street Journal
פאפקארן	Popcorn
מייוווד (אילינויס)	Maywood (Illinois)
טורקיז	Türkis (Mineral)
אומגלייכהייט	Ungleichung
פעדער	Schreibstift
דער אייביגער יודע	Der ewige Jude
Windows Movie Maker	Windows Movie Maker
מודיעין	Modi’in
StarCraft	StarCraft
שפיאנאזש	Spionage
ווינער אוניווערסיטעט	Universität Wien
בלוטשטורץ	Blutung
France 24	France 24
אינפעקציע	Infektion
קאנדענסירונג	Kondensation
ראמזיי מאקדאנאלד	Ramsay MacDonald
הערבערט הענרי אסקוויט	Herbert Henry Asquith
פארלאמענטארע דעמאקראטיע	Parlamentarisches Regierungssystem
שפאקטיוו	Lupe
פרשת צו	Zaw
קארפאראציע	Körperschaft
ערלוי	Eger (Ungarn)
נעשונאל זשיאגראפיק	National Geographic Society
באטאנישער גארטן	Botanischer Garten
פעלשער	Die Fälscher
טירא	Tira (Israel)
רהט	Rahat
אופקים	Ofakim
נתיבות	Netiwot
יבנה	Jawne (Stadt)
נהריה	Naharija
וואהלינער גובערניע	Oblast Wolhynien
זיידע-באבע	Großeltern
מודיעין עילית	Modi’in Illit
נס ציונה	Nes Ziona
טמרה	Tamra
ראש העין	Rosch haAjin
אינטערנעט פארום	Internetforum
טירת כרמל	Tirat Carmel
חברון	Hebron
אום על פאכעם	Umm al-Fahm
הונגער	Hungersnot
בטלמיוס	Ptolemaios I.
גאלף פון סועץ	Golf von Sues
קארניע	Hornhaut
מגדל העמק	Migdal haEmek
ביהייוויאריזם	Behaviorismus
שאפראן	Sopron
גייסטליכקייט	Spiritualität
טריפאלי (לבנון)	Tripoli (Libanon)
דזשעסיקא סימפסאן	Jessica Simpson
הענטשקע	Handschuh
דיסקרימינאציע	Diskriminierung
אומעט	Traurigkeit
אריאל	Ariel (Stadt)
אַלטינאָ אַראַנטעס בנין	Edifício do Banespa
פיזיקער	Physiker
סימפטאם	Symptom
וואלד פייער	Waldbrand
אוניווערסיטעט פון לאנדאן	Universität London
אויספאפן	Täuschung
ארקאדיע	Arkadien
קאנװערט	Briefumschlag
יאכט	Yacht
סיטואציע קאמעדיע	Sitcom
איי-קיו	Intelligenzquotient
עם 16	M16 (Gewehr)
גרויס קאנסעפסיאן	Gran Concepción
קארלאס סלים	Carlos Slim Helú
פאסעיק	Passaic
מאראסט	Schlamm
מנורה	Menora
זעגלשיף	Segelschiff
שינקען	Schinken
גלאסטער	Gloucester
אגאדיר	Agadir
פאראדיע	Parodie
באלקאן	Balkon
לאכן	Lachen
נענסי פעלאוסי	Nancy Pelosi
רעפובליק פון טעקסעס	Republik Texas
איטאליע בנין	Edifício Itália
געגאסענע בליי אפעראציע	Operation Gegossenes Blei
נס	Wunder
מאטעמאטיקער	Mathematiker
ריבית	Zins
גאסטראנאמיע	Gastronomie
טאבו	Tabu
בלאגער	Blogger.com
חסידות	Chassidismus
נירעדהאז	Nyíregyháza
קאמף פון טראפאלגאר	Schlacht von Trafalgar
קאראל	Koralle
אקצידענט	Unfall
אשדוד	Aschdod
גראפנשאפטן פון ענגלאנד	Grafschaft (England)
בלעקבערי	Blackberry
אלפרעד דרייפוס	Alfred Dreyfus
אלדא מארא	Aldo Moro
מענעלאוס	Menelaos
מידלזברא	Middlesbrough
נעקטאר	Nektar (Botanik)
קאנצעסיע	Franchising
יוחנן וואלאך	Yochanan Vollach
חיים ווייצמאן	Chaim Weizmann
ארצידיאצעז פון קאנסעפסיאן	Erzbistum Concepción
באגי מען	Butzemann
דאטן גראבן	Data-Mining
אינטעליגענטע אויספלאנעווען	Intelligent Design
צפון וויעטנאם	Nordvietnam
בעזים	Besen
בראנכן אנצינדונג	Bronchitis
אגראנאמיע	Pflanzenbauwissenschaft
שפיראכץ	Sinn (Wahrnehmung)
כוזרים	Chasaren
שווארצאפל	Pupille
געדרוקטער שטראמקרייז	Leiterplatte
לוויה	Grab
סיסקא	Cisco Systems
בלאז אינסטרומענטן	Blasinstrument
האנט גראנאט	Handgranate
וושט	Speiseröhre
לופטקילער	Klimaanlage
ראדיוס	Radius
משה קולבאק	Moische Kulbak
רעגענט	Regentschaft
העברעאישער אוניווערסיטעט אין ירושלים	Hebräische Universität Jerusalem
היכל הספר	Schrein des Buches
B-52 סטראטופארטרעס	Boeing B-52
לאנדאנער שולע פון עקאנאמיק	London School of Economics and Political Science
V-1 און V-2 ראקעטן	Aggregat 4
ווילא אלעמאנא	Villa Alemana
מייקל מאור	Michael Moore
טעקע סיסטעם	Dateisystem
בעסאראביע	Bessarabien
הענגען	Erhängen
קאנטרי	Ländlicher Raum
עקיבא אייגער	Akiba Eger
לופטרער	Luftröhre
מעט דעימאן	Matt Damon
וויטאמין D	Vitamin D (Begriffsklärung)
פאביע	Phobie (Psychiatrie)
חד גדיא	Chad gadja
מסכת גיטין	Gittin (Mischnatraktat)
שטארקייט	Stärke (Begriffsklärung)
מיינפריים	Großrechner
אסאציאטיוויטעט	Assoziativgesetz
פאראפין	Paraffin
געמיינדע	Gemeinschaft
פאגראם	Pogrom
טראטואר	Gehweg
סטערויד	Steroide
קאנאלא אויל	Raps
טייג	Teig
ליבידא	Libido
ספרדים	Geschichte der Juden in Spanien
קעטשאפ	Ketchup
אבסעסיוו קאמפאלסיוו דיסארדער	Zwangsstörung
שכיר חרב	Söldner
סברה	Vernunft
עופות	Geflügel
ניר שטיין	Nierenstein
גראמען	Reim
ליקער	Likör
פאטאך	Fatah
קוקי	HTTP-Cookie
בערזע	Börse
אראן בור	Aaron Burr
אלמן	Witwer
עלען גראס	Alan Gross
איינקונפט שטייער	Einkommensteuer
אינפיניטיוו	Infinitiv
דזיאוואני דא פאלעסטרינא	Giovanni Pierluigi da Palestrina
קאמפיוטעריי	Computing
סיטי פון וועסטמינסטער	City of Westminster
מאסאזש	Massage
סאפטוועיר באג	Programmfehler
סטאטוע	Statue
זכריה הנביא	Sacharja
באאט	Baath-Partei
פאלעאגראפיע	Paläografie
איוב	Ijob
עיר פארס וואן	Air Force One
פערגי	Fergie
חלשות	Synkope (Medizin)
סאוט פאלסבורג	South Fallsburg
גאליציע	Galizien
פורים	Purim
פאטימא	Fatima bint Mohammed
פערסישער קאלענדאר	Iranischer Kalender
מיסט מאנאזשעריע	Abfallwirtschaft
וואפיטי	Wapiti
אמבולאנס	Rettungswagen
צימער	Zimmer
מאנדלען	Tonsille
דרום וויעטנאם	Südvietnam
באריס זשאנסאן	Boris Johnson
פאטשיילע	Bandana
סטיוון זשעי גאלד	Stephen Jay Gould
געפעכט	Konflikt
בעדואינער	Beduinen
קאמפיוטער ווארעם	Computerwurm
די מיזעראבלער	Die Elenden
ציאן	Cyan
טרורא	Truro (Cornwall)
דאו דשאונס אידאסטריאלער עוורעדזש	Dow Jones Industrial Average
היינעקען אינטערנאציאנאל	Heineken
כארעאגראפיע	Choreografie
פרייצייט	Freizeit
אבו מוסאב אל-זארקאווי	Abū Musʿab az-Zarqāwī
פראנקפורטער	Hotdog
סאאיד כאסאן נאסראללא	Hassan Nasrallah
שאצער קאנט	Kreis Suceava
אסמאניע	Osmaniye
בן גוריון פליפעלד	Flughafen Ben Gurion
דארלינג טייך	Darling River
פאציענט	Patient
אליעזר בן יהודה	Eliezer Ben-Jehuda
ליסטע פון שטעט אין אונגארן	Liste der Städte und Orte in Ungarn
משה קצב	Mosche Katzav
מקוה ישראל	Mikwe Israel
קרעדיט (פינאנץ)	Kredit
אפרת גוש	Efrat Gosh
גארטל הערפעס	Herpes Zoster
ווערטיקאל	Lotrichtung
סוכות	Sukkot
צאל (שטייעראמט)	Zoll (Behörde)
ען קא ווע דע	Innenministerium der UdSSR
כנבוזי דער צווייטער	Kambyses II.
רוסטאווי	Rustawi
בילעט	Fahrkarte
כיראמאנטיע	Handlesen
ניוט גינגריטש	Newt Gingrich
פלארעסענט באלב	Leuchtstofflampe
פ.ג. ראָסטאָוו	FK Rostow
עלען דערשאוויץ	Alan M. Dershowitz
ארטור רובינשטיין	Artur Rubinstein
פאהאד בין אבדול אזיז	Fahd ibn Abd al-Aziz
ספרעדשיט	Tabellenkalkulation
באנק פון ענגלאנד	Bank of England
ניו עידזש	New Age
טעריטאריע	Territorium
באר (באדייטן)	Bar
באפי די וואמפיר יעגערין	Buffy – Im Bann der Dämonen
מישעל ראדריגעז	Michelle Rodríguez
צדקיהו	Zedekia
יצחק שמיר	Jitzchak Schamir
ניבול פה	Vulgärsprache
מעד	Met
קאבל-טעלעוויזיע	Kabelfernsehen
קארע	Rinde
אידיאם	Redensart
צעהן מכות	Zehn Plagen
סטארטפאס	Start- und Landebahn
טארף	Torf
ערעקטייל דיספאנקשען	Erektile Dysfunktion
קרב מגע	Krav Maga
סימבאל פון ישראל	Wappen Israels
היסטאגראם	Histogramm
איוואן קאניעוו	Iwan Stepanowitsch Konew
שפרינגען מיט א טיטשקע	Stabhochsprung
גאון	Genie
וואזעלין	Vaseline
פוקס	Vulpes
מילכיגס	Milcherzeugnis
כרמל בארג	Karmel (Gebirge)
סי-פי-אר	Herz-Lungen-Wiederbelebung
סאטמאר (שטאט)	Satu Mare
אמסטעל	Amstel (Fluss)
מיטגלידשטאט פונעם אייראפעישן פארבאנד	Mitgliedstaaten der Europäischen Union
וויליאם דזשיימס אדאמס	Will.i.am
האנטגעלענק	Handgelenk
מלחמה קעגן טעראר	Krieg gegen den Terror
פילאנטראפ	Philanthropie
טראפן (פליסיגקייט)	Tropfen
נייטראלער עלעמענט	Neutrales Element
אנאלאגיע	Analogismus
חיפה דיסטריקט	Bezirk Haifa
מופטי	Mufti
Fox News	Fox News Channel
פארטאל	Portal (Informatik)
סייסמישע כוואליעס	Seismische Welle
פעך	Teer
איימאן על-זאוואהירי	Aiman az-Zawahiri
באראט	Borat – Kulturelle Lernung von Amerika, um Benefiz für glorreiche Nation von Kasachstan zu machen
ניו דיל	New Deal
קראנקן שוועסטער	Gesundheits- und Krankenpfleger
אנגינע	Tonsillitis
פאראזיט	Parasitismus
קאשע	Brei
איבל	Übelkeit
ליכוד	Likud
פיליפ ראטה	Philip Roth
עקאנאמישע געאגראפיע	Wirtschaftsgeographie
לאביאונג	Lobbyismus
באלפורס דעקלאראציע	Balfour-Deklaration
ביסטריץ	Bistrița
אלכסנדר קארעלין	Alexander Alexandrowitsch Karelin
סידרא איינגאס	Große Syrte
ווינדל	Windel
כאבאר	Bestechung
שענק	Bar (Lokal)
באקלאווא	Baklava
זעל מיללער	Zell Miller
עמיגראציע	Auswanderung
קבר-קירך	Grabeskirche
פיטבול	Pitbull (Rapper)
זומערשפרענקלעך	Sommersprossen
פראזע (לינגוויסטיק)	Phrase (Linguistik)
פאבריקאציע	Produktionsprozess
דיסטריבוטיוו	Distributivgesetz
עקאנאמיסט	Wirtschaftswissenschaftler
א סכנה'דיגע מעטאד	Eine dunkle Begierde
ארגאן-סיסטעם	Organsystem
צפת	Safed
פאקט	Tatsache
IMAX	IMAX
קאנסענסוס באשלוסן-אפמאכן	Konsensprinzip
קאמין	Kamin
הוידלקע	Schaukel
פריוואטקייט	Privatsphäre
קנאה	Neid
דרום דיסטריקט (ישראל)	Südbezirk (Israel)
משה דיין	Mosche Dajan
צענטער דיסטריקט (ישראל)	Zentralbezirk (Israel)
פאלאפעל	Falafel
פילגש	Konkubinat
דעוויד שווימער	David Schwimmer
ישעיהו	Jesaja
שחיטה אין ווירזשיניע-טעק	Amoklauf an der Virginia Tech
קעניגלעכע בארא פון קענזינגטאן און טשעלסי	Royal Borough of Kensington and Chelsea
פאקטאריזאציע	Faktorisierung
מאראמאראשער דיסטריקט	Kreis Maramureș
LDAP	Lightweight Directory Access Protocol
וואלונטיר	Ehrenamt
פעלד	Acker
קישקע קענסער	Kolorektales Karzinom
ישראל נאציאנאלע ביבליאטעק	Israelische Nationalbibliothek
קאלעדזש	College
טראנסזשענדער	Transgender
קנאות	Zelot
לאטעריע	Lotto
אקאדעמישע דיפלאמע	Akademischer Grad
פארב	Farbstoff
צפון דיסטריקט (ישראל)	Nordbezirk (Israel)
אסיפ מאנדעלשטאם	Ossip Emiljewitsch Mandelstam
אקאדעמיע פאר דער העברעישער שפראך	Akademie für die hebräische Sprache
אלעמאל-גרין	Immergrüne Pflanze
סאבאלטש-סאטמאר-בערעג	Komitat Szabolcs-Szatmár-Bereg
סופרים קארט	Oberstes Gericht
פתח תקוה	Petach Tikwa
BDSM	BDSM
הערש	Gazellen
שטיוול	Stiefel
טרענסעקסואליזם	Transsexualität
דזשונגל	Dschungel
אלטקייט	Alter
טאן	Tonne (Einheit)
לוי אשכול	Levi Eschkol
כשרות	Jüdische Speisegesetze
דועל	Duell
CFA פראנק	CFA-Franc-Zone
פאדאליע	Podolien
אפאלגאטיקע	Apologetik
סדרדיקע צאל	Ordinalzahl
לשון הרע	Diffamierung
עזרא	Esra (Person)
משניות	Mischna
חולון	Cholon
קאטיושא	Katjuscha (Raketenwerfer)
נתניה	Netanja
ירושלים דיסטריקט	Bezirk Jerusalem
סיודאד דעל עסטע	Ciudad del Este
איך האב א חלום	I Have a Dream
האנגאר	Hangar
פוערטעווענטורא	Fuerteventura
לימביק סיסטעם	Limbisches System
מימיקרי	Mimikry
ווירטועל מאשין	Virtuelle Maschine
ראפיק על כארירי	Rafiq al-Hariri
אבדאללא קעניג פון יארדאניע	Abdallah ibn Husain I.
פאנטשקע	Donut
גלית	Goliat
ראבערט וואדלאוו	Robert Wadlow
רמת גן	Ramat Gan
תל אביב דיסטריקט	Bezirk Tel Aviv
ריב אייזן	Küchenreibe
סייענס (זשורנאל)	Science
הורדוס אנטיפס	Herodes Antipas
מינסקער גובערניע	Minskaja Woblasz
הייבריד אויטא	Hybridantrieb
הר הבית	Tempelberg
היינט	Gegenwart
יתום	Waise
מלך פון פוילן	Liste der polnischen Herrscher
ווען	Kleintransporter
געוויסן	Gewissen
ישראל דיסטריקטן	Bezirke Israels
אסימילאציע	Assimilation (Soziologie)
קייט רייען	Kate Ryan
בריטישער מאנדאט	Völkerbundsmandat für Palästina
פלשתים	Philister
הר תבור	Berg Tabor
איביס	Ibisse
קאמעניץ, אוקראינע	Kamjanez-Podilskyj
מוכאמעד אמאר	Mohammed Omar
ווידעא קליפ	Musikvideo
יחזקאל	Ezechiel (Prophet)
קארליק	Kleinwuchs
MS Freedom of the Seas	Freedom of the Seas
ווערט	Wertvorstellung
פארקויפן	Vertrieb
אוניווערסיטעט פון בוענאס איירעס	Universidad de Buenos Aires
סודעטן	Sudetenland
זשאנגלירן	Jonglieren
שרה	Sarah (Erzmutter)
די באוועגונג	Ha-Tnu’a
ריקצוג פלאן	Israels einseitiger Abkoppelungsplan
Windows Explorer	Windows-Explorer
מיקראסקאפ	Mikroskop
פעלץ	Rauchwaren
אייער ברויט	Arme Ritter
זכרון יעקב	Zichron Ja’akow
ציל	Ziel
היסטאריע פון פוילן	Geschichte Polens
אוניווערסיטעט פון קאנסעפסיאן	Universidad de Concepción
יונה סאלק	Jonas Salk
פשוטע ענגלישע וויקיפעדיע	Simple English Wikipedia
ווידרע	Otter
ירושה	Erbschaft
וועלט היסטאריע	Menschheitsgeschichte
שיצפאס	Sicherheitsgurt
סעודה	Fest
גיאם דע מאשא	Guillaume de Machaut
וואלאזשין	Waloschyn
שם	Sem (Bibel)
משנה תורה	Mischne Tora
ראשון לציון	Rischon LeZion
פאלעסטינער	Palästinenser
שבועות	Schawuot
דאנא אינטערנאשיאנאל	Dana International
סלוצק	Sluzk
אריאל אוניווערסיטעט אין שומרון	Universität Ariel in Samarien
היסטאריע פון וויסנשאפט	Wissenschaftsgeschichte
סטאטוס קווא	Status quo
היפאקריטיע	Heuchelei
ברוך מרזל	Baruch Marzel
סאניק	Sanok
לאנדאנער בארא פון לאמבעט	London Borough of Lambeth
טאלק	Talk
לאנדאנער בארא פון קאמדן	London Borough of Camden
פאס דו איגוואסו	Foz do Iguaçu
לבנון טאל	Bekaa-Ebene
רשימה פון מדרשים	Midrasch
ראמאן, רומעניע	Roman (Rumänien)
דזשעסיקא סוטא	Jessica Sutta
קאנסענסוס	Konsens
פאלאשן	Beta Israel
בראהמאגופטא	Brahmagupta
פרשת חיי שרה	Chaje Sara
איינס קרייז	Einheitskreis
מצבה	Grabstein
מערת המכפלה	Machpela
גיחון קוואל	Gihonquelle
גאז קאמער	Gaskammer (Todesstrafe)
צענטראלע ליניע	Central Line
לאנדאנער בארא פון בארקינג און דעגנהעם	London Borough of Barking and Dagenham
קין	Kain
אבשלום	Abschalom
ערפינדער	Erfinder
גרינוויטש וויליזש	Greenwich Village
אלוועלטלעכע ציוניסטישע באוועגונג	Zionistische Weltorganisation
זוהר	Zohar
אלגעברעישע סטרוקטור	Algebraische Struktur
צפורה	Zippora
קאנסערוואטיוו יידנטום	Konservatives Judentum
סטינגרעי	Stechrochen
לאנדאנער בארא פון האקני	London Borough of Hackney
לאנדאנער בארא פון הילינגדן	London Borough of Hillingdon
לאנדאנער בארא פון איזלינגטאן	London Borough of Islington
פיאדאר יעמעליאנענקא	Fjodor Wladimirowitsch Jemeljanenko
טאלאנט	Fertigkeit
שיכרות	Alkoholvergiftung
הר הזיתים	Ölberg (Jerusalem)
גוגל ביכער	Google Books
הר הרצל	Herzlberg
אלישע	Elischa (Prophet)
איזאפאד	Asseln
ציריכער אוניווערסיטעט	Universität Zürich
סימפאזיום	Symposion
ALS	Amyotrophe Lateralsklerose
פייזער	Pfizer
דורכגאס פון סיציליע	Straße von Sizilien
סנחריב	Sîn-aḫḫe-eriba
לאנדאנער בארא פון ברענט	London Borough of Brent
לאנדאנער בארא פון בעקסלי	London Borough of Bexley
לאנדאנער בארא פון אילינג	London Borough of Ealing
באברויסק	Babrujsk
כבוד	Ehre
הענגאווער	Kater (Alkoholintoxikation)
רחובות	Rechovot
קאלא-קאלא	CSD Colo-Colo
רחל	Rachel (Bibel)
ליסטע פון שטעט אינעם פאראייניגטן קעניגרייך	Liste der Städte im Vereinigten Königreich
וויספע	Eiland
לוד	Lod
מוזיקאלישע קאמפאזיציע	Komposition (Musik)
פיקאדילי ליניע	Piccadilly Line
בלאדי מערי	Bloody Mary
אצ"ל	Irgun Tzwa’i Le’umi
פארעם	Form (Philosophie)
עריק ראבערטס	Eric Roberts
קאקאא	Kakao
גוואנטאנאמע בעי	Bahía de Guantánamo
גאלד (קאליר)	Gold (Farbe)
לאנדאנער בארא פון נייהעם	London Borough of Newham
לאנדאנער בארא פון טאר האמלעטס	London Borough of Tower Hamlets
כתובים	Ketuvim
ניסן	Nisan (Monat)
RapidShare	Rapidshare
פארגעניגן	Genuss
אב	Aw (Monat)
סאברא און שאטילא	Massaker von Sabra und Schatila
לאנדאנער בארא פון בראמלי	London Borough of Bromley
בעדפארד	Bedford
לעשאויטא	Feuerwehrfahrzeug
גראן טשאקא	Gran Chaco
וואפן שטילשטאנד	Waffenruhe
עיל	Ale (Bier)
ספערויד	Rotationsellipsoid
פשעמישל	Przemyśl
אדום	Edom
משה שרת	Mosche Scharet
סנהדרין	Sanhedrin
לבנון ברודער קריג	Libanesischer Bürgerkrieg
אל על	El Al
אומאן	Uman
גראד (ווינקל)	Gon
פלירטינג	Flirt
בת ים	Bat Jam
הייך	Höhe
לאנדאנער בארא פון רעדברידזש	London Borough of Redbridge
ישראלישע אקאדעמיע פון וויסנשאפטן	Israelische Akademie der Wissenschaften
וואונדער פון דער וועלט	Weltwunder
בארשא	Borșa
ביאלע	Biała Podlaska
דינדיש	Gyöngyös
אינטערפרעטאציע	Dolmetschen
לאנדאנער בארא פון הארוי	London Borough of Harrow
לאנדאנער בארא פון ענפילד	London Borough of Enfield
לאנדאנער בארא פון וואנדזווערט	London Borough of Wandsworth
פסיכיאטער	Psychiater
תשעה באב	Tischa beAv
מקווה	Mikwe
איסאאק לעװיטאן	Isaak Iljitsch Lewitan
מצה	Matze
פרינציפ	Prinzip
בלעך	Blech
פולין גדול	Großpolen
ניו יארק פאסט	New York Post
סאאיד קטב	Sayyid Qutb
פארקויף מאשין	Selbstbedienungsautomat
רחבעם	Rehabeam
שלונגן	Schluckakt
סייקס-פיקא פארשטענדעניש	Sykes-Picot-Abkommen
בלוט צעל	Blutkörperchen
אריאן	Orion (Raumschiff)
גאלף	Golf
ענטעבע	Entebbe
באצילן	Bacillus
מאנארך פלאטערל	Monarchfalter
אייר	Ijjar
פייסל דער ערשטער	Faisal I.
יהודה לייב אשלג	Yehuda Ashlag
רודאלף זשוליאני	Rudolph Giuliani
מאניקע לעווינסקי	Monica Lewinsky
אדר	Adar (Monat)
סטיווען קאלבערט	Stephen Colbert
חרדים	Ultraorthodoxes Judentum
קלעזמער	Klezmer
פארטיזאנער	Partisan
טלית	Tallit
חנוך	Henoch
ווילקאמיר	Ukmergė
מזרח יאריד	Orient-Messe
רשימה:פיזיקער	Liste bedeutender Physiker
לערי קינג	Larry King
געשעפט	Laden (Geschäft)
לאנדאנער בארא פון הארינגיי	London Borough of Haringey
שמעון דובנאוו	Simon Dubnow
שפינדל	Handspindel
לאנדאנער בארא פון האונסלא	London Borough of Hounslow
שכם	Nablus
שטאף	Material (Fertigungstechnik)
שמשון הגיבור	Samson
גלעד שליט	Gilad Schalit
סעגוויי	Segway Personal Transporter
היטש	Trampen
לעטיסיע	Leticia
דראמאטורג	Dramatiker
לאנדאנער בארא פון לואישעם	London Borough of Lewisham
לאנדאנער בארא פון העווערינג	London Borough of Havering
עטיאפישער קאלענדאר	Äthiopischer Kalender
פידעל ראמאס	Fidel Ramos
מוזיקאלישע טרופע	Band (Musik)
שוים	Schaum
קאפל	Kippa
הר חרמון	Hermon
דזשערי סיינפעלד	Jerry Seinfeld
שטים בענדער	Stimmlippe
פערזאן	Person
אברהם יהושע העשל	Abraham Joshua Heschel
ווייסוויידל הערש	Weißwedelhirsch
יצחק פערלמאן	Itzhak Perlman
ישעיהו לעבאוויטש	Jeschajahu Leibowitz
וויעטנאמעזער	Vietnamesen
דאקלאנדס לייכטע באן	Docklands Light Railway
ריבניץ	Rîbnița
גייטסהעד	Gateshead
טיין	Tyne (England)
נביאים	Nevi’im
כסלו	Kislew
הארץ (צייטונג)	Haaretz
אדלערפיש	Umberfische
דונאם	Dunam
סעקולאריזם	Säkularismus
ראמזאן קאדיראוו	Ramsan Achmatowitsch Kadyrow
אראקל	Orakel
תמוז	Tammus
אלול	Elul
טבת	Tevet
Sky News	Sky News
דעיוויד לעטערמאן	David Letterman
דער ניו יארקער	The New Yorker
זשאן עדווארדס	John Edwards (North Carolina)
זעלבסטמארד אטאקע	Selbstmordattentat
עלעקטרא	Electro (Musikstil)
שבט (חודש)	Schevat
טשעסטער נימיץ	Chester W. Nimitz
אמעריקאנער מוזיי פון נאטירלעכער היסטאריע	American Museum of Natural History
תשרי	Tischri
ווילסאן	Wilson
לארענס סטערן	Laurence Sterne
מאראנצן זאפט	Orangensaft
איבונגען	Training (Sport)
צום גדליה	Zom Gedalja
לאפע	Pfote
פאול וואלפאוויטש	Paul Wolfowitz
ריימאנד קארווער	Raymond Carver
קינגס קראס באן סטאנציע	Bahnhof King’s Cross
דארף מענטשן	Village People
עמא בונטאן	Emma Bunton
קריגס פירער	Kriegsherr
טייוול אינזל	Teufelsinsel
גוגל אנאליטיקס	Google Analytics
רעכטס און לינקס פארקער	Links- und Rechtsverkehr
דיגיטאלישע אונטערשריפט	Digitale Signatur
אנגון	Anggun
רמלה	Ramla
סופיט	Decke (Bauteil)
לאנדישער אויטאנאמישער אוניווערסיטעט פון מעקסיקא	Nationale Autonome Universität von Mexiko
טשערעפאכע	Schildkröten
Microsoft Exchange Server	Microsoft Exchange Server
בית"ר ירושלים	Beitar Jerusalem
מכבי תל אביב	Maccabi Tel Aviv (Fußball)
ווייסבוך	Weißbuch
מגילת העצמאות	Israelische Unabhängigkeitserklärung
גסיסה	Hirntod
סנדק	Pate
ליינען	Reading (Begriffsklärung)
מקור	Source
מין	Sex (Begriffsklärung)
קאמפאזיציע	Composition
קלימאקס	Klimax
קליין	Klein
רשימה:לענדער אין אייראפע	Liste der Länder Europas
ליסטע פון לענדער אין אפריקע	Liste der Staaten Afrikas
VOA	Voice of America
אונטערארעם	Unterarm
שאפונג	Creation
ישראלדיקער ספארטלער אומקום ביי דער מינכן אלימפיאדע	Geiselnahme von München
שרה זילבערמאן	Sarah Silverman
אקט אף יוניאן	Act of Union
טישו	Gewebe
חם	Ham (Bibel)
מלכות ישראל	Nordreich Israel
דעיל קארנעגי	Dale Carnegie
גראד (נומער)	Parität (Mathematik)
געלע זשורנאליזם	Boulevard (Medien)
אוניווערסיטעט פון טשילע	Universidad de Chile
מעטרישע סיסטעם	Metrisches Einheitensystem
יוני 2007	Juni 2007
דראגאן פרוכט	Drachenfrucht
בעני דעפארטמענט	Departamento Beni
סעמינאר	Theologisches Seminar
יולי 2006	Juli 2006
פעברואר 2007	Februar 2007
מערץ 2009	März 2009
קאטשאבאמבא דעפארטמענט	Departamento Cochabamba
טאריכא דעפארטמענט	Departamento Tarija
פעני	Penny (Münze)
באנגאר	Bangor (Wales)
ישראל (באדייטן)	Israel (Begriffsklärung)
ניאוף	Ehebruch
מערץ 2007	März 2007
האדזש	Haddsch
בראדוויי טעאטער	Broadway (Theater)
סאנטא קרוז (דעפארטמענט אין באליוויע)	Departamento Santa Cruz
טשוקיסאקא דעפארטמענט	Departamento Chuquisaca
פאנדא דעפארטמענט	Departamento Pando
עפיגלאטיס	Epiglottis
נאוועמבער 2006	November 2006
אפריל 2007	April 2007
מײַ 2007	Mai 2007
אחאב	Ahab (König)
קעלצער פאגראם	Pogrom von Kielce
יוני 2006	Juni 2006
פאטאסי דעפארטמענט	Departamento Potosí
שלום עליכם (שרייבער)	Scholem Alejchem
על אריש	Al-Arisch
אמעריקאנער חורבן אייראפע מוזיי	United States Holocaust Memorial Museum
שלמה אבן גבירול	Solomon ibn Gabirol
דייוויד דער צווייטער, מלך פון שאטלאנד	David II. (Schottland)
מאקעווע	Makó
שלומבערגערא	Schlumbergera
בויגן	Bogen
מן	Manna
לידא	Lida
קאטשקע (מאסקאווי)	Moschusente
קעגן לבנון בערג	Anti-Libanon
באקטעריאלאגיע	Bakteriologie
