अफ्रीका	Afrika
सिक्का	Münze
दक्षिणी गोलार्ध	Südhalbkugel
ई.पू. ६९	69 v. Chr.
ई.पू. १६	16 v. Chr.
ई.पू. ३५	35 v. Chr.
ई.पू. १३	13 v. Chr.
ओपेरा ब्राउजर	Opera
परिवेग	Impuls
जोन डाल्टन	John Dalton
रकेट	Rakete
ई.पू. १७	17 v. Chr.
ई.पू. ६७	67 v. Chr.
ई.पू. ८८	88 v. Chr.
ई.पू. ९६	96 v. Chr.
ई.पू. ५४	54 v. Chr.
ई.पू. ८७	87 v. Chr.
शङ्खेत्रो	Grapefruit
ई.पू. २४	24 v. Chr.
ई.पू. ७७	77 v. Chr.
हर्सा	Hämorrhoiden
अदालत	Gericht
विलियम ब्लेक	William Blake
ई.पू. ६०	60 v. Chr.
ई.पू. ५६	56 v. Chr.
ई.पू. ९८	98 v. Chr.
ई.पू. ५१	51 v. Chr.
रोडेसको कोलोसस	Koloss von Rhodos
हरितगृह प्रभाव	Treibhauseffekt
जुलिया गिलार्ड	Julia Gillard
ह्याम्लेट	Hamlet
छारे रोग	Epilepsie
छाता	Regenschirm
धनियाँ	Echter Koriander
हाइफा	Haifa
ई.पू. ८१	81 v. Chr.
ई.पू. ६२	62 v. Chr.
ई.पू. ९५	95 v. Chr.
ई.पू. ७१	71 v. Chr.
ई.पू. ९७	97 v. Chr.
भारतको झण्डा	Flagge Indiens
गिनिज बुक अफ वर्ल्ड रेकर्डस	Guinness-Buch der Rekorde
परिकल्पना	Hypothese
ई.पू. ८६	86 v. Chr.
ई.पू. ८०	80 v. Chr.
ई.पू. ७४	74 v. Chr.
ई.पू. ६४	64 v. Chr.
ई.पू. ९९	99 v. Chr.
ई.पू. ७६	76 v. Chr.
ई.पू. ७९	79 v. Chr.
ई.पू. ६१	61 v. Chr.
मनमोहन सिंह	Manmohan Singh
रोजा पार्क्स	Rosa Parks
बेबीलोनको झुलन बगैंचा	Hängende Gärten der Semiramis
ई.पू. ५०	50 v. Chr.
हाब्रे	Kleiner Panda
अन्तर्राष्ट्रिय परमाणु ऊर्जा अभिकरण	Internationale Atomenergie-Organisation
कालो मृत्यु	Schwarzer Tod
आग्नेय चट्टान	Magmatisches Gestein
हुँडार	Hyänen
ई.पू. ३९९	399 v. Chr.
हुयान साङ	Xuanzang
गोबी मरुभूमि	Gobi
नागरिकता	Staatsbürgerschaft
पुट्ठा	Gesäß
ओच्छ्यान	Bett
बकिंघम प्यालेस	Buckingham Palace
ई.पू. ८२	82 v. Chr.
निलो व्हेल	Blauwal
ई.पू. १४९	149 v. Chr.
ई.पू. १०१	101 v. Chr.
हँसिया	Sichel (Werkzeug)
अनुसन्धान	Forschung
राइबोसोम	Ribosom
सुली प्रुधोमे	Sully Prudhomme
स्पेन राष्ट्रिय फुटबल टिम	Spanische Fußballnationalmannschaft
बुट्यान	Strauch
मलेवा	Felsentaube
राजमा	Gartenbohne
ई.पू. ८३	83 v. Chr.
ई.पू. ९२	92 v. Chr.
ई.पू. ९३	93 v. Chr.
ई.पू. ९४	94 v. Chr.
ई.पू. ७८	78 v. Chr.
नीहारिका	Nebel (Astronomie)
अङ्ग्रेज	Engländer (Volk)
ई.पू. ६६	66 v. Chr.
ई.पू. ८५	85 v. Chr.
ई.पू. ८९	89 v. Chr.
ई.पू. ७२	72 v. Chr.
ई.पू. ७३	73 v. Chr.
ई.पू. ६८	68 v. Chr.
ई.पू. ७५	75 v. Chr.
क्याटी पेरी	Katy Perry
खरानी (रङ्ग)	Grau
सिन्धु घाटी सभ्यता	Indus-Kultur
बेसार	Kurkuma
कुहिना	Ellbogengelenk
वन बिरालो	Rohrkatze
चरी बाघ	Bengalkatze
भैँसी	Wasserbüffel
फर्नान्डो टोरेस	Fernando Torres
अड्रे हेपबर्न	Audrey Hepburn
बहालवाला	Amtsinhaber
चङ्गा	Drachen
निकोलस केज	Nicolas Cage
सवारी साधन	Fahrzeug
कृष्ण	Krishna
ई.पू. २०१	201 v. Chr.
ई.पू. २०२	202 v. Chr.
उत्परिवर्तन	Mutation
आगरा	Agra
मनसून	Monsun
ई.पू. १४६	146 v. Chr.
जुका	Egel
आर्टेमिसको मन्दिर	Tempel der Artemis in Ephesos
ई.पू. ३५६	356 v. Chr.
विद्युतीय अभियान्त्रिकी (इन्जिनियरिङ)	Elektrotechnik
डेमी मुर	Demi Moore
अनिकाल	Dürre
मरिच	Pfeffer
मूलभूत कण	Elementarteilchen
केभिन रुड	Kevin Rudd
भान्सा	Küche
गोही	Echte Krokodile
ई.पू. ११०	110 v. Chr.
द्वीलैङ्गिकता	Bisexualität
ई.पू. १०६	106 v. Chr.
ई.पू. ४८०	480 v. Chr.
एलेक्जेन्ड्रियाको प्रकाशघर	Pharos von Alexandria
ई.पू. ३३१	331 v. Chr.
टाइम (पत्रिका)	Time
ई.पू. २००	200 v. Chr.
जर्मनी राष्ट्रिय फुटबल टिम	Deutsche Fußballnationalmannschaft
सिक्किमका राज्यपालहरु	Liste der Gouverneure von Sikkim
काग	Raben und Krähen
पहान बिरालो	Eurasischer Luchs
रोबर्ट बोइल	Robert Boyle
ई.पू. ३२२	322 v. Chr.
ई.पू. ३३६	336 v. Chr.
जस्टिन टिम्बरलेक	Justin Timberlake
चण्डीगढ	Chandigarh
पोथी	Weibliches Geschlecht
पाखुरा	Arm
अंकोरवाट	Angkor Wat
प्राकृतिक चयन	Selektion (Evolution)
पधेँरो	Brunnen
सुप	Fenchel
के२ हिमाल	K2
सापेक्षता सिद्धान्त	Relativitätstheorie
जंगली बिरालो	Wildkatze
मम्मी	Mumie
कोलेस्टेरोल	Cholesterin
मोजा	Strumpf
थोमस मुलर	Thomas Müller (Fußballspieler)
फिलिप लाम	Philipp Lahm
बरमुडा त्रिभुज	Bermudadreieck
आन्ड्रेस इनिएस्टा	Andrés Iniesta
आँखीभुईं	Augenbraue
टर्की (चरा)	Truthühner
नाइटो	Bauchnabel
राहदानी	Reisepass
आर्जेन रोबेन	Arjen Robben
मुहम्मद युनूस	Muhammad Yunus
ई.पू. ३८४	384 v. Chr.
ई.पू. २६४	264 v. Chr.
ई.पू. १८५	185 v. Chr.
जेस्सिका अल्बा	Jessica Alba
ई.पू. १६९	169 v. Chr.
ई.पू. ११९	119 v. Chr.
ई.पू. १९५	195 v. Chr.
ई.पू. ११५	115 v. Chr.
लालचुच्चे ठेउवा	Dollarvogel
ई.पू. १२०	120 v. Chr.
भाले	Männliches Geschlecht
ई.पू. १५६	156 v. Chr.
ई.पू. १२९	129 v. Chr.
ब्राम्टन	Brampton (Ontario)
ई.पू. १०४	104 v. Chr.
चन्द्रग्रहण	Mondfinsternis
ई.पू. १३९	139 v. Chr.
ई.पू. १२२	122 v. Chr.
ई.पू. २०६	206 v. Chr.
जब तक है जान (हिन्दी चलचित्र)	Solang ich lebe
ई.पू. ३२३	323 v. Chr.
सलमान रुशदी	Salman Rushdie
ई.पू. २०३	203 v. Chr.
मेट्रिक्स	Matrix (Mathematik)
ई.पू. १०२	102 v. Chr.
भ्यालेन्तिना तेरेस्कोभा	Walentina Wladimirowna Tereschkowa
क्यामरुन डियाज	Cameron Diaz
ताप	Wärme
ई.पू. १५९	159 v. Chr.
ई.पू. १४१	141 v. Chr.
मन्दिर	Tempel
ई.पू. १८३	183 v. Chr.
टाइटानिक (१९९७ चलचित्र)	Titanic (1997)
रसायन शास्त्रमा नोबेल पुरस्कार	Nobelpreis für Chemie
उपवास	Fasten
ई.पू. २४१	241 v. Chr.
ई.पू. २०९	209 v. Chr.
द स्टार–स्प्याङ्गल्ड ब्यानर	The Star-Spangled Banner
ई.पू. २१०	210 v. Chr.
ई.पू. १०३	103 v. Chr.
ई.पू. १४५	145 v. Chr.
ई.पू. ३४७	347 v. Chr.
ई.पू. १४२	142 v. Chr.
किम्बु	Maulbeeren
ई.पू. १०९	109 v. Chr.
ई.पू. २१५	215 v. Chr.
ई.पू. १४८	148 v. Chr.
लिन्ड्से लोहन	Lindsay Lohan
विन्दु	Punkt (Geometrie)
ई.पू. १२१	121 v. Chr.
ई.पू. १८९	189 v. Chr.
ई.पू. १७९	179 v. Chr.
ई.पू. १८६	186 v. Chr.
यमराज	Yama (Todesgott)
ई.पू. १९०	190 v. Chr.
ई.पू. १५२	152 v. Chr.
ई.पू. १६८	168 v. Chr.
सिड्नी ओपेरा हाउस	Sydney Opera House
कोल्डप्ले	Coldplay
ज्याक एफ्रन	Zac Efron
ई.पू. ३३३	333 v. Chr.
ई.पू. २३५	235 v. Chr.
हरात	Herat
द डोर्स	The Doors
ह्यालिकार्नाससको मौसोलियम	Mausoleum von Halikarnassos
ई.पू. २२२	222 v. Chr.
ई.पू. २३६	236 v. Chr.
ई.पू. २३७	237 v. Chr.
ब्रह्मपुत्र नदी	Brahmaputra
ई.पू. २३८	238 v. Chr.
ई.पू. २३९	239 v. Chr.
ई.पू. २३३	233 v. Chr.
ई.पू. २३१	231 v. Chr.
ई.पू. १७७	177 v. Chr.
ई.पू. २२९	229 v. Chr.
ई.पू. १७१	171 v. Chr.
ई.पू. २२५	225 v. Chr.
ई.पू. १३३	133 v. Chr.
ई.पू. २२६	226 v. Chr.
ई.पू. १३७	137 v. Chr.
ई.पू. २२३	223 v. Chr.
ई.पू. १८४	184 v. Chr.
ई.पू. १४४	144 v. Chr.
ई.पू. १४७	147 v. Chr.
भूत	Gespenst
ई.पू. २३२	232 v. Chr.
कन्दाहार	Kandahar
ई.पू. १५१	151 v. Chr.
ई.पू. ११२	112 v. Chr.
रूख कटहर	Jackfruchtbaum
ई.पू. ३५०	350 v. Chr.
ओखल र मुसल	Mörser (Werkzeug)
सत्येन्द्र नाथ बोस	Satyendranath Bose
दाइजो	Mitgift
ई.पू. १९७	197 v. Chr.
ई.पू. २०७	207 v. Chr.
ई.पू. १०५	105 v. Chr.
ई.पू. १८८	188 v. Chr.
ई.पू. १८०	180 v. Chr.
ई.पू. १३१	131 v. Chr.
ई.पू. १९१	191 v. Chr.
अक्टोबर २०११	Oktober 2011
दादरा र नगर हवेली	Dadra und Nagar Haveli
ई.पू. २७५	275 v. Chr.
ई.पू. २१२	212 v. Chr.
राष्ट्रिय निकुञ्ज	Nationalpark
ई.पू. १९९	199 v. Chr.
ओलम्पियाको जिउजको मूर्ति	Zeus-Statue des Phidias
ई.पू. १९६	196 v. Chr.
ई.पू. १८७	187 v. Chr.
ई.पू. १९८	198 v. Chr.
ई.पू. १९२	192 v. Chr.
ई.पू. १९३	193 v. Chr.
टाइनी टेम्पा	Tinie Tempah
ई.पू. १९४	194 v. Chr.
ई.पू. २०५	205 v. Chr.
टाइपराइटर	Schreibmaschine
ई.पू. १५५	155 v. Chr.
ई.पू. १७६	176 v. Chr.
ई.पू. १८१	181 v. Chr.
कछुवा	Landschildkröten
चित्रदुर्ग	Chitradurga
अफिम	Opium
ई.पू. १६७	167 v. Chr.
ई.पू. १६६	166 v. Chr.
ई.पू. १७४	174 v. Chr.
ई.पू. १६५	165 v. Chr.
ई.पू. २०८	208 v. Chr.
ई.पू. १६०	160 v. Chr.
ई.पू. १६१	161 v. Chr.
ई.पू. १६४	164 v. Chr.
ई.पू. १८२	182 v. Chr.
ई.पू. १७३	173 v. Chr.
ई.पू. १७२	172 v. Chr.
ई.पू. १७८	178 v. Chr.
ई.पू. १७५	175 v. Chr.
फिजी हिन्दी	Fidschi-Hindi
सम्पत्ति	Aktiva
वाङ्गारी माथाई	Wangari Maathai
श्रीमद्भगवद गीता	Bhagavad Gita
हिमश्रृङ्खला	Gebirgszug
वासलात	Bilanz
लेना नदी	Lena (Arktischer Ozean)
औंठी	Ring (Schmuck)
तिब्बती लिपि	Tibetische Schrift
ओखर	Echte Walnuss
ई.पू. १५४	154 v. Chr.
चेतन भगत	Chetan Bhagat
ई.पू. १३२	132 v. Chr.
ई.पू. १७०	170 v. Chr.
ई.पू. १५७	157 v. Chr.
ई.पू. १११	111 v. Chr.
ई.पू. ११४	114 v. Chr.
ई.पू. २२०	220 v. Chr.
