अफ़्रीका	Afrika
ताप उत्क्रमण	Inversionswetterlage
बेयरिंग	Lager (Maschinenelement)
रेखीय बी लिपि	Linearschrift B
पायोनियर कार्यक्रम	Pioneer (Raumsonden-Programm)
मोटर वाहन उद्योग	Automobilindustrie
जलवाष्प	Wasserdampf
सलाहुद्दीन प्रान्त	Salah ad-Din (Gouvernement)
स्पाइडर-मैन २	Spider-Man 2
ट्रांस्मीटर	Sendeanlage
झांझ	Becken (Musikinstrument)
हरार	Harar
इस्कॉन	Internationale Gesellschaft für Krishna-Bewusstsein
वृद्धि हार्मोन	Somatropin
ऊँचाई (विमानन)	Flughöhe
द लोर्ड ऑफ द रिंग्स फिल्म ट्रिलॉजी	Der Herr der Ringe (Filmtrilogie)
मांटेसरी पद्धति	Montessoripädagogik
प्रतिभा पलायन	Braindrain
सोडियम कार्बोनेट	Natriumcarbonat
तापयुग्म	Thermoelement
प्राणिऊष्मा	Thermoregulation
हैरी पॉटर में प्रयोग की गयी जादुई वस्तुएं	Begriffe der Harry-Potter-Romane
आयनन	Ionisation
रेचल मेक'एडम्स	Rachel McAdams
बेढंगी गैलेक्सी	Irreguläre Galaxie
हिब्रू भाषा अकादमी	Akademie für die hebräische Sprache
एफपीजीए	Field Programmable Gate Array
बौनी गैलेक्सी	Zwerggalaxie
दुर्लभ मृदा तत्व	Metalle der Seltenen Erden
प्वासों अनुपात	Poissonzahl
विल्लर्ड लिब्बी	Willard Libby
सदाबहार	Immergrüne Pflanze
अमरबेल	Seide (Gattung)
आशा	Hoffnung
अश्रु गैस	Reizstoff
सिबिर ख़ानत	Khanat Sibir
अभिलक्षणिक मान तथा अभिलक्षणिक सदिश	Eigenwertproblem
फिटकरी	Alaune
नीकोला बूरबाकी	Nicolas Bourbaki
कोस्टा कंकोर्डिया	Costa Concordia
इस्परान्तो विकिपीडिया	Esperanto-Wikipedia
हिन्दू पंचांग	Hinduistischer Lunisolarkalender
डी मायवर का प्रमेय	Moivrescher Satz
निषेध (तर्क)	Negation
भेड़ पीठ शैल	Rundhöcker
माउण्ट कैमरून	Kamerunberg
हनटिंग्टन रोग	Chorea Huntington
हिन्द महासागर में बिखरे द्वीप	Îles Éparses
गामा फलन	Gammafunktion
नव-उपनिवेशवाद	Neokolonialismus
ऑनलाइन कंप्यूटर लाइब्रेरी सेंटर	Online Computer Library Center
न्यूयॉर्क जायन्ट्स	New York Giants
वेब डिजाईन	Webdesign
माइक्रोनेशिया का ध्वज	Flagge Mikronesiens
बहुसंस्कृतिवाद	Multikulturalismus
विसर्पी गणक	Rechenschieber
अग्निशमन यंत्र	Feuerlöscher
प्रघाती तरंग	Stoßwelle
लीबियाई दीनार	Libyscher Dinar
मध्य प्रान्त	Zentralprovinz (Sri Lanka)
रायोलाइट	Rhyolith
जेम्स रेनवाटर	James Rainwater
वेन आरेख	Mengendiagramm
मार्टिन राइल	Martin Ryle
पॉलीग्राफ	Lügendetektor
सेन्ट्रोसोम	Zentrosom
फ़िलिप ऐंडरसन	Philip Warren Anderson
फाम्की जेन्सेन	Famke Janssen
रूसी संघीय अंतरिक्ष अभिकरण	Roskosmos
बोरा	Bora (Wind)
शैथिल्य	Hysterese
विलवणन	Meerwasserentsalzung
तुर्की का इतिहास	Geschichte der Republik Türkei
सक्रियित कार्बन	Aktivkohle
विक्टर चेर्नोम्यिर्दिन	Wiktor Stepanowitsch Tschernomyrdin
गुंजा	Paternostererbse
अमोनियम	Ammonium
क्लब ब्रुग के.वी.	FC Brügge
चार एशियाई चीते	Tigerstaaten
कैडल इवांस	Cadel Evans
बेरिंजिया	Beringia
डॉकयार्ड	Werft
जिम पार्सन्स	Jim Parsons
बरबत	Oud
कार्ल रोजर्स	Carl Rogers
अनुमापन	Titration
स्पेन-नियंत्रित उत्तर अफ़्रीकी क्षेत्र	Plaza de soberanía
गैरी बेकर	Gary Becker
आद्रियें मारि लजान्द्र	Adrien-Marie Legendre
पैट्रिशिया नील	Patricia Neal
मिस्टर एंड मिसेज़ स्मित	Mr. & Mrs. Smith (2005)
फ़रोसे क्रोना	Färöische Krone
बैबल (फिल्म)	Babel (Film)
बग़दाद प्रान्त	Bagdad (Gouvernement)
बोस-आइन्स्टाइन सांख्यिकी	Bose-Einstein-Statistik
वृद्धावस्था	Alter
शब्दांश स्थानांतरण	Metathese (Phonetik)
एडवर्ड सपीर	Edward Sapir
लुक्रेजिया बोर्गिया	Lucrezia Borgia
सीता	Sita (Mythologie)
मथित्र	Zentrifuge
कामगार वर्ग	Arbeiterklasse
चेक विकिपीडिया	Tschechischsprachige Wikipedia
चोर-तंत्र	Kleptokratie
सस्य आवर्तन	Fruchtfolge
द सेटेनिक वर्सेज़	Die satanischen Verse
क्रमित युग्म	Geordnetes Paar
बीएसडी लाइसेंस	BSD-Lizenz
लक्ष्मी मित्तल	Lakshmi Mittal
गोदावरी नदी	Godavari
राजनीतिक भूगोल	Politische Geographie
सुरभेदी भाषा	Tonsprache
ख़ैबर दर्रा	Chaiber-Pass
भूख हड़ताल	Hungerstreik
बुनियाद	Gründung (Bauwesen)
शेख मुजीबुर्रहमान	Mujibur Rahman
सेकेरिन	Saccharin
लामा	Lama (Buddhismus)
दोमेनिको घिर्लांदाइयो	Domenico Ghirlandaio
मंडल	Mandala
श्यांगची	Xiangqi
इंटरटेनमेंट सॉफ्टवेयर रेटिंग बोर्ड	Entertainment Software Rating Board
बीबीसी वन	BBC One
डेविड फैरर	David Ferrer
पिट्सबर्ग स्टीलर्स	Pittsburgh Steelers
लूई वीटॉन	Louis Vuitton (Unternehmen)
द्वंद्वयुद्ध	Duell
संयोजन (खगोल विज्ञान)	Konjunktion (Astronomie)
टर्मिनेटर सैल्वेशन	Terminator: Die Erlösung
लौह अयस्क	Eisenerz
शाही स्वीडिश विज्ञान अकादमी	Königlich Schwedische Akademie der Wissenschaften
निकोलाई करमज़िन	Nikolai Michailowitsch Karamsin
पिज़्ज़ा हट	Pizza Hut
साख पत्र (Letter of credit)	Akkreditiv
एवा ग्रीन	Eva Green
रकाब	Steigbügel (Reiten)
कैंटरबरी टेल्स	Canterbury Tales
मिश्रित अर्थव्यवस्था	Gelenkte Volkswirtschaft
कुरजां	Jungfernkranich
बेंजोइक अम्ल	Benzoesäure
व्यवसाय प्रबंध में स्नातकोत्तर	Master of Business Administration
अलयूत लोग	Aleuten (Volk)
एवेंक लोग	Ewenken
फिलिस्तीन का ध्वज	Flagge Palästinas
नाड़ी	Puls
निकोलय डेवीडेंको	Nikolai Wladimirowitsch Dawydenko
फर्नान्डो वर्डास्को	Fernando Verdasco
नाक्षत्र समय	Sternzeit
ओमेगा-३ वसीय अम्ल	Omega-3-Fettsäuren
खमेर रूज	Rote Khmer
सामंथा स्टोसुर	Samantha Stosur
नॉर्वेजियाई विकिपीडिया	Norwegischsprachige Wikipedias
आपत्तिखण्डन	Apologetik
मानहानि	Diffamierung
आदर्श गैस समीकरण	Thermische Zustandsgleichung idealer Gase
अंतरराष्ट्रीय तापनाभिकीय प्रायोगिक संयंत्र	ITER
बयान-ओलगी प्रांत	Bajan-Ölgii-Aimag
आक्रामकता	Aggression
फोर स्ट्रोक इंजन	Viertaktmotor
सुरूद-ए-मिल्ली	Surudi Milli
प्रतिदीप्ति	Fluoreszenz
तकबीर	Takbīr
दिनार	Dinar
द काउंट ऑफ़ मॉन्टे क्रिस्टो	Der Graf von Monte Christo
गुलदान	Vase
टोनी पुरस्कार	Tony Award
प्रतिलोम फलन	Umkehrfunktion
आरएमएस क्वीन मैरी 2	Queen Mary 2
वित्त वर्ष	Geschäftsjahr
मुलाटु	Mulatte
पहियाकुर्सी	Rollstuhl
ब्रेव न्यू वर्ल्ड	Schöne neue Welt
एकियन	Achaier
यंग गुणांक	Elastizitätsmodul
ज्ञान प्रबन्धन	Wissensmanagement
स्वेतलाना कुज़नेतसोवा	Swetlana Alexandrowna Kusnezowa
लेंसनुमा गैलेक्सी	Linsenförmige Galaxie
न्यू जर्सी डेविल्स	New Jersey Devils
फिलाडेल्फिया फ़्लायर्स	Philadelphia Flyers
भारतीय खाना	Indische Küche
माया वर्ग	Magisches Quadrat
फीलपाँव	Elephantiasis
पीटर हिग्स	Peter Higgs
तुषारजनिकी	Kryotechnik
उद्देश्यवाद	Teleologie
तबरी	At-Tabarī
औपचारिक भाषा	Formale Sprache
प्राकृत	Prakrit
फेहंद्वीप	Chagos-Archipel
प्रोलेक्टिन	Prolaktin
सोया दूध	Sojamilch
आईसीसी क्रिकेट विश्व कप	Cricket World Cup
अरविन्द घोष	Aurobindo Ghose
लिसिप्पस	Lysipp
ऐतिहासिक उपन्यास	Historischer Roman
हताशा	Frustration
ज़ीन	Reitsattel
गुइयांग	Guiyang
मैस्टोडॉन	Mastodonten
कारेलिया	Karelien
स्फुरदीप्ति	Phosphoreszenz
यौन शिक्षा	Sexuelle Aufklärung
सेवेर्नाया ज़ेमल्या	Sewernaja Semlja
लेंज का नियम	Lenzsche Regel
हाइड्रा	Süßwasserpolypen
गोल गुम्बद	Gol Gumbaz
बुनाई (विभिंग)	Weben
हिक्सोस	Hyksos
मिन	Min (ägyptische Mythologie)
नॉर्थ कैरोलिना विश्वविद्यालय	University of North Carolina at Chapel Hill
बेनेदितो क्रोचे	Benedetto Croce
कच्चा माल	Rohstoff (Produktion)
स्वप्रतिरक्षा	Autoimmunreaktion
आइज़ोल	Aizawl
सैन्य विज्ञान	Militärwissenschaft
स्थिति सदिश	Ortsvektor
कार्ट रेसिंग	Kartsport
पोस्टकार्ड	Postkarte
सेरेन्कोव विकिरण	Tscherenkow-Strahlung
किंग्स ऑफ़ लियोन	Kings of Leon
रोबेन द्वीप	Robben Island
धतूरा	Stechäpfel
तकनीकी चित्रण	Technisches Zeichnen
विंडोज़ मीडिया प्लेयर	Windows Media Player
ईजियाई सभ्यता	Ägäische Kultur
एल डोराडो	Eldorado
ड्रीमवर्क्स	DreamWorks SKG
तुरफ़ान	Turpan (Stadt)
एडमण्ड फेल्प्स	Edmund S. Phelps
इली नदी	Ili (Fluss)
बाल-श्रम	Kinderarbeit
महान विभाजक पर्वतमाला	Great Dividing Range
वर्तमान काल	Präsens
डेली टेलीग्राफ	The Daily Telegraph
छंद	Verslehre
अनुहरण	Mimikry
एरन एकहार्ट	Aaron Eckhart
ज़ो विल्फ़्रेड ज़ोंगा	Jo-Wilfried Tsonga
रयान रेनॉल्ड्स	Ryan Reynolds
जोसेफ एच टेलर जुनियर	Joseph Hooton Taylor Jr.
प्रोमेथियस (फ़िल्म)	Prometheus – Dunkle Zeichen
बर्टराम ब्रोकहौस	Bertram Brockhouse
दुःस्वप्न (बुरे सपने)	Albtraum
पुरावनस्पति विज्ञान	Paläobotanik
लीयोन एम लीडरमन	Leon Max Lederman
ड्रमलिन	Drumlin
उर्जा रूपान्तरण की दक्षता	Wirkungsgrad
चार्ल्स बार्क्ले	Charles Barkley
रोबर्ट कोलमन रिचार्डसन	Robert Coleman Richardson
ए जे लेगेट	Anthony James Leggett
कुचिंग की सुरंग	Tunnel von Củ Chi
आयरन मैन (फ़िल्म)	Iron Man (Film)
शेरेमेत्येवो अन्तर्राष्ट्रीय विमानक्षेत्र	Flughafen Moskau-Scheremetjewo
जड़त्वीय निर्देश तंत्र	Inertialsystem
यूएफ़ा चैम्पियंस लीग 2006-07	UEFA Champions League 2006/07
एनाहीम डक्स	Anaheim Ducks
नाग	Brillenschlange
काज़ीरंगा राष्ट्रीय उद्यान	Kaziranga-Nationalpark
अमेरिकी क्रान्ति	Amerikanische Revolution
वर्नियर मापनी	Nonius
ग्लासगो विश्वविद्यालय	University of Glasgow
कृत्रिम तंत्रिका नेटवर्क	Künstliches neuronales Netz
सैनिक इतिहास	Militärgeschichte
दृढ़ पिण्ड	Starrer Körper
सुण्डा जलसन्धि	Sundastraße
कोक	Koks
संभ्रांत वर्ग	Elite
रॉबिन सोडरलिंग	Robin Söderling
दोहरी प्रविष्टि प्रणाली	Buchführung
अण्डजरायुजता	Ovoviviparie
वेष्टित युग्म	Twisted-Pair-Kabel
हार्ले-डेविडसन	Harley-Davidson
IATA कोड	IATA-Code
एमएसएन	MSN
कद्दूकस	Küchenreibe
आर्केड गेम	Arcade-Spiel
सौर समय	Sonnenzeit
तुषारी लोग	Tocharer
नादिर शाह	Nadir Schah
डंडी यूनाइटेड एफ.सी.	Dundee United
नूडल	Nudel
पाइरॉक्सीन	Pyroxengruppe
नजफ़ प्रान्त	Nadschaf (Gouvernement)
वैंकूवर कैनक्स	Vancouver Canucks
कठोर जल	Wasserhärte
दैवीय ज्ञान	Offenbarung
घोटाला	Skandal
अबादेह	Abadeh
एंजल्स एंड डीमन्स (फ़िल्म)	Illuminati (Film)
त्वरणमापी	Beschleunigungssensor
पादप हार्मोन	Phytohormon
क्लैश ऑफ़ द टाइटन्स	Kampf der Titanen (2010)
मीनार-ए-जाम	Minarett von Jam
जावा मानव	Java-Mensch
टीकाकरण	Impfung
जलशीर्ष (हाइड्रोसेफ़लस)	Hydrocephalus
सुखोई	Suchoi
मोज़ा	Nylonstrumpf
बीजपत्र	Kotyledone
मीलाद उन-नबी	Maulid an-Nabī
एम्बेडेड सिस्टम	Eingebettetes System
लॉरेंस फिशबर्न	Laurence Fishburne
फोर्जिंग	Schmieden
तरंग-कण द्वैतता	Welle-Teilchen-Dualismus
हाइब्रिड वाहन	Hybridantrieb
ऑप्टोइलेक्ट्रॉनिक	Optoelektronik
इराकी दीनार	Irakischer Dinar
कुवैती दीनार	Kuwait-Dinar
खण्ड (आवर्त सारणी )	Block des Periodensystems
अरब का दर्शन	Islamische Philosophie
प्रादा	Prada
सम्बंद्ध प्रकाश	Kohärenz (Physik)
यूज़नेट	Usenet
हरयालीओं - हरा विकल्प	Die Grünen – Die Grüne Alternative
छोटी चोंच वाला एकिडना	Kurzschnabeligel
बुनाई (निटिंग)	Stricken
यूबीएस	UBS
पजामा	Pyjama
पैराशूटिंग	Fallschirmspringen
रोहे	Trachom
राजसहायता	Subvention
विशेष चाल	Eigenbewegung (Astronomie)
स्कूटर	Motorroller
कवकनाशी	Fungizid
बुलावायो	Bulawayo
लुसाने की संधि	Vertrag von Lausanne
युकाटन जलसन्धि	Yucatánstraße
करकूक प्रान्त	Kirkuk (Gouvernement)
सौर मण्डल की छोटी वस्तुएँ	Kleinkörper (Astronomie)
रॉल प्रमेय	Satz von Rolle
आत्मा (देवता)	Ruach
PS	PS
अन्तरजाल का इतिहास	Geschichte des Internets
हार्प (HAARP)	High Frequency Active Auroral Research Program
जावा आभासी मशीन	Java Virtual Machine
मर्व	Merw
स्पार्क प्लग	Zündkerze
विवर्तनिकी	Tektonik
खगोलीय धूल	Interstellarer Staub
न्यू इंग्लैंड पैटरियट्स	New England Patriots
राजनियक दूत	Diplomat
टेक्सस इंस्ट्रुमेंट्स	Texas Instruments
नेपोलियन (बहुविकल्पी)	Napoleon (Begriffsklärung)
वेब सेवा	Webservice
पार्क डेस प्रिंसेस	Prinzenparkstadion
दुबई अन्तर्राष्ट्रीय विमानक्षेत्र	Flughafen Dubai
एडिनोवाइरस	Adenoviridae
क्यानाइट	Kyanit
गर्मरक्ती	Gleichwarmes Tier
गारामुखी	Schlammvulkan
गिलमोर गर्ल्स	Gilmore Girls
सातत्यक यांत्रिकी	Kontinuumsmechanik
गैस टर्बाइन	Gasturbine
डिरे डावा	Dire Dawa
अफ़ार प्रदेश	Afar (Region)
जेम्स क्रोनिन	James Cronin
कृष्णा नदी	Krishna (Fluss)
केनेथ जी विल्सन	Kenneth Wilson
अंतःकरण	Gewissen
ओप्रुच्युनिटी रोवर	Opportunity
लालच	Habgier
बसरा प्रान्त	Basra (Gouvernement)
सैलिसिलिक अम्ल	Salicylsäure
एस्कॉर्बिक अम्ल	Ascorbinsäure
लोरी	Wiegenlied
तार्किक वस्तुनिष्ठावाद	Logischer Empirismus
मापक	Maßstab (Kartografie)
पिट्सबर्ग पेंग्विन्स	Pittsburgh Penguins
हैमपडेन पार्क	Hampden Park
वैकौण्ट पामर्स्टन	Henry John Temple, 3. Viscount Palmerston
स्तानिस्लास वावरिन्का	Stanislas Wawrinka
थॉमस बर्डिच	Tomáš Berdych
लुडाक्रिस	Ludacris
कन्साई अन्तर्राष्ट्रीय विमानक्षेत्र	Flughafen Kansai
इलेक्ट्रिक कार (विद्युत् कार)	Elektroauto
एम्सटर्डम संधि	Vertrag von Amsterdam
इंडियानापोलिस कोल्टस	Indianapolis Colts
संयुक्त राज्य भूगर्भ सर्वेक्षण	United States Geological Survey
सम्मिश्र विश्लेषण	Funktionentheorie
ध्रुवण (विद्युतचुम्बकीय)	Polarisation
धूप	Sonnenstrahlung
इलैक्ट्रॉन आवरण	Atomhülle
बीरजंद	Birdschand
हीनयान	Hinayana
जावा प्लेटफार्म लघु संस्करण	Java Platform, Micro Edition
गुड विल हंटिंग	Good Will Hunting
सेलोफेन	Cellulosehydrat
बंजी जम्पिंग	Bungeespringen
अवलोकितेश्वर	Avalokiteshvara
अन्तर्राष्ट्रीय विद्युततकनीकी आयोग	International Electrotechnical Commission
डिजीमॉन	Digimon
कूलिंग टॉवर	Kühlturm
जलोदर	Aszites
सारकॉइडोसिस	Sarkoidose
ऑयलर का प्रमेय	Satz von Euler
फोड़ा	Furunkel
अजिल्द	Taschenbuch
सजिल्द	Deckenband
चार्टर आन्दोलन	Chartisten
भड़ैंती	Farce (Theater)
चकोर	Chukarhuhn
माउण्टरेनियर	Mount Rainier
ख़ोव्द प्रांत	Chowd-Aimag
डेट्राइटट रेड विंग्स	Detroit Red Wings
कृषि इंजीनियरी	Landtechnik
बोस्टन ब्रुइन्स	Boston Bruins
कैलगरी फ़्लेम्स	Calgary Flames
मैग्नेट्रॉन	Magnetron
कॉकपिट	Cockpit
ब्रॉडबैंड इंटरनेट अभिगम	Breitbandkommunikation
प्रतिकारक	Antidot
जल घड़ी	Wasseruhr
विक्रय	Vertrieb
एथिलीन ग्लाइकोल	Ethylenglycol
रज्जब	Radschab
2008 ग्रीष्मकालीन ओलंपिक टेनिस	Olympische Sommerspiele 2008/Tennis
बैकअप	Datensicherung
ऐक्शन पोटेंशिअल	Aktionspotential
सत्याग्रह	Satyagraha
प्रेरी	Prärie
शरीर का निर्जलीकरण	Dehydratation (Medizin)
संक्रिया विज्ञान	Unternehmensforschung
जैवनैतिकता	Bioethik
सुवर्णभूमि अन्तर्राष्ट्रीय विमानक्षेत्र	Flughafen Bangkok-Suvarnabhumi
समुंदर के लुटेरे (फिल्म शृंखला)	Pirates of the Caribbean
बिली जोएल	Billy Joel
अमेरिकन एक्सप्रेस	American Express
जैवएथेनॉल	Bioethanol
न्यूयॉर्क आइलैंडर्स	New York Islanders
अरबी साहित्य	Arabische Literatur
ओममापी	Widerstandsmessgerät
ऍप्सिलन ऍरिडानी तारा	Epsilon Eridani
कारा जलडमरूमध्य	Karastraße
सर जोशुवा रेनालड्स	Joshua Reynolds
स्ट्रिकनीन	Strychnin
सामाजिक गतिशीलता	Soziale Mobilität
अनुच्छेद	Absatz (Text)
ऋत	Rita (Hinduismus)
काराकोल	Karakol
अन्तर्राष्ट्रीय संस्कृत लिप्यन्तरण वर्णमाला	International Alphabet of Sanskrit Transliteration
वेतन (सैलरी)	Arbeitsentgelt
गमेलन	Gamelan
बन्द जलसम्भर	Endorheisch
मीनसरीसृप	Ichthyosaurier
मरुमलार्ची द्रविड़ मुनेत्र कझगम	Marumalarchi Dravida Munnetra Kazhagam
डैन मैरीनो	Dan Marino
गोरखा युद्ध	Gurkha-Krieg
शशि थरूर	Shashi Tharoor
केप फ्लोरल संरक्षित क्षेत्र	Fynbos
वैंकूवर व्हाइटकैप्स एफसी	Vancouver Whitecaps FC
छद्मावरण	Tarnung
विन्डोज़ एक्स्प्लोरर (Windows Explorer)	Windows-Explorer
चार की टोली	Viererbande (China)
सूक्ष्मदर्शी	Mikroskop
अलीगढ़ मुस्लिम विश्वविद्यालय	Aligarh Muslim University
सैयद अहमद खान	Sayyid Ahmad Khan
मौलाना अबुल कलाम आज़ाद	Abul Kalam Azad
प्रमस्तिष्क अंगघात	Zertifizierungsstelle
द्रनंग ज़िला	Zhanang
ऊर्णाजिन	Pelz
झी लिन झांग	Zhang Zilin
जी ज़ैंग	Zheng Jie
राजेन्द्र प्रसाद	Rajendra Prasad
झोउ योंगकांग	Zhou Yongkang
मेट्टुपालयम, कोयंबटूर	Mettupalayam
पीनियल ग्रंथि	Zirbeldrüse
क्ले कोर्ट	Sandplatz (Tennis)
ओनो नो कोमाचि	Ono no Komachi
अक़तऊ	Aqtau
उष्णकटिबंधीय वर्षा-वन	Tropischer Regenwald
ग़ोरी राजवंश	Ghuriden
पगोडा	Pagode
पैरामिसियम	Pantoffeltierchen
मिस्री पाउंड	Ägyptisches Pfund
देहरादून	Dehradun
पोलैंड का इतिहास	Geschichte Polens
खुजली	Juckreiz
गुवाहाटी	Guwahati
मस्तिष्क ज्वर	Enzephalitis
अबखाजिया का ध्वज	Flagge Abchasiens
विश्व पर्यावरण दिवस	Weltumwelttag
पुस्तकालय विज्ञान	Bibliothekswissenschaft
अमान्य देशों की सूची	Liste der von den Vereinten Nationen nicht als selbstständige Staaten anerkannten Gebiete
सुदूर संवेदन	Fernerkundung
लाप्लास रूपान्तर	Laplace-Transformation
कैटलन विकिपीडिया	Katalanischsprachige Wikipedia
यूक्रेनी विकिपीडिया	Ukrainischsprachige Wikipedia
अरबी विकिपीडिया	Arabischsprachige Wikipedia
आमार शोनार बांग्ला	Amar Shonar Bangla
बलक़ानाबात	Balkanabat
लेज़र प्रिंटर	Laserdrucker
पोपी द सेलर	Popeye
पेरिस शांति सम्मेलन	Pariser Friedenskonferenz 1919
जंगल बुक (1967 की फ़िल्म)	Das Dschungelbuch (1967)
गोसिप गर्ल	Gossip Girl
रोमानियाई विकिपीडिया	Rumänischsprachige Wikipedia
चिकित्सकीय विषय शीर्षक	Medical Subject Headings
नैदानिक मनोविज्ञान	Klinische Psychologie
करबला	Kerbela
एलीसन हनिंगन	Alyson Hannigan
जेनिफ़र मॉरिसन	Jennifer Morrison
विशाखापत्तनम	Visakhapatnam
विजयवाड़ा	Vijayawada
जोधपुर	Jodhpur
हैमिल्टन, न्यूज़ीलैण्ड	Hamilton (Neuseeland)
अहमद शाह मसूद	Ahmad Schah Massoud
लताकिया	Latakia
डसॉल्ट मिराज 2000	Dassault Mirage 2000
अजमेर	Ajmer
जमशेदपुर	Jamshedpur
लाओ कीप	Laotischer Kip
जामा का युद्ध	Schlacht von Zama
वीभत्स फ़िल्म	Horrorfilm
जोनास सॉल्क	Jonas Salk
इन विट्रो गर्भाधान	In-vitro-Fertilisation
उज्जैन	Ujjain
लुधियाना	Ludhiana
तिग्राय प्रदेश	Tigray (Region)
आज़ाद कश्मीर	Asad Kaschmir
लिंडा बी बक	Linda B. Buck
वियतनामी विकिपीडिया	Vietnamesischsprachige Wikipedia
साधारण अंग्रेज़ी विकिपीडिया	Simple English Wikipedia
नासिक	Nashik
मेरठ	Meerut
बिवा झील	Biwa-See
मार्शल द्वीप का ध्वज	Flagge der Marshallinseln
पारसी	Parsen
दस्ता (पकड़)	Griff (Vorrichtung)
गैसों का अणुगति सिद्धान्त	Kinetische Gastheorie
यूएई दिरहम	VAE-Dirham
ऊष्मीय शक्ति संयंत्र	Wärmekraftwerk
उत्तराधिकार	Erbschaft
मथुरा	Mathura
विश्व का इतिहास	Menschheitsgeschichte
उदयपुर	Udaipur
लोरी प्रांत	Lori (Provinz)
वीडियो कम्प्रेशन (वीडियो संपीडन)	Videokompression
सर्बियाई विकिपीडिया	Serbischsprachige Wikipedia
मरिया गीताना ऐन्येसी	Maria Gaetana Agnesi
शेरलाक होम्स (2009 फ़िल्म)	Sherlock Holmes (2009)
चितचोर (1976 फ़िल्म)	Chitchor
मुक्त व्यापार	Freihandel
नीलगाय	Nilgauantilope
विसुद्धिमग्ग	Visuddhimagga
ईशनिंदा	Blasphemie
नॉर्मनों की इंग्लैण्ड पर विजय	Normannische Eroberung Englands
एक्टिविजन	Activision
ज़िया-उल-हक़	Mohammed Zia-ul-Haq
शेर्पा	Sherpa
स्वीडन की काउंटियाँ	Län
हूं वांट्स टू बी ए मिलेनियर?	Who Wants to Be a Millionaire?
कोबी स्मल्डर्स	Cobie Smulders
शॉन पॉल	Sean Paul
फरीदाबाद	Faridabad
लद्दाख़	Ladakh
नॉटिंग हिल (फ़िल्म)	Notting Hill (Film)
गिलगित-बल्तिस्तान	Gilgit-Baltistan
टाकामास्तु	Takamatsu
लाल बाग	Lal Bagh Botanical Gardens
औरंगाबाद, महाराष्ट्र	Aurangabad (Maharashtra)
बीकानेर	Bikaner
बाल्ट्रा (गैलापागोस)	Baltra
अनुवांशिक रोग	Erbkrankheit
सदिश कैलकुलस	Vektoranalysis
द लॉस्ट वर्ल्ड: जुरासिक पार्क	Vergessene Welt: Jurassic Park
जबलपुर	Jabalpur
यज़ीदी	Jesiden
परिक्रमण गति	Bahngeschwindigkeit (Astronomie)
विद्युतशक्ति का प्रेषण	Stromnetz
लोक नृत्य	Volkstanz
कवाई	Kauaʻi
अपस्फीत शिरा	Krampfader
चिंगहई झील	Qinghai-See
नेवियर-स्टोक्स समीकरण	Navier-Stokes-Gleichungen
फ्लिन्टस्टोन	Familie Feuerstein
ऑस्कर पिस्टोरियस	Oscar Pistorius
तारपीन	Terpentinöl
नेपल्स की खाड़ी	Golf von Neapel
ब्रायन श्मिट	Brian P. Schmidt
फोल्डर	Verzeichnis
मोती नदी	Perlfluss
रिचार्ड इ टेलर	Richard Edward Taylor
विज्ञान का इतिहास	Wissenschaftsgeschichte
बलोच लोग	Belutschen
क्यूबन पेसो	Kubanischer Peso
एडवर्ड विटेन	Edward Witten
गुलिरमो विलास	Guillermo Vilas
इस्सस का युद्ध	Schlacht bei Issos
एडवर्ड सईद	Edward Said
पक्षाभ स्तरी बादल	Cirrostratus
आईएफके गोटेबोर्ग	IFK Göteborg
क्षणिक परिमाण परिमाप	Momenten-Magnituden-Skala
न्येनचेन थंगल्हा पर्वतमाला	Nyainqêntanglha (Gebirge)
ओरछा	Orchha
पाखण्ड	Heuchelei
सॉफ्टबैंक	Softbank
वोल्टा झील	Volta-Stausee
मिल्क (फिल्म)	Milk (Film)
ओलचिकी लिपि	Ol Chiki
तीन अधिपति और पाँच सम्राट	Urkaiser Chinas
रामसेतु	Adamsbrücke
उत्तरी सीमाएँ प्रान्त	Provinz al-Hudud asch-schamaliyya
इतिहासकार	Historiker
जेमान प्रभाव	Zeeman-Effekt
फ़िनएयर	Finnair
वारता नदी	Warthe
अलीगढ़	Aligarh
एडम स्कॉट	Adam Scott (Schauspieler)
केरोलिना हरिकेन्स	Carolina Hurricanes
टैम्पा बे लाइटनिंग	Tampa Bay Lightning
ब्रह्मदेश क्याट	Kyat
लेबनानी पाउंड	Libanesisches Pfund
समवाक	Isoglosse
स्वरित्र	Stimmgabel
क्यूट	Qt (Bibliothek)
डेविड हैसलहोफ	David Hasselhoff
स्पिट्ज़र अंतरिक्ष दूरदर्शी	Spitzer-Weltraumteleskop
शिमला मिर्च	Paprika
सहप्रसरण	Kovarianz (Stochastik)
सोमालीलैंड का ध्वज	Flagge Somalilands
आरएनए हस्तक्षेप	RNA-Interferenz
ऐली लार्टर	Ali Larter
विशिष्ट आर्थिक क्षेत्र	Ausschließliche Wirtschaftszone
धन्वंतरी	Dhanvantari
नकसीर फूटना	Epistaxis
सूरीनामी डॉलर	Suriname-Dollar
दक्षिण कोरियाई वॉन	Südkoreanischer Won
लैम्बेथ बरो	London Borough of Lambeth
कैमडन बरो	London Borough of Camden
ओरोमिआ प्रदेश	Oromia
गिरीडीह	Giridih
बैरी मार्शल	Barry Marshall
आसनसोल	Asansol
