Afríka	Afrika
Abraham	Abraham
1. Mósebók	1. Buch Mose
Empire State-byggingin	Empire State Building
2. Mósebók	2. Buch Mose
René Descartes	René Descartes
Mandarín	Nordchinesische Dialekte
Víetnamska	Vietnamesische Sprache
Páll postuli	Paulus von Tarsus
Frelsisstyttan	Freiheitsstatue
C. S. Lewis	C. S. Lewis
Sigmund Freud	Sigmund Freud
Taílenska	Thailändische Sprache
Búrmíska	Birmanische Sprache
Jaínismi	Jainismus
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
Listi yfir stjörnumerki	Liste der Sternbilder
Mongólska	Mongolische Sprache
Bakú	Baku
Kasakska	Kasachische Sprache
Andrómeda (stjörnumerki)	Andromeda (Sternbild)
Heimsminjaskrá UNESCO	UNESCO-Welterbe
Úsbekíska	Usbekische Sprache
Gyðingdómur	Judentum
Timfú	Thimphu
Bandar Seri Begawan	Bandar Seri Begawan
Bereníkuhaddur	Haar der Berenike
Hebreska	Hebräische Sprache
Aserbaídsjanska	Aserbaidschanische Sprache
Ibn Khaldun	Ibn Chaldun
Makedónska	Mazedonische Sprache
Serbneska	Serbische Sprache
Velska	Walisische Sprache
Dili	Dili
Immanuel Kant	Immanuel Kant
Gelíska	Schottisch-gälische Sprache
Síkismi	Sikhismus
John Maynard Keynes	John Maynard Keynes
Lufthansa	Lufthansa
Vientiane	Vientiane
Guy de Maupassant	Guy de Maupassant
Hegðun	Verhalten (Biologie)
Laó Tse	Laozi
Malé	Malé
Jóga	Yoga
Pikachu	Pikachu
John Locke	John Locke
Gianfranco Zola	Gianfranco Zola
Friedrich Nietzsche	Friedrich Nietzsche
Bishkek	Bischkek
Jean-Paul Sartre	Jean-Paul Sartre
Dúshanbe	Duschanbe
Lifur	Leber
Milta	Milz
Sima Qian	Sima Qian
Nýra	Niere
Adam Smith	Adam Smith
Þvagblaðra	Harnblase
Eista	Hoden
Þvagrás	Harnröhre
Max Weber	Max Weber
Ludwig Wittgenstein	Ludwig Wittgenstein
Kanínur	Kaninchen
Zhu Xi	Zhu Xi
Ninja	Ninja
Uppvakningur	Zombie
Varúlfur	Werwolf
Geðshræring	Emotion
Sálfræði	Psychologie
Hugsun	Denken
Timbúktú	Timbuktu
Haf	Ozean
Tómas af Aquino	Thomas von Aquin
Viktoría Bretadrottning	Victoria (Vereinigtes Königreich)
Gautama Búdda	Siddhartha Gautama
Regnskógur	Regenwald
Enska úrvalsdeildin	Premier League
Þrætubók	Dialektik
Múhameð	Mohammed
Siðfræði	Ethik
Þekkingarfræði	Erkenntnistheorie
Frjáls vilji	Freier Wille
IPod	IPod
Íkorni	Hörnchen
Líkindi	Wahrscheinlichkeit
Raunveruleiki	Realität
Öndun	Atem
BBC	British Broadcasting Corporation
ILife	ILife
GarageBand	GarageBand
Tony Blair	Tony Blair
Al-Ghazali	Al-Ghazālī
IPhoto	IPhoto
Marteinn Lúther	Martin Luther
IMovie	IMovie
John Major	John Major
IDVD	IDVD
IWeb	IWeb
Konfúsíusismi	Konfuzianismus
Gerald Ford	Gerald Ford
Vetrarólympíuleikarnir 1924	Olympische Winterspiele 1924
Sjía	Schia
Final Cut Pro	Final Cut Pro
Richard Nixon	Richard Nixon
ITunes	ITunes
Vetrarólympíuleikarnir 1928	Olympische Winterspiele 1928
Rómversk-kaþólska kirkjan	Römisch-katholische Kirche
ITunes Store	ITunes Store
Vetrarólympíuleikarnir 1932	Olympische Winterspiele 1932
Afturbolur	Abdomen
Daoismi	Daoismus
Vetrarólympíuleikarnir 1936	Olympische Winterspiele 1936
Sóróismi	Zoroastrismus
Súfismi	Sufismus
Mæna	Rückenmark
Vetrarólympíuleikarnir 1940	Olympische Winterspiele 1940
Bláæð	Vene
Bengalska	Bengalische Sprache
Vetrarólympíuleikarnir 1944	Olympische Winterspiele 1944
Tunga	Zunge
Vetrarólympíuleikarnir 1948	Olympische Winterspiele 1948
Chelsea F.C.	FC Chelsea
Arsenal F.C.	FC Arsenal
Bris	Bauchspeicheldrüse
Taug	Nerv
Vetrarólympíuleikarnir 1952	Olympische Winterspiele 1952
Blöðruhálskirtill	Prostata
Íhaldsflokkurinn (Bretland)	Conservative Party
Lífhimna	Peritoneum
Verkamannaflokkurinn (Bretland)	Labour Party
Eggjastokkur	Eierstock
Vetrarólympíuleikarnir 1956	Olympische Winterspiele 1956
Háls	Hals
Vetrarólympíuleikarnir 1960	Olympische Winterspiele 1960
Munnur	Mund
Vetrarólympíuleikarnir 1964	Olympische Winterspiele 1964
Barkakýli	Kehlkopf
Lyndon B. Johnson	Lyndon B. Johnson
Vetrarólympíuleikarnir 1968	Olympische Winterspiele 1968
Liðamót	Gelenk
Vetrarólympíuleikarnir 1972	Olympische Winterspiele 1972
Falklandseyjar	Falklandinseln
Meltingarkerfi	Verdauungstrakt
Vetrarólympíuleikarnir 1980	Olympische Winterspiele 1980
Slagæð	Arterie
Vetrarólympíuleikarnir 1984	Olympische Winterspiele 1984
Vetrarólympíuleikarnir 1988	Olympische Winterspiele 1988
A	A
Stýrikerfiskjarni	Kernel (Betriebssystem)
Vetrarólympíuleikarnir 1994	Olympische Winterspiele 1994
Vetrarólympíuleikarnir 1998	Olympische Winterspiele 1998
Vetrarólympíuleikarnir 2002	Olympische Winterspiele 2002
Michael Schumacher	Michael Schumacher
Vetrarólympíuleikarnir 2006	Olympische Winterspiele 2006
Vetrarólympíuleikarnir 2010	Olympische Winterspiele 2010
Mön (Írlandshafi)	Isle of Man
Vetrarólympíuleikarnir 2014	Olympische Winterspiele 2014
Wighteyja	Isle of Wight
Hertford	Hertford
Elísabet 2. Bretadrottning	Elisabeth II.
Tangveldið	Tang-Dynastie
The New York Times	The New York Times
Díana prinsessa	Diana, Princess of Wales
Henry Purcell	Henry Purcell
John F. Kennedy	John F. Kennedy
Rýrt úran	Abreicherung
B	B
Honoré de Balzac	Honoré de Balzac
Sæði	Sperma
Klassísk tónlist	Klassische Musik
Sinfónía	Sinfonie
G	G
U	U
Z	Z
Blús	Blues
Flamenco	Flamenco
F	F
J	J
Raftónlist	Elektronische Musik
Stafróf	Alphabet
Bókstafur	Buchstabe
Reggí	Reggae
Saxófónn	Saxophon
T	T
C (bókstafur)	C
Eindhoven	Eindhoven
R	R
D	D
Alfa	Alpha
Ómega	Omega
I	I
Pestó	Pesto
Mý (bókstafur)	My
Mingveldið	Ming-Dynastie
E	E
H	H
Dwight D. Eisenhower	Dwight D. Eisenhower
Haarlem	Haarlem
K	K
Haarlemmermeer	Haarlemmermeer
L	L
M	M
Fanta	Fanta (Getränk)
N	N
Hoorn	Hoorn
O	O
P	P
Q	Q
S	S
Ronald Reagan	Ronald Reagan
V	V
W	W
Texel	Texel (Insel)
X	X
Y	Y
Á	Á
Ä	Ä
Å (bókstafur)	Å
Æ	Æ
É	É
Deventer	Deventer
Enschede	Enschede
Fí	Phi
Wanli	Wanli
Rafael Nadal	Rafael Nadal
Súetóníus	Sueton
Söngvakeppni evrópskra sjónvarpsstöðva 2007	Eurovision Song Contest 2007
Söngvakeppni evrópskra sjónvarpsstöðva 2008	Eurovision Song Contest 2008
Söngvakeppni evrópskra sjónvarpsstöðva 2009	Eurovision Song Contest 2009
Söngvakeppni evrópskra sjónvarpsstöðva 2010	Eurovision Song Contest 2010
Söngvakeppni evrópskra sjónvarpsstöðva 2011	Eurovision Song Contest 2011
Söngvakeppni evrópskra sjónvarpsstöðva 2012	Eurovision Song Contest 2012
Söngvakeppni evrópskra sjónvarpsstöðva 2013	Eurovision Song Contest 2013
Zazaska	Zaza-Sprache
Pragelato	Pragelato
Rafgas	Plasma (Physik)
Ermarsundsgöngin	Eurotunnel
Pýþagóras	Pythagoras
Colosseum	Kolosseum
Meyjarhofið í Aþenu	Parthenon
Tunna	Fass
Fátækt	Armut
Sestriere	Sestriere
Zaragoza	Saragossa
John McCain	John McCain
Gaupan	Luchs (Sternbild)
Veiðihundarnir	Jagdhunde (Sternbild)
Katrín, hertogaynja af Cambridge	Catherine, Duchess of Cambridge
David Beckham	David Beckham
Ryan Giggs	Ryan Giggs
Hagaköngulær	Glattbauchspinnen
Heiðar Helguson	Heiðar Helguson
Fredrik Ljungberg	Fredrik Ljungberg
Nautið (stjörnumerki)	Stier (Sternbild)
Hrúturinn (stjörnumerki)	Widder (Sternbild)
Football Manager	Football Manager
Gordon Brown	Gordon Brown
Alex Salmond	Alex Salmond
Skoski þjóðarflokkurinn	Scottish National Party
1100	1100
Neville Chamberlain	Neville Chamberlain
Kim Jong-il	Kim Jong-il
Flokkur:Venesúela	Kategorie:Venezuela
Sega Mega Drive	Sega Mega Drive
PlayStation	PlayStation
PlayStation 2	PlayStation 2
PlayStation 3	PlayStation 3
Belfast	Belfast
Cardiff	Cardiff
Plaid Cymru	Plaid Cymru
Lotukerfið	Periodensystem
Þórshöfn (Færeyjum)	Tórshavn
Red Hot Chili Peppers	Red Hot Chili Peppers
At-merki	At-Zeichen
Georgetown	Georgetown (Guyana)
Sjálfsmorð	Suizid
Svín (ættkvísl)	Sus (Schweine)
Dildó	Dildo
Hryðjuverkin 11. september 2001	Terroranschläge am 11. September 2001
Skriðdýr	Reptilien
Kynlífsleikfang	Sexspielzeug
Hryðjuverkin 7. júlí 2005	Terroranschläge am 7. Juli 2005 in London
Nagdýr	Nagetiere
Dúfur	Tauben
Spænska borgarastyrjöldin	Spanischer Bürgerkrieg
Forngerlar	Archaeen
Blinda	Blindheit
Gerlar	Bakterien
Tré	Baum
Frumverur	Protisten
Lambda	Lambda
Froskdýr	Amphibien
Seildýr	Chordatiere
Harðkjarnapönk	Hardcore Punk
Stafrófsröð	Alphabetische Sortierung
Tilfinningarokk	Emo
Krabbaþokan	Krebsnebel
Ostur	Käse
Vínber	Weintraube
Þríþraut	Triathlon
Hunang	Honig
Kjöt	Fleisch
Tiger Woods	Tiger Woods
Kartafla	Kartoffel
Matarsykur	Zucker
Grænmeti	Gemüse
Sojabaun	Sojabohne
Hneta	Nussfrucht
Breska þingið	Parlament des Vereinigten Königreichs
Vélmenni	Roboter
Tækni	Technologie
Vél	Maschine
Skrúfa	Schraube
Verkfræði	Ingenieurwissenschaften
Samskipti	Kommunikation
Upplýsingar	Information
Blaðamennska	Journalismus
Dagblað	Zeitung
Fjölmiðill	Massenmedien
Prentun	Buchdruck
Sími	Telefon
The Rolling Stones	The Rolling Stones
Menning	Kultur
Hindí-úrdú	Hindustani
Ríbósakjarnsýra	Ribonukleinsäure
Sanskrít	Sanskrit
Blóðrásarkerfi	Blutkreislauf
Innkirtlakerfi	Hormonsystem
Alzheimer	Alzheimer-Krankheit
Ristill	Dickdarm
Parkinsonsveiki	Parkinson-Krankheit
Mjógirni	Dünndarm
Athygli	Sinnesorgan
Ibn al-Haytham	Alhazen
Beikon	Speck
Sonia Sotomayor	Sonia Sotomayor
Söngvakeppni evrópskra sjónvarpsstöðva 2000	Eurovision Song Contest 2000
Söngvakeppni evrópskra sjónvarpsstöðva 1999	Eurovision Song Contest 1999
Lugo	Lugo
IP-tala	IP-Adresse
Samuel Alito	Samuel Alito
Maastrichtsáttmálinn	Vertrag von Maastricht
The Guardian	The Guardian
Enski bikarinn	FA Cup
Enski deildabikarinn	League Cup
John G. Roberts	John Roberts
Sýra	Säuren
UDP	User Datagram Protocol
Ólífræn efnafræði	Anorganische Chemie
Super Mario Bros.	Super Mario Bros.
Spurningarmerki	Fragezeichen
Efnasamband	Chemische Verbindung
Tvíbroddur	Zirkumflex
22. öldin	22. Jahrhundert
Network address translation	Network Address Translation
Júlíska tímatalið	Julianischer Kalender
Læknisfræði	Medizin
Basi	Basen (Chemie)
Sarajevó	Sarajevo
Logri	Logarithmus
Hæstiréttur Bandaríkjanna	Oberster Gerichtshof der Vereinigten Staaten
Línulegt jöfnuhneppi	Lineares Gleichungssystem
Löggjafarvald	Legislative
Talnareikningur	Arithmetik
Stjórnskipunarréttur	Verfassungsrecht
Pentagon	Pentagon
Hnit (stærðfræði)	Koordinatensystem
Bandaríkjaher	Streitkräfte der Vereinigten Staaten
Windows 7	Microsoft Windows 7
Strumparnir	Die Schlümpfe
Hundraðshluti	Prozent
Windows Vista	Microsoft Windows Vista
World Trade Center	World Trade Center
One World Trade Center	One World Trade Center
Windows XP	Microsoft Windows XP
Borðsalt	Speisesalz
Fidel Castro	Fidel Castro
Times Square	Times Square
Broadway	Broadway (Manhattan)
Bandaríkjaþing	Kongress der Vereinigten Staaten
Gamlárskvöld	Silvester
Flokkur:Brasilía	Kategorie:Brasilien
Vefþjónn	Webserver
Manhattan	Manhattan
Skýjakljúfur	Wolkenkratzer
Verslunarmiðstöð	Einkaufszentrum
Flokkur:Rúmenía	Kategorie:Rumänien
Frumefni	Chemisches Element
Jafna	Gleichung
Fall (stærðfræði)	Funktion (Mathematik)
Lífræn efnafræði	Organische Chemie
Sykra	Kohlenhydrate
Aryabhata	Aryabhata
Hormón	Hormon
Grugg	Grunge
Jaðarrokk	Alternative Rock
Fita	Lipide
Unix	Unix
Sameind	Molekül
Eðlisefnafræði	Physikalische Chemie
Hröðun	Beschleunigung
Síva	Shiva
Orka	Energie
Visnjú	Vishnu
Staðarnet	Local Area Network
Orkuvarðveisla	Energieerhaltungssatz
Víðnet	Wide Area Network
Rafsegulgeislun	Elektromagnetische Welle
Innrautt ljós	Infrarotstrahlung
Brama	Brahma
Útfjólublátt ljós	Ultraviolettstrahlung
Tamning	Domestizierung
Sígild aflfræði	Klassische Mechanik
Rokk	Rockmusik
Hipphopp	Hip-Hop
Kraftur	Kraft
Samba	Samba (Musik)
Tromma	Trommel
Flauta	Flöte
Segulsvið	Magnetfeld
Aðskilnaðarstefnan í Suður-Afríku	Apartheid
Spil	Spiel
Kotra	Backgammon
Þyngdarafl	Gravitation
Gó	Go (Spiel)
Fjárhættuspil	Glücksspiel
Bardagaíþrótt	Kampfkunst
Karate	Karate
Júdó	Judo
Segull	Magnet
Leikfang	Spielzeug
Massi	Masse (Physik)
Kvikmynd	Film
Teiknimynd	Animation
Málmur	Metalle
Stál	Stahl
Kjarnaklofnun	Kernspaltung
Efnishamur	Aggregatzustand
Gas	Gas
Vökvi	Flüssigkeit
Loftfar	Luftfahrzeug
Storkuhamur	Festkörper
Reiðhjól	Fahrrad
Skip	Schiff
Geislavirkni	Radioaktivität
Landbúnaður	Landwirtschaft
Almenna afstæðiskenningin	Allgemeine Relativitätstheorie
Áveita	Bewässerung
Takmarkaða afstæðiskenningin	Spezielle Relativitätstheorie
Hálfleiðari	Halbleiter
Baðmull	Baumwollfaser
Fatnaður	Kleidung
Hljóð	Schall
Adobe Systems	Adobe Systems
Plógur	Pflug
Hraði	Geschwindigkeit
Hiti	Temperatur
Málmfræði	Metallurgie
Örtækni	Nanotechnologie
Gler	Glas
Tími	Zeit
Pappír	Papier
Varmafræði	Thermodynamik
Plast	Kunststoff
Lofttæmi	Vakuum
Flatarmál	Flächeninhalt
Regla Pýþagórasar	Satz des Pythagoras
Gammageisli	Gammastrahlung
Stærðfræðileg sönnun	Beweis (Mathematik)
Tala (stærðfræði)	Zahl
Tvinntölur	Komplexe Zahl
Darwin (Ástralía)	Darwin (Northern Territory)
Kílógramm	Kilogramm
Cristiano Ronaldo	Cristiano Ronaldo
Avatar: The Last Airbender	Avatar – Der Herr der Elemente
Metri	Meter
Sekúnda	Sekunde
Maís	Mais
Bygg	Gerste
Kelvin	Kelvin
Lítri	Liter
Iker Casillas	Iker Casillas
Harry S. Truman	Harry S. Truman
Eraserhead	Eraserhead
Firefly	Firefly – Der Aufbruch der Serenity
Málverk	Malerei
Geimfari	Raumfahrer
Ljósmyndun	Fotografie
Höggmyndalist	Bildhauerkunst
Leiklist	Theater
Judy Garland	Judy Garland
Dans	Tanz
Grace Hopper	Grace Hopper
Leirkeragerð	Töpferei
Nine Inch Nails	Nine Inch Nails
Nirvana (hljómsveit)	Nirvana (Band)
Rafeindatækni	Elektronik
Rafstraumur	Elektrischer Strom
Tíðni	Frequenz
Rafeindaíhlutur	Elektrisches Bauelement
Tvistur	Diode
Spennubreytir	Transformator
Gervigreind	Künstliche Intelligenz
Upplýsingatækni	Informationstechnik
Steffi Graf	Steffi Graf
Veður	Wetter
Hungurleikarnir	Die Tribute von Panem – Tödliche Spiele
Skuldabréf	Verzinsliches Wertpapier
Forseti Bandaríkjanna	Präsident der Vereinigten Staaten
Stjórnarskrá Bandaríkjanna	Verfassung der Vereinigten Staaten
Varaforseti Bandaríkjanna	Vizepräsident der Vereinigten Staaten
Fulltrúadeild Bandaríkjaþings	Repräsentantenhaus der Vereinigten Staaten
John Boehner	John Boehner
Bandarísku Jómfrúaeyjar	Amerikanische Jungferninseln
Veitingahús	Restaurant
Suðaustur-Asía	Südostasien
Chongqing	Chongqing
Ö	Ö
Lahore	Lahore
Wuhan	Wuhan
Listi yfir fullvalda ríki	Liste der Staaten der Erde
Heinz Fischer	Heinz Fischer
Forsögulegur tími	Urgeschichte
Steinöld	Steinzeit
Bronsöld	Bronzezeit
Járnöld	Eisenzeit
Mesópótamía	Mesopotamien
Egyptaland hið forna	Altes Ägypten
Beringssund	Beringstraße
Grikkland hið forna	Antikes Griechenland
Gupta-veldið	Gupta-Reich
Bjarndýr	Bären
John Adams	John Adams
Thomas Jefferson	Thomas Jefferson
James Madison	James Madison
James Monroe	James Monroe
John Quincy Adams	John Quincy Adams
Andrew Jackson	Andrew Jackson
Martin Van Buren	Martin Van Buren
Þyrnirós	Dornröschen
Mjallhvít	Schneewittchen
Stígvélaði kötturinn	Der gestiefelte Kater
Rauðhetta	Rotkäppchen
Antoni Grabowski	Antoni Grabowski
Litla hafmeyjan	Die kleine Meerjungfrau (Märchen)
Silvio Berlusconi	Silvio Berlusconi
Prinsessan á bauninni	Die Prinzessin auf der Erbse
Nýju fötin keisarans	Des Kaisers neue Kleider
Litli ljóti andarunginn	Das hässliche Entlein (Märchen)
William Henry Harrison	William Henry Harrison
Litla stúlkan með eldspýturnar	Das kleine Mädchen mit den Schwefelhölzern
Snædrottningin	Die Schneekönigin
John Tyler	John Tyler
William Rowan Hamilton	William Rowan Hamilton
James K. Polk	James K. Polk
Guns N' Roses	Guns N’ Roses
Zachary Taylor	Zachary Taylor
Beck	Beck (Musiker)
Hýpatía	Hypatia
Gandhinagar	Gandhinagar
Bern (kantóna)	Kanton Bern
Glarus	Kanton Glarus
Graubünden	Kanton Graubünden
Solothurn (fylki)	Kanton Solothurn
Kevin Costner	Kevin Costner
Mikki Mús	Micky Maus
Locarno	Locarno
Jóakim Aðalönd	Dagobert Duck
Andabær	Entenhausen
Carl Barks	Carl Barks
Zürich (fylki)	Kanton Zürich
Alicante	Alicante
Aargau	Kanton Aargau
Las Palmas de Gran Canaria	Las Palmas de Gran Canaria
Britney Spears	Britney Spears
Melting	Verdauung
Ljóstillífun	Photosynthese
Sinfónía frá nýja heiminum	9. Sinfonie (Dvořák)
Æxlun	Fortpflanzung
Meðganga	Schwangerschaft
Kylie Minogue	Kylie Minogue
Eik (tré)	Eichen
Dave Grohl	Dave Grohl
Eric Saade	Eric Saade
Píanósónata nr. 14 (Beethoven)	Klaviersonate Nr. 14 (Beethoven)
Google Maps	Google Maps
Kambfætlur	Haubennetzspinnen
Furur	Kiefern
Eine kleine Nachtmusik	Eine kleine Nachtmusik
Fíkn	Abhängigkeit (Medizin)
1101	1101
1102	1102
Krabbamein	Krebs (Medizin)
Mygalomorphae	Vogelspinnenartige
Eiginlegar köngulær	Echte Webspinnen
Kólera	Cholera
Rúgur	Roggen
Skylmingar	Fechten
Hafrar	Saat-Hafer
Hveiti	Weizen
Bretónska	Bretonische Sprache
Dúrra	Sorghumhirsen
Korn	Getreide
Betelgás	Beteigeuze
Kvef	Erkältung
Tannlækningar	Zahnmedizin
Parsek	Parsec
Bretanía	Bretagne
Fötlun	Behinderung
Dagatal	Kalender
Heyrnarleysi	Gehörlosigkeit
Geðsjúkdómur	Psychische Störung
Sjúkdómur	Krankheit
Gregoríska tímatalið	Gregorianischer Kalender
Lyf	Arzneimittel
Tímabelti	Zeitzone
Nikótín	Nicotin
Heilsa	Gesundheit
Hjartaáfall	Myokardinfarkt
Tútankamon	Tutanchamun
Malaría	Malaria
Næringarkvilli	Mangelernährung
Aldebaran	Aldebaran
Blæðingar	Menstruation
Offita	Adipositas
Manska	Manx (Sprache)
Heimsfaraldur	Pandemie
Sýklalyf	Antibiotikum
Penisillín	Penicilline
Nantes	Nantes
Lungnabólga	Lungenentzündung
Mænusótt	Poliomyelitis
Kynsjúkdómur	Sexuell übertragbare Erkrankung
Alnæmi	AIDS
Heilablóðfall	Schlaganfall
Berklar	Tuberkulose
Snið:Location map Þýskaland	Vorlage:Positionskarte Deutschland
Sykursýki	Diabetes mellitus
Snið:Location map Berlín	Vorlage:Positionskarte Deutschland Berlin
Bólusótt	Pocken
Kúrdar	Kurden
Murcia	Murcia (Stadt)
Snið:Location map Ísland	Vorlage:Positionskarte Island
Snið:Location map Noregur	Vorlage:Positionskarte Norwegen
Snið:Location map Danmörk	Vorlage:Positionskarte Dänemark
Snið:Location map Svíþjóð	Vorlage:Positionskarte Schweden
Snið:Location map Suður-Svíþjóð	Vorlage:Positionskarte Schweden Süd
Snið:Location map Finnland	Vorlage:Positionskarte Finnland
Snið:Location map Eistland	Vorlage:Positionskarte Estland
Snið:Location map Lettland	Vorlage:Positionskarte Lettland
Snið:Location map Litháen	Vorlage:Positionskarte Litauen
Stanley	Stanley (Falklandinseln)
Snið:Location map Írland	Vorlage:Positionskarte Irland
Snið:Location map Holland	Vorlage:Positionskarte Niederlande
Snið:Location map Belgía	Vorlage:Positionskarte Belgien
Snið:Location map Lúxemborg	Vorlage:Positionskarte Luxemburg
Snið:Location map Frakkland	Vorlage:Positionskarte Frankreich
Snið:Location map Andorra	Vorlage:Positionskarte Andorra
Snið:Location map Spánn	Vorlage:Positionskarte Spanien
Snið:Location map Portúgal	Vorlage:Positionskarte Portugal
Snið:Location map Malta	Vorlage:Positionskarte Malta
Snið:Location map Ítalía	Vorlage:Positionskarte Italien
Snið:Location map Sviss	Vorlage:Positionskarte Schweiz
Snið:Location map Liechtenstein	Vorlage:Positionskarte Liechtenstein
Byggingarlist	Architektur
Snið:Location map Austurríki	Vorlage:Positionskarte Österreich
Snið:Location map Pólland	Vorlage:Positionskarte Polen
Snið:Location map Tékkland	Vorlage:Positionskarte Tschechien
Bogi (byggingarlist)	Bogen (Architektur)
Snið:Location map Slóvakía	Vorlage:Positionskarte Slowakei
Brú	Brücke
Snið:Location map Ungverjaland	Vorlage:Positionskarte Ungarn
Snið:Location map Slóvenía	Vorlage:Positionskarte Slowenien
Skurður	Kanal (Wasserbau)
Snið:Location map Króatía	Vorlage:Positionskarte Kroatien
Snið:Location map Bosnía og Hersegóvína	Vorlage:Positionskarte Bosnien und Herzegowina
Snið:Location map Serbía	Vorlage:Positionskarte Serbien
Snið:Location map Svartfjallaland	Vorlage:Positionskarte Montenegro
Snið:Location map Lýðveldið Makedónía	Vorlage:Positionskarte Mazedonien
Snið:Location map Grikkland	Vorlage:Positionskarte Griechenland
Snið:Location map Búlgaría	Vorlage:Positionskarte Bulgarien
Snið:Location map Moldóva	Vorlage:Positionskarte Moldawien
Millard Fillmore	Millard Fillmore
Snið:Location map Úkraína	Vorlage:Positionskarte Ukraine
Snið:Location map Hvíta-Rússland	Vorlage:Positionskarte Weißrussland
Snið:Location map Rússland	Vorlage:Positionskarte Russland
Franklin Pierce	Franklin Pierce
Snið:Location map Georgía	Vorlage:Positionskarte Georgien
Stífla	Talsperre
James Buchanan	James Buchanan
Snið:Location map Kýpur	Vorlage:Positionskarte Zypern
Snið:Location map Sýrland	Vorlage:Positionskarte Syrien
Snið:Location map Jórdanía	Vorlage:Positionskarte Jordanien
Snið:Location map Pakistan	Vorlage:Positionskarte Pakistan
Snið:Location map Indland	Vorlage:Positionskarte Indien
Salt (efnafræði)	Salze
Snið:Location map Víetnam	Vorlage:Positionskarte Vietnam
Shigeru Miyamoto	Shigeru Miyamoto
Donkey Kong (tölvuleikur)	Donkey Kong (Arcade)
Donkey Kong	Donkey Kong
Uri	Kanton Uri
Skíðmál	Messschieber
Móna Lísa	Mona Lisa
Snið:Location map Argentína	Vorlage:Positionskarte Argentinien
Snið:Location map Brasilía	Vorlage:Positionskarte Brasilien
Pýreneafjöll	Pyrenäen
Schwyz	Kanton Schwyz
Njúton	Newton (Einheit)
Detroit	Detroit
Mæling	Messung
Alþjóðlega einingakerfið	Internationales Einheitensystem
Lier (Belgía)	Lier (Belgien)
Talnafræði	Zahlentheorie
Mengjafræði	Mengenlehre
Tölfræði	Statistik
Samhverfa	Symmetrie (Geometrie)
1103	1103
1104	1104
Hvolfþak	Kuppel
Burj Khalifa	Burj Khalifa
Kínamúrinn	Chinesische Mauer
Heiltölur	Ganze Zahl
Rússnesk matargerð	Russische Küche
Ægisif	Hagia Sophia
Kúla	Kugel
Pýramídarnir í Gísa	Pyramiden von Gizeh
Stigi	Treppe
Péturskirkjan	Petersdom
Þriggja gljúfra stíflan	Drei-Schluchten-Talsperre
Pýramídi	Pyramide (Bauwerk)
Turn	Turm
Magna Carta	Magna Carta
Upplýsingin	Aufklärung
Astekar	Azteken
Austrómverska keisaradæmið	Byzantinisches Reich
Krossferðir	Kreuzzug
Heilaga rómverska ríkið	Heiliges Römisches Reich
Hundrað ára stríðið	Hundertjähriger Krieg
Indre (sýsla)	Département Indre
Miðaldir	Mittelalter
Mongólaveldið	Mongolisches Reich
Tyrkjaveldi	Osmanisches Reich
Siðaskiptin	Reformation
Víkingar	Wikinger
Hengibrú	Hängebrücke
Loiret	Département Loiret
Tröll	Troll (Mythologie)
Rómanska Ameríka	Lateinamerika
Fyrsti viðauki stjórnarskrár Bandaríkjanna	1. Zusatzartikel zur Verfassung der Vereinigten Staaten
Mexíkóflói	Golf von Mexiko
Landsframleiðsla	Bruttoinlandsprodukt
Fribourg (kantóna)	Kanton Freiburg
Skrautskrift	Kalligrafie
Tíska	Mode
Endurnýjanleg orka	Erneuerbare Energien
Slétturnar miklu	Great Plains
Thurgau	Kanton Thurgau
Dósaupptakari	Dosenöffner
Auguste Comte	Auguste Comte
Ticino	Kanton Tessin
Rafmagn	Elektrizität
Neuchatel (fylki)	Kanton Neuenburg
Kjarnorka	Kernenergie
Vað	Furt
St. Gallen (kantóna)	Kanton St. Gallen
Jarðefnaeldsneyti	Fossile Energie
Júra (fylki)	Kanton Jura
Sprengihreyfill	Verbrennungskraftmaschine
Gufuvél	Dampfmaschine
Vaud	Kanton Waadt
Landslagsgarður	Englischer Landschaftsgarten
Sverð	Schwert
Skotvopn	Feuerwaffe
Vendée	Département Vendée
Vélbyssa	Maschinengewehr
Kjarnorkuvopn	Kernwaffe
Umberto Eco	Umberto Eco
Íberíuskaginn	Iberische Halbinsel
Byssupúður	Schießpulver
Sprengiefni	Sprengstoff
Skriðdreki	Panzer
Antwerpen	Antwerpen
Pelé	Pelé
George Soros	George Soros
Rauntala	Reelle Zahl
Majúró	Majuro
Marine Le Pen	Marine Le Pen
Leópold 2. Belgíukonungur	Leopold II. (Belgien)
Leópold 3. Belgíukonungur	Leopold III. (Belgien)
Baldvin Belgíukonungur	Baudouin (Belgien)
Pólstjarnan	Polarstern
Oudenaarde	Oudenaarde
Brugge	Brügge
Kortrijk	Kortrijk
Oostende	Ostende
Kjarnasamruni	Kernfusion
Sandsteinn	Sandstein
Benelúxlöndin	Benelux
Aalst	Aalst
Sint-Niklaas	Sint-Niklaas
Höfuðkúpa	Schädel
Rúsína	Rosine
Kókoshneta	Kokospalme
Granatepli	Granatapfel
Ferskja	Pfirsich
Appelsína	Orange (Frucht)
Kíví	Kiwifrucht
Rajastaní	Rajasthani
Rjómi	Rahm
Ferdinand de Saussure	Ferdinand de Saussure
